id	year	author	title	filename	link
1817__J. C. L. Simondo Sismondi__Storia delle repubbliche italiane dei secoli di mezzo, v. 10.txt	1817	J. C. L. Simondo Sismondi	Storia delle repubbliche italiane dei secoli di mezzo, v. 10		https://www.gutenberg.org/ebooks/44069
1880__Enrico Panzacchi__Morti e viventi.txt	1880	Enrico Panzacchi	Morti e viventi		https://www.gutenberg.org/ebooks/45653
1764__Pietro Metastasio__Il sogno di Scipione.txt	1764	Pietro Metastasio	Il sogno di Scipione		https://www.gutenberg.org/ebooks/
1897__Adolfo Venturi__Antonio Canova (1757-1822).txt	1897	Adolfo Venturi	Antonio Canova (1757-1822)		https://www.gutenberg.org/ebooks/43171
1876__Antonio Ghislanzoni__In chiave di baritono.txt	1876	Antonio Ghislanzoni	In chiave di baritono		https://www.gutenberg.org/ebooks/16952
1834__Leonardo Manin__Illustrazione delle medaglie dei dogi di Venezia denominate Oselle.txt	1834	Leonardo Manin	Illustrazione delle medaglie dei dogi di Venezia denominate Oselle		https://www.gutenberg.org/ebooks/26701
1905__Alessandro Manzoni__Brani inediti dei Promessi Sposi.txt	1905	Alessandro Manzoni	Brani inediti dei Promessi Sposi		https://www.gutenberg.org/ebooks/46463
1874__Ferdinando Petruccelli della Gattina__Il Re prega.txt	1874	Ferdinando Petruccelli della Gattina	Il Re prega		https://www.gutenberg.org/ebooks/28888
1894__Roberto Bracco__Il trionfo.txt	1894	Roberto Bracco	Il trionfo		https://www.gutenberg.org/ebooks/40378
1872__Ferdinando Petruccelli della Gattina__Memorie di Giuda, vol. II.txt	1872	Ferdinando Petruccelli della Gattina	Memorie di Giuda, vol. II		https://www.gutenberg.org/ebooks/46495
1892__Paolo Mantegazza__L'arte di prender marito.txt	1892	Paolo Mantegazza	L ' arte di prender marito		https://www.gutenberg.org/ebooks/19885
1909__Roberto Bracco__Il frutto acerbo.txt	1909	Roberto Bracco	Il frutto acerbo		https://www.gutenberg.org/ebooks/43285
1843__Sir Walter Scott__La promessa sposa di Lammermoor, Tomo II (of 3).txt	1843	Sir Walter Scott	La promessa sposa di Lammermoor, Tomo II (of 3)		https://www.gutenberg.org/ebooks/
1834__Nocturno Napolitano__Opera nova amorosa, vol. 2.txt	1834	Nocturno Napolitano	Opera nova amorosa, vol. 2		https://www.gutenberg.org/ebooks/31285
1814__Giuseppe Bertini__Dizionario storico-critico degli scrittori di musica e de' più celebri artisti, vol. 3 (of 4).txt	1814	Giuseppe Bertini	Dizionario storico-critico degli scrittori di musica e de '  più celebri artisti, vol. 3 (of 4)		https://www.gutenberg.org/ebooks/40819
1860__Niccolò Tommaseo__Il segreto dei fatti palesi seguiti nel 1859.txt	1860	Niccolò Tommaseo	Il segreto dei fatti palesi seguiti nel 1859		https://www.gutenberg.org/ebooks/34969
1902__Luigi Capuana__Delitto ideale.txt	1902	Luigi Capuana	Delitto ideale		https://www.gutenberg.org/ebooks/29874
1880__Edmondo De Amicis__Ricordi di Londra.txt	1880	Edmondo De Amicis	Ricordi di Londra		https://www.gutenberg.org/ebooks/27640
1925__Alfredo Oriani__La lotta politica in Italia, Volume II (of 3).txt	1925	Alfredo Oriani	La lotta politica in Italia, Volume II (of 3)		https://www.gutenberg.org/ebooks/
1880__La Marchesa Colombi__La cartella N. 4.txt	1880	La Marchesa Colombi	La cartella N. 4		https://www.gutenberg.org/ebooks/43217
1892__Ada Negri__Fatalità.txt	1892	Ada Negri	Fatalità		https://www.gutenberg.org/ebooks/36239
1896__Maria Antonietta Torriani Torelli-Viollier__Cara Speranza.txt	1896	Maria Antonietta Torriani Torelli-Viollier	Cara Speranza		https://www.gutenberg.org/ebooks/34518
1909__Alfredo Panzini__Il 1859 da Plombières a Villafranca.txt	1909	Alfredo Panzini	Il 1859 da Plombières a Villafranca		https://www.gutenberg.org/ebooks/42294
1894__Roberto Bracco__Non fare ad altri....txt	1894	Roberto Bracco	Non fare ad altri...		https://www.gutenberg.org/ebooks/37934
1873__Anton Giulio Barrili__Tra cielo e terra.txt	1873	Anton Giulio Barrili	Tra cielo e terra		https://www.gutenberg.org/ebooks/28374
