id	year	author	title	tags	link
000000218	1869	A., A. A.	Love the Avenger. By the author of “All for Greed.” [The dedication signed: A. A. A., i.e. Marie Pauline Rose, Baroness Blaze de Bury.]
000000218	1869	A., A. A.	Love the Avenger. By the author of “All for Greed.” [The dedication signed: A. A. A., i.e. Marie Pauline Rose, Baroness Blaze de Bury.]
000000218	1869	A., A. A.	Love the Avenger. By the author of “All for Greed.” [The dedication signed: A. A. A., i.e. Marie Pauline Rose, Baroness Blaze de Bury.]
000000481	1875	A., E. S.	World in which I live, and my place in it. By E. S. A. [i.e. Letitia Willgoss Stone.] Edited by ... J. H. Broome.]
000000519	1872	A., F. E.	Lagonells. By the author of Darmayne (F. E. A. [i.e. Florence Emily Ashley])
000002957	1873	ABBADIE, Antoine Thompson d'.	[With eleven maps.]
000003625	1872	ABBOT, Elizabeth Susan	Algernon Graham, Earl of Kingsbury. [A tale.]
000004439	1869	ABBOTT, John Stevens Cabot.	Romance of Spanish History ... With illustrations
000005353	1870	A'BECKETT, Arthur William.	Fallen among Thieves. A novel of “Interest.”
000005353	1870	A'BECKETT, Arthur William.	Fallen among Thieves. A novel of “Interest.”
000005353	1870	A'BECKETT, Arthur William.	Fallen among Thieves. A novel of “Interest.”
000005354	1878	A'BECKETT, Arthur William.	Ghost of Greystone Grange, etc
000009611	1874	ABT, Siegfried.	Der Aufruhr im Freiamt von Januar 1841, etc
000010488	1869	ACCURCIO GARCIA RAMOS	Noticia do Archipelago dos Açores e do que ha mais importante na sua historia natural
000011852		ACKLAND	A Question of Holy Writ, suggested by a lecture on Buddha and Buddhism, delivered before the Literary Society of Exeter, by Lieut. Ackland, R.N., and answered in the following lines, etc. [By Joseph Plimsoll.]
000013680	1874	ADAM, James	Twenty-five Years of Emigrant Life in the south of New Zealand. [With a map.]
000014165	1878	ADÁMEK, Karel.	Chrudimsko: historické a statistické rozhledy
000014563	1870	ADAMS, Arthur	Travels of a Naturalist in Japan and Manchuria
000014653	1877	ADAMS, Bertha Jane Leith	Winstowe. [A novel.]
000014653	1877	ADAMS, Bertha Jane Leith	Winstowe. [A novel.]
000014653	1877	ADAMS, Bertha Jane Leith	Winstowe. [A novel.]
000015483	1873	ADAMS, Henry Cadwallader.	Frank Lawrence; or, a Young Man's Fancy
000015483	1873	ADAMS, Henry Cadwallader.	Frank Lawrence; or, a Young Man's Fancy
000015483	1873	ADAMS, Henry Cadwallader.	Frank Lawrence; or, a Young Man's Fancy
000016309	1878	ADAMS, Mayow Wynell.	Sydenham. [A descriptive account.]
000016986	1870	Adams, W. H. Davenport (William Henry Davenport)	Before the Conquest; or, English worthies in the old English period. With illustrations by F. Barnard
000016987	1876	Adams, W. H. Davenport (William Henry Davenport)	Beneath the Surface; or, the wonders of the underground world
000017067	1873	ADAMS, William Henry Davenport.	Student's Treasury of English Song. Containing choice selections from the principal poets of the present century. Edited, with biographical and critical notices, ... by W. H. D. Adams
