id	year	author	title	tags	link
000240443	1845	BEAUCHET-FILLEAU, Eugène Henri Edmond.	Tableau des émigrés du Poitou aux armées des Princes et de Condé
000240608	1839	BEAUFFORT, Louis Leopold Amédée de	[Souvenirs d'Italie, par un Catholique.]
000243782	1846	BECHER, Siegfried	Die Bevölkerungs-Verhältnisse der österreichischen Monarchie, mit einem Anhange der Volks-Zahl, Geburten, Sterbfälle und Trauungen vom Jahre 1819 bis zum Jahre 1843
000244055	1843	Bechstein, Ludwig	Thüringen in der Gegenwart
000244066	1843	Bechstein, Ludwig	Album der Haupt-und Residenzstädte Europa's, herausgegeben von L. Bechstein und V. Kleinknecht. (Sect. 2. Lfg. 3-5 von Dr. Eugen Huhn und V. Kleinknecht.)
000245743	1840	BECKER, K. A. G.	K. A. G. Beckers Weltgeschichte. Dritte Auflage, neu bearbeitet von G. L. Staedler
000245881	1847	BECKER, Peter Willemoës.	Samlinger til Danmarks Historie under Kong Frederik den Tredjes Regiering af udenlandske Archiver
000246641	1842	BECKINGTON, Thomas	Journal du voyage d'un ambassadeur anglais (T. Beckington) à Bordeaux, en 1442. Traduit et accompagné de quelques éclaircissemens par M. G. B. [i.e. P. G. Brunet]. [An offprint from “L'Indicateur.”]
000246673	1846	BECKLEY, Hosea.	History of Vermont; with descriptions, physical and topographical
000247569	1847	BEDDOW, Benjamin.	A Call to Consideration in Prospect of Eternity. A sermon preached ... on occasion of the ... explosion ... at the Oaks Pit, Ardsley Colliery ... With a narrative of the event, and a view of the funeral procession
000247873	1848	BEDELL, Edward W.	An Account of Hornsea in Holderness, etc. [With plates.]
000248108	1840	Adventurers for Draining the Great Level of the Fens, called the Bedford Level (BEDFORD LEVEL)	Regulations and Orders of the Governors, Bailiffs, and Conservators of the Bedford Level Corporation: with the lot book. Corrected to the present time by S. Wells, etc
000249060	1841	BEECHAM, John.	Ashantee and the Gold Coast: being a sketch of the history, social state, and superstitions of the inhabitants of those countries: with a notice of the state and prospects of Christianity among them. [With a map.]
000249323	1843	BEECHEY, Frederick William.	A Voyage of Discovery towards the North Pole, performed in His Majesty's Ships Dorothea and Trent, under the command of Capt. David Buchan, R.N., 1818; to which is added, a summary of all the early attempts to reach the Pacific by way of the Pole. [With plates.]
000251121	1842	BEGA, Saint, Patroness of the Priory of St. Bees	Life and Miracles of Sancta Bega ... Written by a monkish historian. To which are appended, a list of the Saint Bees Priors, and ... notes: by G. C. Tomlinson. Lat. &amp; Eng
000251269	1839	BEGE, Carl Friedrich.	Chronik der Stadt Wolfenbüttel und ihrer Vorstädte
000251271	1846	BEGE, Carl Friedrich.	Geschichten der Städte Seesen und Scheppenstedt, etc
000252085	1843	BEHLEN, Stephan	Geschichte und Beschreibung von Aschaffenburg und dem Spessart. [With plates and maps.]
000253062	1847	BEIJERMAN, Hugo.	Oldenbarneveld, de Staten van Holland en Leycester in 1585 en 1586. Eene bijdrage ... tot de waardering van eenige historische voorstelingen in den roman, Leycester in Nederland, van Mejufvrouw Toussaint, alsmede teregtwijzing voor ... J. A. M. Mensinga, en antwoord aan ... M. Siegenbeek
000253729	1845	BEKE, Charles Tilstone.	Abyssinia. A statement of facts relative to the transactions between the writer and the late British Political Mission to the Court of Shoa
000253730	1846	BEKE, Charles Tilstone.	A Statement of Facts relative to the transactions between the writer and the late British Political Mission to the Court of Shoa in Abessinia ... Second edition
000253741	1847	BEKE, Charles Tilstone.	An Essay on the Nile and its Tributaries. (From the Journal of the Royal Geographical Society.) [With a map.]
000253742	1848	BEKE, Charles Tilstone.	An Essay on the Sources of the Nile in the Mountains of the Moon. [With a map. Reprinted from the Edinburgh New Philosophical Journal.]
000253759	1839	BEKE, Charles Tilstone.	On the Alluvia of Babylonia and Chaldæa ... From the London and Edinburgh Philosophical Magazine, etc
000253759	1839	BEKE, Charles Tilstone.	On the Alluvia of Babylonia and Chaldæa ... From the London and Edinburgh Philosophical Magazine, etc
000253761	1843	BEKE, Charles Tilstone.	On the Countries South of Abyssinia. [With a map. Extracted from the London Geographical Journal.]
000253770	1848	BEKE, Charles Tilstone.	On the Origin of the Gallas ... From the Report of the British Association for the Advancement of Science, etc
000253771	1846	BEKE, Charles Tilstone.	On the Physical Character of the Table-land of Abessinia. [Extracted from the Report of the British Association for the Advancement of Science.]
000254656	1843	BELCHER, Edward	Narrative of a Voyage round the World, performed in Her Majesty's Ship Sulphur, during the years 1836-42, including details of the naval operations in China from Dec. 1840 to Nov. 1841. (The regions of vegetation. By Richard Brinsley Hinds.) [With plates and maps.]
000254657	1848	BELCHER, Edward	Narrative of the Voyage of H.M.S. Samarang during the years 1843-46; employed surveying the Islands of the Eastern Archipelago; accompanied by a brief vocabulary of the principal languages ... With notes on the natural history of the Islands, by Arthur Adams. [With plates and maps.]
000254657	1848	BELCHER, Edward	Narrative of the Voyage of H.M.S. Samarang during the years 1843-46; employed surveying the Islands of the Eastern Archipelago; accompanied by a brief vocabulary of the principal languages ... With notes on the natural history of the Islands, by Arthur Adams. [With plates and maps.]
000256006	1841	BELGIUM	Rapport à Monsieur le Ministre de l'Intérieur, sur différentes séries de documents concernant l'histoire de la Belgique, qui sont conservées dans les archives de l'ancienne Chambre des Comptes de Flandre, à Lille; par M. Gachard
000256008	1843	BELGIUM	Rapport à Monsieur le Ministre de l'Intérieur sur les documents concernant l'histoire de la Belgique, qui existent dans les dépots littéraires de Dijon et de Paris, par M. Gachard ... 1re partie. Archives de Dijon
000258720	1846	BELL, Alexander	Tongue, a poem, etc
000259557	1842	BELL, Francis Dillon	I.G. Reasons for Promoting the Cultivation of the New Zealand Flax
000260061	1840	BELL, James Stanislaus.	Journal of a Residence in Circassia during the years 1837, 1838, and 1839. [With plates and a map.]
000260061	1840	BELL, James Stanislaus.	Journal of a Residence in Circassia during the years 1837, 1838, and 1839. [With plates and a map.]
000260843	1844	BELL, Robert	[Mothers and Daughters: a comedy in five acts, etc.]
000261805	1840	BELLAMY, Thomas Ludford.	Lyric Poetry of Glees, Madrigals, Catches, Rounds, Canons, and Duets ... Compiled by T. L. Bellamy
000261868	1846	BELLANGER, Stanislas.	Le Kéroutza, voyage en Moldo-Valachie
000262348	1840	BELLERMANN, Christian Friedrich.	Die alten Liederbücher der Portugiesen, oder Beiträge zur Geschichte der portugiesischen Poesie vom dreizehnten bis zum Anfang des sechzehnten Jahrhunderts nebst Proben aus Handschriften und alten Drucken
000263830	1846	BELLOMO, Giovanni Luigi.	Notizie storico-pittoresche dell' oratorio de' SS. Filippo Neri e Luigi Gonzaga annesso all'ospizio di S. Maria de'Crociferi in Campo de' Gesuiti. Raccolte dal Professore Mons. Gio. Bellomo
000263831	1847	BELLOMO, Giovanni Luigi.	La Pala d'oro dell' I. R. Patriarcale Basilica di S. Marco, considerata sotto i risguardi storici, archeologici ed artistici ... Con un discorso di S. Em. Jacopo Monico, etc. [With plates.]
000264896	1844	BELOUINO, Paul.	Des passions dans leurs rapports avec la religion, la philosophie, la physiologie et la médecine légale
000265942		BELYAEV, Ivan Dmitrievich.	О русскомъ войскѣ въ царствованіе Михайла Ѳеодоровича и послѣ его, до преобразованій, сдѣланныхъ Петромъ Великимъ. Историческое изслѣдованіе
000265943		BELYAEV, Ivan Dmitrievich.	О сторожевой, станичной и полевой службѣ на польской Украйнѣ московскаго государства, до Царя Алексѣя Михайловича. [With a map.]
000267147	1845	BÉNAZET, J. Octave.	Gustave, ou l'instruction morale des peuples
000272095	1842	BENJAMIN, Park	Poetry: a satire, pronounced before the Mercantile Library Association, etc
000273636	1840	BENNETT, Frederick Debell.	Narrative of a Whaling Voyage round the Globe, from the year 1833 to 1836. Comprising sketches of Polynesia, California, the Indian Archipelago, etc. With an account of Southern whales, the sperm whale fishery, and the natural history of the climates visited. [With illustrations.]
000273696	1848	BENNETT, George John	Justiza: a tale of Arragon. A play, in five acts. [In verse.]
000274630	1847	BENNETT, William	Etherea, a poem. (Canto 1.)
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277162	1843	Bentham, Jeremy	Works of Jeremy Bentham, published under the superintendence of his executor, John Bowring. [The “General Preface” signed: W. W. With “An Introduction to the Study of Bentham's Works, by J. H. Burton,” “Memoirs of Bentham, by John Bowring,” and a portrait.]
000277862	1842	BENTLEY, Joseph	Bentley's Ancient and Modern History of Worcestershire; including its agriculture, manufactures, mines, commerce, antiquities, and institutions ... with such an account of the state of education and crime as was never before compiled; to which is added an alphabetical list of 1,500 of the nobility, gentry, clergy, and other inhabitants ... Forming vol. VII. of Bentley's History, Directory, and Statistics of Worcestershire
000279323	1848	BEQUET	L'Algérie en 1848, tableau géographique et statistique ... Avec un calendrier approprié au pays
000280159	1841	BERCHTOLD, Jean Nicolas Élisabeth.	Histoire du Canton de Fribourg
000280159	1841	BERCHTOLD, Jean Nicolas Élisabeth.	Histoire du Canton de Fribourg
000284476	1845	BERGHAUS, Heinrich Carl Wilhelm.	Die Völker des Erdballs nach ihrer Abstammung und Verwandtschaft, und ihren Eigenthümlichkeiten in Regierungsform, Religion, Sitte und Tracht ... Mit ... colorirten Abbildungen
000284726	1844	BERGIUS, Carl Julius.	Preussische Zustände
000284936	1842	BERGMAN, Carl Johan	De arce Wisbyensi anno 1676 a Danis expugnata atque paullo post funditus excisa dissertatio, etc. Praes. J. H. Schröder. [With “Kort Relation om Gottlandz öfwergång A:o 1676: d: 1: Maij till the Danske och hwad som derwjdh passerat,” printed from a MS. in the Palmsköld collection in the Upsala University Library.]
000286983	1839	Berkeley, Grantley F. (Grantley Fitzhardinge)	Pamphlet, dedicated to the Noblemen, Gentlemen and Sportsmen, of England, Ireland, and Scotland ... in reply to a prize essay by the Rev. John Styles, D.D., on the claims of the animal creation to the humanity of man
000287602	1841	BERKSHIRE LADY	[The Berkshire Lady's Garland, etc.]
000291445	1844	BERNADAU, Pierre.	Le Viographe bordelais, ou revue historique des monuments de Bordeaux ... Avec un plan de Bordeaux
000292192	1840	BERNARD, Saint, of Menthon	Legend of St. Bernard. A poem, with notes
000293161	1846	BERNARD, Thomas	[Comforts of Old Age ... Fourth edition.]
000293363	1844	BERNARD, William Dallas.	Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W. H. Hall, R.N., with personal observations, by W. D. Bernard. [With plates and maps.]
000293363	1844	BERNARD, William Dallas.	Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W. H. Hall, R.N., with personal observations, by W. D. Bernard. [With plates and maps.]
000293364	1845	BERNARD, William Dallas.	[Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W. H. Hall, R.N., with personal observations, by W. D. Bernard. [With plates and maps.]]
000294803	1847	Berner, Albert Friedrich	Die Lehre von der Theilnahme am Verbrechen, und die neueren Controversen über Dolus und Culpa
000298546	1845	BERTEAUT, Sébastien.	Marseille et les intérêts nationaux qui se rattachent à son port, etc
000299025	1840	BERTHELOT, Sabin.	Extrait du rapport fait à la Société de géographie de Paris ... 6 décembre, 1839 par M. S. Berthelot, etc
000301423	1846	BERTRAND, Pierre Jean Baptiste.	History of Boulogne-sur-Mer ... with the maps of Boulogne and of the environs, to which is appended a short treatise on sea-bathing. Translated [and abridged] from the French
000304248	1842	BEST, James John.	Excursions in Albania; comprising a description of the wild boar, deer, and woodcock shooting in that country; and a journey from thence to Thessalonica &amp; Constantinople, and up the Danube to Pest. [With a map.]
000304271	1839	BEST, John Richard	Odious Comparisons; or, the Cosmopolite in England
000304271	1839	BEST, John Richard	Odious Comparisons; or, the Cosmopolite in England
000304294	1844	BEST, M. C.	Six Thousand Years Ago: or, the Works of Creation illustrated. [With illustrations.]
000304734	1846	BETA, pseud. [i.e. Heinrich Bettziech.]	[Berlin und Potsdam. Ihre Vergangenheit, Gegenwart und Zukunft. Geschildert von Beta. Mit 24 Ansichten. Nach der Natur gezeichnet, gestochen und herausgegeben von J. Peppel und M. Kurz.]
000305261	1848	BETHNAL GREEN	Blind Beggar of Bethnal-Green and Pretty Bessy. [A novel.]
000307511	1839	BEVAN, Henry	Thirty Years in India: or, a Soldier's reminiscences of Native and European life in the Presidencies, from 1808 to 1838. [With plates.]
000308350	1846	BEVERVOORDE, Adrian van.	Sketch of the History of Holland, with occasional remarks
000308972	1839	BEYER, Augustus.	Enchridium medicum ad modum Joannis Kaempfi curavit A. Beyer
000343477	1846		Scriptural Evidences of Creation: or, the Mosaic history of the Creation illustrated by geological discoveries
000346141	1846	BICKNELL, W. I.	Illustrated London, or, a series of views in the British metropolis and its vicinity, engraved by Albert Henry Payne, from original drawings. The historical, topographical and miscellaneous notices, by W. I. Bicknell
000346141	1846	BICKNELL, W. I.	Illustrated London, or, a series of views in the British metropolis and its vicinity, engraved by Albert Henry Payne, from original drawings. The historical, topographical and miscellaneous notices, by W. I. Bicknell
000349747	1842	BIGSBY, Robert	Miscellaneous Poems and Essays of Robert Bigsby
000351351	1839	BILLER, Sarah.	Halkam, the Scenes of my Childhood: and other poems
000353412	1842	BINGHAM, John Elliot.	Narrative of the Expedition to China, from the commencement of the war to the present period; with sketches of the manners and customs of that singular and hitherto almost unknown country
000353412	1842	BINGHAM, John Elliot.	Narrative of the Expedition to China, from the commencement of the war to the present period; with sketches of the manners and customs of that singular and hitherto almost unknown country
000353670	1839	BINGLEY, William	Excursions in North Wales, including Aberystwith and the Devil's Bridge ... Third edition, with corrections and additions made during excursions in the year 1838, by his son, W. R. Bingley ... With a ... map by J. and C. Walker
000354311	1840	BINS DE SAINT-VICTOR, Jacques Maximilien Benjamin	De l'origine et de la nature du pouvoir, d'après les monuments historiques; ou Études sur l'histoire universelle
000354311	1840	BINS DE SAINT-VICTOR, Jacques Maximilien Benjamin	De l'origine et de la nature du pouvoir, d'après les monuments historiques; ou Études sur l'histoire universelle
000354311	1840	BINS DE SAINT-VICTOR, Jacques Maximilien Benjamin	De l'origine et de la nature du pouvoir, d'après les monuments historiques; ou Études sur l'histoire universelle
000354311	1840	BINS DE SAINT-VICTOR, Jacques Maximilien Benjamin	De l'origine et de la nature du pouvoir, d'après les monuments historiques; ou Études sur l'histoire universelle
000354311	1840	BINS DE SAINT-VICTOR, Jacques Maximilien Benjamin	De l'origine et de la nature du pouvoir, d'après les monuments historiques; ou Études sur l'histoire universelle
000354311	1840	BINS DE SAINT-VICTOR, Jacques Maximilien Benjamin	De l'origine et de la nature du pouvoir, d'après les monuments historiques; ou Études sur l'histoire universelle
000354588	1840	BINZER, August Daniel von	Der Koelner Dom, ein Denkmal deutscher Baukunst in Vier Stahlstichen, erläutert von A. v. Binzer
000355563	1848	BIRCH, Thomas	Court and Times of James the First; illustrated by authentic and confidential letters, from various public and private collections. [Compiled by T. Birch.] Edited, with an introduction and notes, by the author of “Memoirs of Sophia Dorothea” [i.e. Robert Folkestone Williams], etc
000355563	1848	BIRCH, Thomas	Court and Times of James the First; illustrated by authentic and confidential letters, from various public and private collections. [Compiled by T. Birch.] Edited, with an introduction and notes, by the author of “Memoirs of Sophia Dorothea” [i.e. Robert Folkestone Williams], etc
000357344	1843	BIRKS, Thomas Rawson.	Faith, Hope, and Charity. A Seatonian Poem
000357562	1840	BIRMINGHAM	Report of the Committee appointed by the Town Council, September 3rd, 1839, to investigate the causes of the late riots
000361219	1847	BISMARK, Friedrich Wilhelm von	Aufzeichnungen
000362175	1848	BITTESWELL	A Reply to the Question-if it should ever be asked-“Where and what is Bitteswell?” [With plates.]
000363703	1844	BLAAUW, William Henry.	Baron's War, including the battles of Lewes and Evesham. [With illustrations.]
000370874	1841	BLAKENEY, Richard	Journal of an Oriental Voyage, in His Majesty's Ship Africaine. [With plates.]
000371200	1844	BLAMEY, Rich Manuel.	An Epic Poem, &amp;c. in honour of the Students of University College, London; with an address to the professors
000371758	1841	BLANCHARD, Edward Litt Leman.	Life of George Barnwell; or, the London apprentice of the last century. [A novel. With illustrations.]
000374145	1844	BLASIUS, Johann Heinrich.	Reise im Europäischen Russland in den Jahren 1840 und 1841. [With plates.]
000374270	1840	BLASTOS, Alexandros M.	Χιακα, ἠτοι Ἱστορια της Νησου Χιου ἀπο των ἀρχαιοτατων χρονων μεχρι της ἐτει 1822 γενομενης καταστροφης αὐτης παρα των Τουρκων
000374270	1840	BLASTOS, Alexandros M.	Χιακα, ἠτοι Ἱστορια της Νησου Χιου ἀπο των ἀρχαιοτατων χρονων μεχρι της ἐτει 1822 γενομενης καταστροφης αὐτης παρα των Τουρκων
000375221	1847	BLEADEN, John.	Selections in Prose and Poetry from living and deceased authors. Edited by John Bleaden
000378360	1844	BLOFELD, John Harcourt.	Algeria, past and present. Containing a description of the country ... with a review of its history. From notes made during a personal visit in 1843, and from the works of ancient and modern historians, etc
000378410	1840	BLOIS, John T.	Gazetteer of the State of Michigan, in three parts ... With a succinct history of the State ... an appendix, containing the usual statistical tables, and a directory for emigrants, &amp;c
000378708	1845	BLOM, Gustav Peter.	[Das Königreich Norwegen. Statistisch beschrieben ... Mit einem Vorwort von Carl Ritter ... Mit zwei colorirten Karten.]
000379833	1843	BLOOM, John Hague.	Notices, historical and antiquarian, of the Castle and Priory at Castleacre, in the County of Norfolk ... With twenty-three illustrations ... from original drawings, by Mr. Charles Wright
000382941	1842	BLUNT, Edmund March.	[The American Coast Pilot ... from Passamaquoddy, through the Gulf of Florida ... together with the courses and distances from Cape Cod and Cape Ann ... to George's Bank ... Corrected and improved ... Ninth edition.]
000383322	1846	BLUNTSCHLI, Johann Caspar.	Die drei Länder Uri, Schwyz, und Unterwalden und ihre ersten ewigen Bünde
000383325	1847	BLUNTSCHLI, Johann Caspar.	Geschichte der Republik Zürich
000383325	1847	BLUNTSCHLI, Johann Caspar.	Geschichte der Republik Zürich
000383325	1847	BLUNTSCHLI, Johann Caspar.	Geschichte der Republik Zürich
000386414	1847	Boccaccio, Giovanni	Frederic and the Falcon. Done into English verse ... By Emma Martin. [The ninth tale of the fifth day.]
000386742	1844	BOCCARD, J.	Histoire du Vallais avant et sous l'ère chrétienne jusqu'à nos jours
000388501	1848	BODENSTEDT, Friedrich Martin von.	Die Völker des Kaukasus und ihre Freiheitskämpfe gegen die Russen, etc
000388663	1847	BODICHON, Eugène.	Études sur l'Algérie et l'Afrique
000389696	1842	BOECKH, August.	Public Economy of Athens ... Translated by George Cornewall Lewis ... Second edition, revised
000392132	1843	BOERS, Benjamin.	Beschrijving van het eiland Goedereede en Overflakkee ... Met drie afbeeldingen van het eiland
000396298	1845	BOILEAU, Alexander Henry Edmondstone.	Miscellaneous Writings in prose and verse, etc. [With a portrait.]
000397788	1845	BOIX, Vicente.	Historia de la Ciudad y Reino de Valencia
000399717	1846	BOLL, Franz Christian.	Geschichte des Landes Stargard bis zum Jahre 1471 ... Mit Urkunden und Regesten
000401820	1848	BOLTON, Robert	A History of the County of Westchester, from its first settlement to the present time
000401820	1848	BOLTON, Robert	A History of the County of Westchester, from its first settlement to the present time
000410155	1846	BONNYCASTLE, Richard Henry	Canada and the Canadians in 1846
000410158	1842	BONNYCASTLE, Richard Henry	Canadas in 1841. [With a map.]
000410159	1842	BONNYCASTLE, Richard Henry	Newfoundland, in 1842: a sequel to “The Canadas in 1841.” [With a map.]
000410159	1842	BONNYCASTLE, Richard Henry	Newfoundland, in 1842: a sequel to “The Canadas in 1841.” [With a map.]
000411664	1844	Corbould, H. (Henry)	Book of the Poets. (Chaucer to Beattie.) Illustrated with forty-five elegant engravings on steel, from designs by Corbould, &amp;c. With an essay on English poetry
000415605	1845	BORDES, Auguste.	Histoire des monuments anciens et modernes de la ville de Bordeaux ... Ornée de ... planches gravées sur acier par Rouargue ainé, de vignettes dessinées par Rouargue jeune, etc
000417357	1840	Dal Borgo, Baccio.	Pisa. Fasti antichi in religione e milizia. Canzoni, patrie
000418147	1841	BORMANN, Michael.	Beitrag zur Geschichte der Ardennen. [With maps.]
000418147	1841	BORMANN, Michael.	Beitrag zur Geschichte der Ardennen. [With maps.]
000419532	1845	BORRER, Dawson.	A Journey from Naples to Jerusalem, by way of Athens, Egypt and the Peninsula of Sinai, including a trip to the Valley of Fayoum, together with a translation of M. Linant de Bellefond's “Mémoire sur le lac Mœris.” [With plates.]
000419892	1843	Borrow, George Henry	Bible in Spain ... Second edition
000419892	1843	Borrow, George Henry	Bible in Spain ... Second edition
000419892	1843	Borrow, George Henry	Bible in Spain ... Second edition
000419991	1841	Borrow, George Henry	Zincali; or, an Account of the Gypsies of Spain. With an original collection of their songs and poetry, and a copious dictionary of their language
000421794	1847	BOSE, Hugo von.	Handbuch der Geographie, Statistik und Topographie des Königreiches Sachsen ... Zweite, völlig neu bearbeitete und vermehrte Auflage nebst einem neuen Ortsverzeichnisse. Mit einer neuen Karte
000422594	1845	BOSQUET, Amélie.	La Normandie romanesque et merveilleuse. Traditions, légendes et superstitions populaires de cette province
000422743	1847	BOSSCHA, Joannes	De Duitschers en de Nederlanden vóór den Munsterschen vrede. Eene voorlezing
000424137	1845	American Statistical Association (BOSTON, Massachusetts)	Sixth Census of the United States. As published in the Merchants' Magazine, for February, 1845. Memorial to the Honorable the Senate and House of Representatives, in Congress assembled. [On alleged inaccuracies in the census. By a committee, consisting of Edward Jarvis and others, appointed by the American Statistical Association.]
000424757	1848	Massachusetts Historical Society (BOSTON, Massachusetts)	General History of New England, from the discovery to MDCLXXX. By the Rev. William Hubbard ... Second edition, collated with the original MS. [Edited by W. T. Harris. With a prefatory note by Charles Deane to 'the recently discovered pages of Hubbard's History.']
000427382	1847	BOTTLE	Bottle; or, the First step to crime. A romance
000431839	1847	BOUMEESTER, J. van Dam den.	Beschrijving van den Helder met het Nieuwe Diep en Huisduinen. [With a map.]
000432493	1841	Boucicault, Dion	[London Assurance, a comedy, in five acts.]
000434629	1846	BOURKE, Richard Southwell	St. Petersburg and Moscow: a visit to the court of the Czar
000438635	1848	BOWEN, Eli.	Coal Regions of Pennsylvania, being a general geological, historical &amp; statistical review of the anthracit coal districts. Illustrated with colored maps and engravings ... Edited by Ele [sic] Bowen
000439704	1845	BOWES, Arthur.	Practical Synopsis of English History: or, a General summary of dates and events, etc
000439773	1847	BOWES, Robert	English Border in the days of Henry the Eighth
000442028	1839	BOYCE, William Binnington.	[Notes on South African Affairs from 1834 to 1838. With reference to the civil, political, and religious condition of the colonists and aborigines. Few MS. notes.]
000445451	1848	BRABANT, Henry	Eve of the Revolution; in Newcastle-upon-Tyne. (The Case of Sir Henry Brabant, knt., Mayor of Newcastle upon Tyne, most humbly offered to your Majesties Royal consideration.)
000446400	1844	BRACKENRIDGE, Henry Marie.	[History of the late War, between the United States and Great Britain ... Illustrated with plates. Third edition, revised and corrected.]
000446476	1846	BRACKLOW, Theodor.	Das illustrirte Schleswig-Holstein ... Mit erläuterndem Text von T. Bracklow. [With plates.]
000447380	1846	BRADFORD, Yorkshire	Burgess Roll of the Borough of Bradford ... 1866
000447436	1840	Bradford Exhibition (BRADFORD, Yorkshire)	Catalogue of Articles contained in the Bradford Exhibition. Opened 12th August, 1840. [With an appendix.]
000447545	1843	BRADFORD, Alden.	New England Chronology: from the discovery of the country, by Cabot, in 1497 to 1800 [1820]
000447547	1841	BRADFORD, Alexander Warfield.	American Antiquities and Researches into the Origin and History of the Red Race
000447548	1843	BRADFORD, Alexander Warfield.	[American Antiquities and Researches into the Origin and History of the Red Race.]
000449143	1848	BRADSHAW, Rowland.	Rowland Bradshaw, his Struggles and Adventures on the Way to Fame. By the author of “Raby Rattler” [i.e. Thomas Hall]. With twenty-eight illustrations on steel by S. P. Fletcher
000453317	1847	BASSEWITZ, Magnus Friedrich von.	Die Kurmark Brandenburg, ihr Zustand und ihre Verwaltung unmittelbar vor dem Ausbruche des französischen Krieges im Oktober 1806. Von einem ehemaligen höheren Staatsbeamten [i.e. Magnus Friedrich von Bassewitz], etc
000454084	1842	BRANDIS, Moritz.	Moritz Brandis ... Chronik, oder älteste Livländische Geschichte, und Collectanea, oder die Ritter-Rechte des Fürstenthums Ehsten ... Mit Anmerkungen von Dr. C. J. A. Paucker
000454084	1842	BRANDIS, Moritz.	Moritz Brandis ... Chronik, oder älteste Livländische Geschichte, und Collectanea, oder die Ritter-Rechte des Fürstenthums Ehsten ... Mit Anmerkungen von Dr. C. J. A. Paucker
000454084	1842	BRANDIS, Moritz.	Moritz Brandis ... Chronik, oder älteste Livländische Geschichte, und Collectanea, oder die Ritter-Rechte des Fürstenthums Ehsten ... Mit Anmerkungen von Dr. C. J. A. Paucker
000454084	1842	BRANDIS, Moritz.	Moritz Brandis ... Chronik, oder älteste Livländische Geschichte, und Collectanea, oder die Ritter-Rechte des Fürstenthums Ehsten ... Mit Anmerkungen von Dr. C. J. A. Paucker
000454084	1842	BRANDIS, Moritz.	Moritz Brandis ... Chronik, oder älteste Livländische Geschichte, und Collectanea, oder die Ritter-Rechte des Fürstenthums Ehsten ... Mit Anmerkungen von Dr. C. J. A. Paucker
000455580	1843	BRANNON, George.	Brannon's Picture of the Isle of Wight; or, the Expeditious traveller's index to its prominent beauties &amp; objects of interest, etc. [With plates.]
000455581	1844	BRANNON, George.	[Brannon's Picture of the Isle of Wight; or, the Expeditious traveller's index to its prominent beauties &amp; objects of interest, etc. [With plates.]]
