id	year	author	title	tags	link
001606178	1848	HART, Joseph C.	Romance of Yachting: Voyage the first
001606318	1844	HART, Richard	Antiquities of Norfolk: a Lecture
001607843	1846	HARTLEY, Louisa Byam.	Wild Flowers from the Norman Isles
001608685	1840	HARTMANN, Henricus Theophilus.	De diis Timaei Platonici
001609698	1840	HARTSHORNE, Charles Henry.	An endeavour to classify the sepulchral remains in Northamptonshire; or, a discourse on funeral monuments, in that country, etc
001609703	1848	HARTSHORNE, Charles Henry.	Historical memorials of Northampton
001609705	1846	HARTSHORNE, Charles Henry.	History and Architecture of Porchester Castle ... Read before the Archæological Institute of Great Britain and Ireland, ... at Winchester, September, 1845
001609715	1841	HARTSHORNE, Charles Henry.	Salopia Antiqua, or an enquiry from personal survey into the Druidical, Military, and other early remains in Shropshire and the North Welsh Borders. With observations upon the names of places and a Glossary of words used in the County of Salop. L.P
001610089	1846	HARTWIG, Eugen von.	Briefe aus und über Tirol, geschrieben in den Jahren 1843 bis 1845; ein Beitrag zur näheren Charakteristik dieses Alpenlandes im Allgemeinen und der Merauer Gegend insbesondere
001611363	1846	HARVEY, Thomas	Poetical Reader; a selection from the eminent poets of the last period of English literature, with a preliminary essay, biographical introductions, and notes in French and German, etc
001611901	1844	HARWOOD, Philip.	History of the Irish Rebellion of 1798
001611902	1848	HARWOOD, Philip.	[History of the Irish Rebellion of 1798.]
001612657	1844	HASKEL, Daniel	complete descriptive and statistical Gazetteer of the United States of America ... with an abstract of the Census and Statistics for 1840, etc
001612864	1843	HASKINS, Rosswell W.	New England and the West: [their geology, agriculture, manufactures, etc. Reprinted from the Boston Atlas.]
001614200	1842	Hassler, F. R. (Ferdinand Rudolph)	Coast survey of the United States. [An answer to certain statements on that subject made in Congress.]
001614207	1843	Hassler, F. R. (Ferdinand Rudolph)	Survey of the Coast of the United States. Further rectification of facts alleged in the discussion of Congress, in December, 1842
001614740	1845	HASTINGS, Lansford Warren.	Emigrant's-guide to Oregon and California
001616070	1843	HATTON, George	Fidelity: or, a Town to be let, unfurnished. A poem in six books
001620449	1844	HAVERTY, Martin.	Wandering in Spain in 1843
001621701	1846	Hawker, Robert Stephen	Echoes from old Cornwall. [Poems.]
001621714	1840	HAWKER, Robert Stephen.	A welcome to the Prince Albert, submitted to the Queen on the approach of her Majesty's Marriage by the author of “Pompeii” (R. S. H.) [In verse.]
001622551	1844	HAWKINS, Thomas	Wars of Jehovah in heaven, earth and hell. [A poem] in nine books ... with eleven ... engravings by J. Martin
001622766	1842	HAWKSHAW, Ann	Dionysius the Areopagite: with other poems
001623053	1847	HAWORTH, Euphrasia Fanny.	St. Sylvester's Day and other poems ... With illustrative designs by the author
001623697	1840	HAWTREY, Edward Craven.	Aggiunta al Trifoglio
001623785	1847	HAXTHAUSEN, August von	Studien über die innern Zustände, das Volksleben und insbesondere die ländlichen Einrichtungen Russland
001623785	1847	HAXTHAUSEN, August von	Studien über die innern Zustände, das Volksleben und insbesondere die ländlichen Einrichtungen Russland
001623788	1847	HAXTHAUSEN, August von	Études sur la situation intérieure, la vie nationale et les institutions rurales de la Russie
001623788	1847	HAXTHAUSEN, August von	Études sur la situation intérieure, la vie nationale et les institutions rurales de la Russie
001623788	1847	HAXTHAUSEN, August von	Études sur la situation intérieure, la vie nationale et les institutions rurales de la Russie
001625121	1846	HAYDON, George Henry.	Five years' experience in Australia Felix, comprising a short account of its early settlement and its present position, with many particulars interesting to intending emigrants. ... With illustrations by H. Hainsselin
001627650	1847	HAYWARD, John	A Gazetteer of Massachusetts. To which are added, Statistical Accounts of its agriculture, commerce and manufactures
001627653	1843	HAYWARD, John	A Gazetteer of the United States, comprising a series of Gazetteers of the several States and Territories. Maine
001627656	1839	HAYWARD, John	New-England Gazetteer ... Tenth edition
001627657	1841	HAYWARD, John	New-England Gazetteer ... Tenth edition.]
001628271	1847	HAZEL, Harry	Corsair; or, the Foundling of the Sea. A romance
001629075	1839	HEAD, Francis Bond	Narrative. By Sir F. B. H. Supplemental chapter. [A vindication of his government of Upper Canada.]
001629076	1839	HEAD, Francis Bond	Narrative. By Sir F. B. H. Supplemental chapter. [A vindication of his government of Upper Canada.]]
001629077	1839	HEAD, Francis Bond	Narrative. By Sir F. B. H. Supplemental chapter. [A vindication of his government of Upper Canada.]]
001629127	1840	HEAD, George	[A home tour through the manufacturing districts of England, in the summer of 1835, etc.]
001629127	1840	HEAD, George	[A home tour through the manufacturing districts of England, in the summer of 1835, etc.]
001630123	1842	HEAPHY, Charles.	Narrative of a residence in various parts of New Zealand, etc
001631312	1843	HEATH, Samuel	Earl of Leicester: a tragedy [in five acts and in verse. Founded on Sir W. Scott's novel of Kenilworth]
001631582	1846	HEATHERBRED, William	Moor, the Mine and the Forest; or, scenes from life in the mining and mountain districts of England
001632100	1848	HEBBE, Gustaf Clemens.	Universal History, in a series of letters: being a complete and impartial narrative of the most remarkable events of all nations from the earliest period to the present time, etc
001633450	1848	HECKER, Friedrich	Die Erhebung des Volkes in Baden für die deutsche Republik im Frühjahr 1848. (Mit Beiträgen von Mögling, Siegel und Kaiser)
001640287	1844	HEINLEIN, Heinrich	Der Friedhof zu Leipzig in seiner jetzigen Gestalt oder vollständige Sammlung aller Inschriften auf den ältesten und neuesten Denkmälern daselbst
001642333	1844	HELD, Friedrich Wilhelm Alexander	Illustrirte Weltgeschichte: ein Buch für's Volk ... Mit Tabellen und Karten
001642333	1844	HELD, Friedrich Wilhelm Alexander	Illustrirte Weltgeschichte: ein Buch für's Volk ... Mit Tabellen und Karten
001642333	1844	HELD, Friedrich Wilhelm Alexander	Illustrirte Weltgeschichte: ein Buch für's Volk ... Mit Tabellen und Karten
001642333	1844	HELD, Friedrich Wilhelm Alexander	Illustrirte Weltgeschichte: ein Buch für's Volk ... Mit Tabellen und Karten
001642333	1844	HELD, Friedrich Wilhelm Alexander	Illustrirte Weltgeschichte: ein Buch für's Volk ... Mit Tabellen und Karten
001642333	1844	HELD, Friedrich Wilhelm Alexander	Illustrirte Weltgeschichte: ein Buch für's Volk ... Mit Tabellen und Karten
001642766	1839	HELFER, Johann Wilhelm.	[Amherst Town, in the Tenasserim Provinces. (Second Report.-The Provinces of Ye, Tavoy, and Mergue, on the Tenasserim coast, etc.-Third Report on Tenasserim, the surrounding nations, etc.-Fourth Report on the Tenasserim Provinces, considered as a resort for Europeans.)]
001643734	1845	HELLER, Adolph.	Russland im Jahre 1844. Ein Nachtrag zu dem Enthüllten Russland, etc
001644481	1839	HELLO, Jules M.	Relation de l'expédition de la corvette La Créole, au Mexique, en 1838 et 1839
001645583	1846	HELMUTH, C.	Physikalisch-topographischer Atlas in v. Blättern mit erläuterndem Text, etc. (Aphorismen aus dem Gebiete der physischen Geographie, Statistik und vaterländischen Geschichte. Ein Commentar zu dem physischtopographischen Atlas, etc. 2 Lief.)
001648398	1839	HENDERSON, Alexander	Pilgrim; a poem. Canto the first
001648658	1845	HENDERSON, Ebenezer	Vaudois; comprising observations made during a tour to the Valleys of Piedmont, in the summer of 1814: together with remarks, introductory and interspersed, respecting the origin, history and present condition of that people
001649856	1847	HENDRIKS, afterwards TEMPLE, Rose Ellen.	Wild Rose, with other poems
001650970	1845	HENNE, Alexandre	Histoire de la ville de Bruxelles
001650970	1845	HENNE, Alexandre	Histoire de la ville de Bruxelles
001650970	1845	HENNE, Alexandre	Histoire de la ville de Bruxelles
001651282	1848	Hennequin, Amédée.	La Suisse en 1847
001652387	1840	HENRICHSEN, Alert Julius Ferdinand.	A.J.F.H. ... Dissertatio de consilio et arte Convivii Xenophontei, ejusque cum Platonico necessitudine
001653556	1840	HENRY III., King of England	King Henry the Third. Part the First. An historical play in five acts [and in verse]. By the author of An Essay on the Oxford Tracts [John Sibbald Edison]
001654286	1847	HENRY WILLIAM ADALBERT, Prince of Prussia	Aus meinem Tagebuche 1842-1843, von Adalbert Prinz v. Preussen. Als Manuscript gedruckt
001655256	1848	HENRY, W. S.	Campaign sketches of the war with Mexico
001655515	1839	HENSE, Carl Conrad.	Hülfsbuch beim Unterricht in der allgemeinen Geschichte
001658360	1845	HERBERT, Frederick William.	A Guide to the Foreign and Colonial Posts
001662058	1839	HERMANN, Carl Friedrich.	Geschichte und System der Platonischen Philosophie
001662668	1839	HERMANS, Cornelis Rodolphus.	Geschiedkundig mengel werk over de provincie Noord-Braband
001663276	1843	HERMES, J. A. F.	Historisch-geographisch-statistisch-topographisches Handbuch vom Regierungsbezirke Magdeburg ... Herausgegeben von J. A. F. H. und M. J. W
001664652	1846	Herodotus.	nine books of the History of Herodotus, translated from the text of ... T. Gaisford. With notes illustrative and critical, a geographical index, an introductory essay and a summary of the History. By P. E. Laurent.]
001664652	1846	Herodotus.	nine books of the History of Herodotus, translated from the text of ... T. Gaisford. With notes illustrative and critical, a geographical index, an introductory essay and a summary of the History. By P. E. Laurent.]
001664673	1847	Herodotus.	Ninth Book of Herodotus, translated ... By F. Balfour
001665100	1846	HERON, afterwards HERON-FERMOR, Robert Matthews.	Palestina; a metrical romance
001668863	1848	Hervey, John Hervey	Memoirs of the Reign of George the Second, from his accession to the death of Queen Caroline. Edited, from the original manuscript by J. W. Croker
001668863	1848	Hervey, John Hervey	Memoirs of the Reign of George the Second, from his accession to the death of Queen Caroline. Edited, from the original manuscript by J. W. Croker
001668991	1841	HERVEY, Thomas Kibble.	English Helicon of the Nineteenth Century. Edited by T. K. H
001668992	1845	HERVEY, Thomas Kibble.	English Helicon; a selection of modern poetry, etc
001669715	1839	HERZOG, Emil.	Chronik der Kreisstadt Zwickau
001669715	1839	HERZOG, Emil.	Chronik der Kreisstadt Zwickau
001672234	1848	HETTEMA, Montanus de Haan.	Leeuwarden na en voor hare wording als stad, en in hare betrekking tot de Leppa. Eene bydrage tot de Geschiedkundige beschrijving, van W. Eekhoff
001673853	1847	HEWER, J. J.	Geschichdiche Beschreibung der Burgen an der Saar
001674082	1844	HEWETT, William.	history and antiquities of the Hundred of Compton, Berks; To which are added Dissertations on the Roman Station “Calleva Atrebatum” and the Battle of Ashdown; with an account of Cuckhamsley, Lowborough and other antiquities in the neighbourhood
001678432	1841	HICKMAN, T. G.	First and Second Advent of the Saviour. A sermon [on Heb. ix. 28], etc
001678919	1840	Hickson, W. E. (William Edward)	Dutch and German Schools. An account of the present state of education in Holland, Belgium and the German States, with a view to the practical steps which should be taken for improving ... the means of popular instruction in Great Britain and Ireland
001682511	1844	HILDRETH, Samuel Prescott.	Original Contributions to the American Pioneer
001682512	1848	HILDRETH, Samuel Prescott.	Pioneer history: being an account of the first examinations of the Ohio Valley and the early settlement of the Northwest Territory, etc
001683660	1839	HILL, George	Ruins of Athens; Titania's Banquet, a Mask; and other Poems
001684958	1845	HILL, Pascoe Grenfell.	Poems on several occasions
001685042	1845	HILL, Richard	Diplomatic Correspondence of the Right Hon. R. H., Envoy Extraordinary ... to the Duke of Savoy ... from July 1703, to May 1706: supplemental to the History of Europe, and illustrative of the secret policy of some of the most distinguished Sovereigns and Statesmen, relative to the Spanish succession, etc. Edited by W. Blackley
001685042	1845	HILL, Richard	Diplomatic Correspondence of the Right Hon. R. H., Envoy Extraordinary ... to the Duke of Savoy ... from July 1703, to May 1706: supplemental to the History of Europe, and illustrative of the secret policy of some of the most distinguished Sovereigns and Statesmen, relative to the Spanish succession, etc. Edited by W. Blackley
001685278	1845	HILL, S. S.	Tiara and the Turban, or impressions and observations of character within the dominions of the Pope and the Sultan
001689267	1842	HINMAN, Royal Ralph.	historical collection, from official records, files, etc. of the part sustained by Connecticut during the war of the Revolution. With an appendix, containing important letters, depositions, etc., written during the war. Compiled by R. R. Hinman
001692350	1844	HIRSCHIG, Rudolphus Bernardus.	Dissertatio ... qua continentur annotationes quaedam in Luciani libellum, qui inscribitur περι παρασιτου
001693829	1848	BELL, Henry Glassford	history of a Sandal Wood Box: written by itself, etc. [By Mrs. Henry Glaseford Bell.]
001694498	1842	HITCHCOCK, Edward	[Elementary Geology.]
001694503	1841	HITCHCOCK, Edward	First anniversary address before the Association of American Geologists, at their second annual meeting in Philadelphia, ... with an abstract of the proceedings of the Association at their Sessions in 1840 and 1841
001694534	1842	HITCHCOCK, Edward	Sketch of the scenery of Massachusetts. With plates. From the Geological Report of Prof. Hitchcock
001695866	1839	HLAWÁČEK, Eduard.	Geschichte von Karlsbad, in medicinischer, topographischer geselliger Beziehung
001696653	1848	HOARE, Henry Rosehurst.	Historical and architectural Notices of Mayfield Palace ... Partly read at the meeting of the Sussex Archæological Society, ... October 3, 1848
001696975	1839	HOBART, Aaron.	historical sketch of Abingdon, Plymouth county, Massachusetts
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697185	1839	Hobbes, Thomas	English Works of Thomas Hobbes, now first collected and edited by Sir W. Molesworth
001697187	1839	Hobbes, Thomas	Thomæ Hobbes Malmesburiensis opera philosophica quæ Latine scripsit omnia in unum corpus nunc primum collecta studio et labore Gulielmi Molesworth
001697187	1839	Hobbes, Thomas	Thomæ Hobbes Malmesburiensis opera philosophica quæ Latine scripsit omnia in unum corpus nunc primum collecta studio et labore Gulielmi Molesworth
001697187	1839	Hobbes, Thomas	Thomæ Hobbes Malmesburiensis opera philosophica quæ Latine scripsit omnia in unum corpus nunc primum collecta studio et labore Gulielmi Molesworth
001697187	1839	Hobbes, Thomas	Thomæ Hobbes Malmesburiensis opera philosophica quæ Latine scripsit omnia in unum corpus nunc primum collecta studio et labore Gulielmi Molesworth
001697187	1839	Hobbes, Thomas	Thomæ Hobbes Malmesburiensis opera philosophica quæ Latine scripsit omnia in unum corpus nunc primum collecta studio et labore Gulielmi Molesworth
001698376	1844	Hoby, J. (James)	Narrative of a visit to Christian Brethren, in Hamburg, Copenhagen, etc
001698517	1846	Warburton, George	Hochelaga; or, England in the New World. [By G. D. Warburton.] Edited by E. Warburton
001698518	1846	Warburton, George	Hochelaga ... [By George D. Warburton.] Edited by Eliot Warburton ... Second edition, revised
001698518	1846	Warburton, George	Hochelaga ... [By George D. Warburton.] Edited by Eliot Warburton ... Second edition, revised
001698519	1847	Warburton, George	Hochelaga ... [By G. D. Warburton.] Edited by Eliot Warburton ... Third edition, revised
001698519	1847	Warburton, George	Hochelaga ... [By G. D. Warburton.] Edited by Eliot Warburton ... Third edition, revised
001698742	1846	HOCHSTEYN, A.	Dictionnaire-Postal de la Belgique, ou Résumé alphabétique et chronologique des lois, décrets, ... en matière de postes, depuis 1789 jusqu'en 1845
001698742	1846	HOCHSTEYN, A.	Dictionnaire-Postal de la Belgique, ou Résumé alphabétique et chronologique des lois, décrets, ... en matière de postes, depuis 1789 jusqu'en 1845
001699629	1842	HODENBERG, Wilhelm von	Diepholzer Urkundenbuch. Herausgegeben von W. von Hodenberg. Erste Abtheilung
001700484	1845	HODGKINSON, Clement.	Australia, from Port Macquarie to Moreton Bay; with descriptions of the nature, the geology, productions and resources of that region
001700680	1847	Hodgson, B. H. (Brian Houghton)	Essay the First on the Kocch, Bódo, and Dhimál Tribes, in three parts. Copious MS. notes [by the author]
001700737	1846	HODGSON, Christopher Pemberton.	Reminiscences of Australia, with hints on the squatters' life
001701839	1844	HOECKNER, Ferdinand.	Die Parochie Treben im Altenburgischen Kreisamtsbezirke des Herzogthums Sachsen-Altenburg, etc
001703754	1845	HOEVEN, Abraham des Amorie van der	Herinneringen van mijne Academiereis in 1843
001704080	1845	HOFER, Andreas.	[Geschichte Andreas Hofer's ... Durchgehends aus Original-Quellen ... so wie aus den Papieren Hofer's, des Freyh. von Hormayr, Speckbacher's, Wörndle's ... und vieler Anderer. [By J. Hormayr.]]
001704599	1848	HOFFMAN, Charles Fenno.	Pioneers of New York: an anniversary discourse delivered before the St. Nicholas Society of Manhattan, Dec. 6, 1847
001705699	1845	HOFFMANN, Friedrich Wilhelm	Geschichte der Stadt Magdeburg
001705699	1845	HOFFMANN, Friedrich Wilhelm	Geschichte der Stadt Magdeburg
001705823	1848	HOFFMANN, Heinrich	English Struwwelpeter, or pretty stories and funny pictures for little children. After the ... German ... of H. H. Fourth edition
001705996	1843	HOFFMANN, Johann Gottfried.	Übersicht der Geburten, neuen Ehen und Todesfälle in den jahren 1816 bis mit 1841, nach den für die Stadt Berlin amtlich aufgenommenen Tabellen. Nebst einer erläuternden Einleitung
001708718	1844	HOGG, John	Letters from abroad to a friend at Cambridge ... From the Metropolitan Magazine
001713641	1845	HOLLAND, Thomas Agar.	[Dryburgh Abbey, and other poems.]
001714499	1840	HOLLINGS, James Francis.	History of Leicester during the ... Civil War. A lecture, etc
001714567	1844	HOLLINGSWORTH, Arthur George Harper.	History of Stowmarket, the ancient county town of Suffolk. With notices of the Hundred of Stow
001714689	1839	HOLLINGWORTH, Richard	Mancuniensis; or, an history of the town of Manchester, and what is most memorable concerning it. [Edited by William Willis.]
001715922	1840	Holman, James	Travels in Madeira, Sierra Leone, Teneriffe, St. Jago, Cape Coast, ... Princes Island, etc. Second edition
001717005	1840	HOLMES, John	Catalogue of French Ambassadors to England [extracted from the Gentleman's Magazine], etc
001718980	1841	HOLT, George	A sketch of the principal and most interesting objects observed in a tour along the Railway from Birmingham to Derby. (Continuation of the tour ... to ... Matlock.)
001719045	1843	HOLT, Henry	Wellington. A poem, etc
001721088	1847	Hombron, Jacques-Bernard	Aventures les plus curieuses des voyageurs. Coup d'œil autour du monde, d'après les relations anciennes et modernes ... par M. Hombron. Ouvrage imité des Aventures des voyageurs par P. Blanchard
001721413	1848	HOME, Alice.	Alice Home; or, the revenge of the blighted one ... A romance
001723645	1848	HOMERSHAM, Samuel Collett.	Report to the Directors of the Manchester, Sheffield and Lincolnshire Railway Company, comparing the quantity, quality and price of the water that can be supplied to the inhabitants of Manchester and Salford by means of the Surplus Water Act obtained by the Railway Company with that of the Water Works Scheme promoted by the Corporation of Manchester, etc
001724752	1845	HONEY, William.	Narrative of the captivity and suffering of W. H. and two other British seamen on the Island of Arguin, on the West coast of Africa-1844, 45
001726335	1843	HOOD, John	Australia and the East: being a journal narrative of a voyage to New South Wales in an emigrant ship, with a residence of some months in Sydney and the Bush, and the route home by way of India and Egypt in the years 1841 and 1842
001726444	1847	HOOD, Robin.	A Lytell Geste of Robin Hode, with other ancient &amp; modern ballads and songs relating to this celebrated yeoman. To which is prefixed his history and character, grounded upon other documents than those made use of by ... “Mister Ritson.” Edited by J. M. Gutch
001726444	1847	HOOD, Robin.	A Lytell Geste of Robin Hode, with other ancient &amp; modern ballads and songs relating to this celebrated yeoman. To which is prefixed his history and character, grounded upon other documents than those made use of by ... “Mister Ritson.” Edited by J. M. Gutch
001727542	1846	HOOK, Walter Farquhar	On the means of rendering more efficient the Education of the People. A Letter to the Lord Bishop of St. David's ... Second edition
001727544	1846	HOOK, Walter Farquhar	On the means of rendering more efficient the Education of the People ... Seventh edition
001727815	1848	Hooker, Joseph Dalton	Notes of a tour in the plains of India, the Himala and Borneo; being extracts from the private letters of Dr. H., etc
001727963	1839	HOOKER, William Dawson.	[Notes on Norway, etc.]
001728007	1843	Hooker, William Jackson	Notes on the Botany of the Antarctic Voyage, conducted by Capt. J. C. Ross in Her Majesty's discovery ships Erebus and Terror. With observations on the Tussac Grass of the Falkland Islands
001729115	1847	HOOTON, Charles.	St. Louis' Isle, or Texiana; with additional observations made in the United States and in Canada
001729345	1846	HOPE, pseud.	Imaginations and Imitations, by Hope [i.e. - Wilton]
001730697	1844	HOPKINS, Evan.	On the connexion of Geology with Terrestrial Magnetism ... With twenty-four plates
001731911	1839	HOPPER, Thomas.	A Letter to Lord Viscount Melbourne, on the rebuilding of the Royal Exchange. [With plates.]
001735138	1842	HORMAYR, Joseph	Die goldene Chronik von Hohenschwangau, der Burg der Welfen, der Hohenstauffen und der Scheyren. [With plates.]
001736522	1843	HORNE, Richard Hengist.	Orion. An epic poem, in three books. Second edition
001738205	1845	HORSEMAN, John.	Poems and Sonnets, moral and devotional, etc. [Edited, with a memoir of the author, by S. Corbett.]
001738601	1839	HORSLEY, William Henry.	Memoir of Travancore, historical and statistical, etc
001740663	1842	HOSKINS, William Henry	Extremes; or De Valencourt. A tragedy, in five acts. [In prose and verse.]
001741768	1844	HOTTINGER, Johann Jacob	Vorlesungen über die Geschichte des Untergangs der schweizerischen Eidgenossenschaft der dreizehn Orte, und der Umbildung derselben in eine helvetische Republik
001742163	1847	HOUËL, Charles Juste.	Annales Cauchois depuis les temps Celtiques jusqu'a 1830
001742541	1845	HOUGH, William.	A brief history of the Bhopal Principality in Central India. From the period of its foundation ... to the present time
001743398	1844	HOURS	Early Hours, and Summer Dreams
001744626	1844	HOUSTOUN, Matilda Charlotte.	Texas and the Gulf of Mexico: or Yachting in the New World
001744626	1844	HOUSTOUN, Matilda Charlotte.	Texas and the Gulf of Mexico: or Yachting in the New World
001748053	1845	HOWE, Henry.	Historical collections of Virginia ... relating to its history and antiquities; together with geographical and statistical descriptions. To which is appended an historical and descriptive sketch of the District of Columbia
001749591	1846	HOWISON, Robert Reid.	history of Virginia from its discovery and settlement by Europeans to the present time. vol. 1
001749774	1842	Howitt, William	rural and domestic life of Germany, with characteristic sketches of its cities and scenery, collected in a general tour, and during a residence in the country in 1840, 41 and 42
001749782	1840	Howitt, William	Visits to remarkable places, old halls, Battle-fields, and scenes illustrative of striking passages in English History and Poetry
001749783	1842	Howitt, William	Second series. Chiefly in the Counties of Durham and Northumberland
001753825	1845	HUBERT, Henry Samuel Musgrave.	Royal Progress in Germany. A poem
001756388	1845	Hügel, Karl Alexander	Travels in Kashmir and the Panjab
001756388	1845	Hügel, Karl Alexander	Travels in Kashmir and the Panjab
001759935	1847	HUGHES, Terence McMahon	Iberia won; a poem descriptive of the Peninsular War; with impressions from recent visits to the battle-grounds and copious historical and illustrative notes
001759937	1847	HUGHES, Terence McMahon	An overland Journey to Lisbon at the close of 1846; with a picture of the actual state of Spain and Portugal
001759937	1847	HUGHES, Terence McMahon	An overland Journey to Lisbon at the close of 1846; with a picture of the actual state of Spain and Portugal
001760174	1846	Hughes, T. S. (Thomas Smart)	History of England, from the accession of George III. to the accession of Queen Victoria. Third edition, to which is prefixed a preliminary essay
001760174	1846	Hughes, T. S. (Thomas Smart)	History of England, from the accession of George III. to the accession of Queen Victoria. Third edition, to which is prefixed a preliminary essay
001760174	1846	Hughes, T. S. (Thomas Smart)	History of England, from the accession of George III. to the accession of Queen Victoria. Third edition, to which is prefixed a preliminary essay
001760174	1846	Hughes, T. S. (Thomas Smart)	History of England, from the accession of George III. to the accession of Queen Victoria. Third edition, to which is prefixed a preliminary essay
001760423	1846	HUGHMAN, Robert.	Suffolk. A rambling rhyme
001761473	1843	Hugo, Victor	Excursions along the Banks of the Rhine
001762760	1844	Assistant Drapers' Association (HULL)	Published by the authority of the Hull Assistant Drapers' Association. The late-hour system. Proceedings at a public meeting of the Hull Assistant Drapers' Association: ... on Friday evening, April 19th, 1844
001762854	1847	Hull Glass Company (HULL)	Deed of Settlement of the Hull Glass Company
001764136	1844	HULTON, Jessop G. de B.	Journal of the late J. G. de B. Hulton ... from the 13th day of Aug., 1832, to the 13th day of May, 1836, and a paper on the Kooree Mooree islands, with an appendix. Edited by W. A. Hulton
001764679	1840	HUMBLE, William	Dictionary of Geology and Mineralogy, etc
001765005	1845	HUME, Alexander	Songs and poems, chiefly Scottish ... Second edition
001765288	1843	Crossrig, David Hume	Domestic details by Sir D. H.: April 28, MDCXCVII. January 29, MDCCVII. [WEdited by W. B. D. D. T., i.e. Turnbull.]
001767120	1840	HUMPHRYS, James.	On obedience to authority; involving relation, obligation, all, of the very first importance, to be understood by every one of us
001769877	1841	HUNT, D.	History of Pomfret: a discourse [on Deut. xxxii. 7] delivered on the dayof annual thanksgiving, ... Nov. 19, 1840
001770010	1845	HUNT, Frederick Knight.	Rhine, its scenery, and historical and legendary associations
001770388	1844	Hunt, Leigh	Imagination and fancy; or Selections from the English poets illustrative of those first requisites of their art; with markings of the best passages, critical notices of the writers, and an essay in answer to the question “What is poetry”?
001770424	1842	HUNT, James Henry Leigh.	palfrey; a love-story of old times
001770437	1848	Hunt, Leigh	Town; its memorable characters and events ... St. Paul's to St. James's, etc
001771953	1839	HUNTER, Joseph	A disquistion on the scene, origin, date, etc., etc. of Shakespeare's Tempest. In a letter to B. H. Bright
001772207	1839	HUNTER, Robert	A brief account of a tour through some parts of Scotland
001772303	1842	HUNTER, W. Patison.	Narrative of the late Expedition to Syria, under the command of Admiral the Hon. Sir Robert Stopford
001772823	1843	HUNTINGTON, Jedediah Vincent.	Poems
001773234	1844	HUNTLEY, afterwards SIGOURNEY, Lydia Howard.	[Pocahontas, and other poems.]
001773332	1839	HUNTT, Henry.	visit to the Red Sulphur Spring of Virginia, during the summer of 1837: with observations on the waters ... With an introduction, containing notices of routes ... by an annual visiter (T. H. Perkins)
001775776	1840	HUSCHBERG, Johann Ferdinand.	Geschichte der Allemannen und Franken bis zur Gründung der fränkischen Monarchie durch König Chlodwig
001777488	1840	Hutchinson, James	[The Sunyassee, an Eastern Tale, and other poems.]
001777725	1844	HUTCHINSON, Peter Orlando.	Chronicles of Gretna Green
001780227	1847	HUXTABLE, Anthony.	[A Lecture on the science and application of Manures.]
001793707	1839	INCE, Henry.	Wonders of The World in Nature and Art. Edited by H. Ince
001797868	1841	India	First impressions, or, a day in India. A letter from an Assistant Surgeon, lately arrived in Calcutta [i.e. G. Turner]
001797890	1842	India	[Handbook of India and Egypt, comprising the Narrative of a Journey from Calcutta to England, by way of ... Bombay and Egypt: and Hints for passengers by that and other overland routes to the three Presidencies of India [By G. Parbury.]]
001797983	1842	India	Letters on recent transactions in India
001798193	1847	INDIA AND AUSTRALIA MAIL STEAM PACKET COMPANY	Royal Charter of Incorporation, ... passed ... the 6th August, 1847 for the India and Australia Mail Steam Packet Company, etc
001798343	1843	INDIAN MISCELLANY	Indian Miscellany; being selections from the works of the best original writers, both instructive and entertaining
001799984	1845	INGERSOLL, Charles Jared.	Historical sketch of the second war between the United States of America, and Great Britain, declared by act of congress, the 18th of June, 1812, and concluded by peace, the 15th of February, 1815. Vol. 1, 2. (Second series. Vol. 3, 4.)
001799984	1845	INGERSOLL, Charles Jared.	Historical sketch of the second war between the United States of America, and Great Britain, declared by act of congress, the 18th of June, 1812, and concluded by peace, the 15th of February, 1815. Vol. 1, 2. (Second series. Vol. 3, 4.)
001799984	1845	INGERSOLL, Charles Jared.	Historical sketch of the second war between the United States of America, and Great Britain, declared by act of congress, the 18th of June, 1812, and concluded by peace, the 15th of February, 1815. Vol. 1, 2. (Second series. Vol. 3, 4.)
001800609	1839	INGLIS, Henry David	Rambles in Spain ... Second edition [of “Spain in 1830.”]
001801028	1848	INGRAHAM, Joseph Holt.	Ringdove. A romance
