id	year	author	title	tags	link
1900__9__Frank R. Stockton__A Bicycle of Cathay_distribution_gutenberg.txt	1900	Frank R. Stockton	A Bicycle of Cathay		https://www.gutenberg.org/ebooks/
1906__49__John Masefield__On the Spanish Main_distribution_gutenberg.txt	1906	John Masefield	On the Spanish Main		https://www.gutenberg.org/ebooks/19396
1847__32__Leigh Hunt__A Jar of Honey from Mount Hybla_distribution_gutenberg.txt	1847	Leigh Hunt	A Jar of Honey from Mount Hybla		https://www.gutenberg.org/ebooks/42644
1893__2__Various__The Great Round World and What Is Going On In It, Vol. 2, No. 11, March 17, 1898_distribution_gutenberg.txt	1893	Various	The Great Round World and What Is Going On In It, Vol. 2, No. 11, March 17, 1898		https://www.gutenberg.org/ebooks/19081
1917__44__Rudyard Kipling__A Diversity of Creatures_distribution_gutenberg.txt	1917	Rudyard Kipling	A Diversity of Creatures		https://www.gutenberg.org/ebooks/
1890__59__Various__Lippincott's Magazine of Popular Literature and Science, Vol. 26, September 1880_distribution_gutenberg.txt	1890	Various	Lippincott ' s Magazine of Popular Literature and Science, Vol. 26, September 1880		https://www.gutenberg.org/ebooks/14842
1913__6__C. C. Goodwin__The Wedge of Gold_distribution_gutenberg.txt	1913	C. C. Goodwin	The Wedge of Gold		https://www.gutenberg.org/ebooks/16861
1904__13__Lady I. A. Gregory__Gods and Fighting Men_distribution_gutenberg.txt	1904	Lady I. A. Gregory	Gods and Fighting Men		https://www.gutenberg.org/ebooks/14465
1847__10__Julia Pardoe__The Life of Marie de Medicis, Vol. 3 (of 3)_distribution_gutenberg.txt	1847	Julia Pardoe	The Life of Marie de Medicis, Vol. 3 (of 3)		https://www.gutenberg.org/ebooks/
1887__10__Charles King__The Deserter_distribution_gutenberg.txt	1887	Charles King	The Deserter		https://www.gutenberg.org/ebooks/16557
1895__4__Edward Eggleston__Stories of American Life and Adventure_distribution_gutenberg.txt	1895	Edward Eggleston	Stories of American Life and Adventure		https://www.gutenberg.org/ebooks/
1915__4__Eric Moore Ritchie__With Botha in the Field_distribution_gutenberg.txt	1915	Eric Moore Ritchie	With Botha in the Field		https://www.gutenberg.org/ebooks/
1626__5__Edmund Deane__Spadacrene Anglica_distribution_gutenberg.txt	1626	Edmund Deane	Spadacrene Anglica		https://www.gutenberg.org/ebooks/16417
1863__5__Edward S. Ellis__Oonomoo the Huron_distribution_gutenberg.txt	1863	Edward S. Ellis	Oonomoo the Huron		https://www.gutenberg.org/ebooks/
1915__16__Harriette Brower__Piano Mastery_distribution_gutenberg.txt	1915	Harriette Brower	Piano Mastery		https://www.gutenberg.org/ebooks/
1907__17__John R. Effinger__Women of the Romance Countries_distribution_gutenberg.txt	1907	John R. Effinger	Women of the Romance Countries		https://www.gutenberg.org/ebooks/18642
1873__14__Various__Our Boys_distribution_gutenberg.txt	1873	Various	Our Boys		https://www.gutenberg.org/ebooks/
1922__17__Josephine A. Jackson and Helen M. Salisbury__Outwitting Our Nerves_distribution_gutenberg.txt	1922	Josephine A. Jackson and Helen M. Salisbury	Outwitting Our Nerves		https://www.gutenberg.org/ebooks/14980
1905__15__William Seymour Edwards__In to the Yukon_distribution_gutenberg.txt	1905	William Seymour Edwards	In to the Yukon		https://www.gutenberg.org/ebooks/42611
1796__2__H. Goudemetz__Historical Epochs of the French Revolution_distribution_gutenberg.txt	1796	H. Goudemetz	Historical Epochs of the French Revolution		https://www.gutenberg.org/ebooks/16962
1824__0__Various__The Mirror of Literature, Amusement, and Instruction._distribution_gutenberg.txt	1824	Various	The Mirror of Literature, Amusement, and Instruction.		https://www.gutenberg.org/ebooks/11541
1913__3__Stewart Edward White__The Forty-Niners_distribution_gutenberg.txt	1913	Stewart Edward White	The Forty-Niners		https://www.gutenberg.org/ebooks/12764
1889__14__G. W. E. Russell__Matthew Arnold_distribution_gutenberg.txt	1889	G. W. E. Russell	Matthew Arnold		https://www.gutenberg.org/ebooks/16745
1862__29__Various__Continental Monthly , Vol I, Issue I, January 1862_distribution_gutenberg.txt	1862	Various	Continental Monthly , Vol I, Issue I, January 1862		https://www.gutenberg.org/ebooks/18977
1920__22__Joseph J. Mereto__The Red Conspiracy_distribution_gutenberg.txt	1920	Joseph J. Mereto	The Red Conspiracy		https://www.gutenberg.org/ebooks/19150
1921__45__Ethel M. Dell__The Obstacle Race_distribution_gutenberg.txt	1921	Ethel M. Dell	The Obstacle Race		https://www.gutenberg.org/ebooks/11520
1914__47__Percival Christopher Wren__Snake and Sword_distribution_gutenberg.txt	1914	Percival Christopher Wren	Snake and Sword		https://www.gutenberg.org/ebooks/10667
1886__17__B.H. Baden-Powell__Creation and Its Records_distribution_gutenberg.txt	1886	B.H. Baden-Powell	Creation and Its Records		https://www.gutenberg.org/ebooks/12852
1877__23__David Masson__The Life of John Milton, Volume 5 (of 7), 1654-1660_distribution_gutenberg.txt	1877	David Masson	The Life of John Milton, Volume 5 (of 7), 1654-1660		https://www.gutenberg.org/ebooks/
1916__13__Thomas Charles Bridges__On Land And Sea At The Dardanelles_distribution_gutenberg.txt	1916	Thomas Charles Bridges	On Land And Sea At The Dardanelles		https://www.gutenberg.org/ebooks/11513
1893__10__Annie Fellows-Johnston__The Story of Dago_distribution_gutenberg.txt	1893	Annie Fellows-Johnston	The Story of Dago		https://www.gutenberg.org/ebooks/17429
1814__52__Robert Kerr__A General History and Collection of Voyages and Travels, Vol. 12_distribution_gutenberg.txt	1814	Robert Kerr	A General History and Collection of Voyages and Travels, Vol. 12		https://www.gutenberg.org/ebooks/14423
1906__8__Allen Chapman__Bart Stirling's Road to Success_distribution_gutenberg.txt	1906	Allen Chapman	Bart Stirling ' s Road to Success		https://www.gutenberg.org/ebooks/15903
1918__30__Joseph A. Altsheler__The Masters of the Peaks_distribution_gutenberg.txt	1918	Joseph A. Altsheler	The Masters of the Peaks		https://www.gutenberg.org/ebooks/11311
1884__17__Bankim Chandra Chatterjee__The Poison Tree_distribution_gutenberg.txt	1884	Bankim Chandra Chatterjee	The Poison Tree		https://www.gutenberg.org/ebooks/17455
1861__19__Various__Scientific American Supplement, No. 821, Sep. 26, 1891_distribution_gutenberg.txt	1861	Various	Scientific American Supplement, No. 821, Sep. 26, 1891		https://www.gutenberg.org/ebooks/13640
1885__14__Benjamin Leopold Farjeon__Great Porter Square, v. 1_distribution_gutenberg.txt	1885	Benjamin Leopold Farjeon	Great Porter Square, v. 1		https://www.gutenberg.org/ebooks/42905
1891__8__William Douglas Morrison__Crime and Its Causes_distribution_gutenberg.txt	1891	William Douglas Morrison	Crime and Its Causes		https://www.gutenberg.org/ebooks/15803
1907__34__Dillon Wallace__Ungava Bob_distribution_gutenberg.txt	1907	Dillon Wallace	Ungava Bob		https://www.gutenberg.org/ebooks/
1886__4__Henry M. Brooks__The Olden Time Series, Vol. 3: New-England Sunday_distribution_gutenberg.txt	1886	Henry M. Brooks	The Olden Time Series, Vol. 3: New-England Sunday		https://www.gutenberg.org/ebooks/17483
1868__41__George MacDonald__England's Antiphon_distribution_gutenberg.txt	1868	George MacDonald	England ' s Antiphon		https://www.gutenberg.org/ebooks/10375
1910__33__O. Henry__Whirligigs_distribution_gutenberg.txt	1910	O. Henry	Whirligigs		https://www.gutenberg.org/ebooks/
1915__55__Various__New York Times Current History; The European War, Vol 2, No. 2, May, 1915_distribution_gutenberg.txt	1915	Various	New York Times Current History; The European War, Vol 2, No. 2, May, 1915		https://www.gutenberg.org/ebooks/
1892__41__Arthur Conan Doyle__The Adventures of Sherlock Holmes_distribution_gutenberg.txt	1892	Arthur Conan Doyle	The Adventures of Sherlock Holmes		https://www.gutenberg.org/ebooks/1661
1876__5__Various__Punch, or the London Charivari, Vol. 152, January 10, 1917_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 152, January 10, 1917		https://www.gutenberg.org/ebooks/
1814__51__Robert Kerr__A General History and Collection of Voyages and Travels, Vol. VIII._distribution_gutenberg.txt	1814	Robert Kerr	A General History and Collection of Voyages and Travels, Vol. VIII.		https://www.gutenberg.org/ebooks/13366
1922__128__Zane Grey__Tales of lonely trails_distribution_gutenberg.txt	1922	Zane Grey	Tales of lonely trails		https://www.gutenberg.org/ebooks/12225
1895__0__Various__The Brochure Series of Architectural Illustration, Volume 01, No. 05, May 1895_distribution_gutenberg.txt	1895	Various	The Brochure Series of Architectural Illustration, Volume 01, No. 05, May 1895		https://www.gutenberg.org/ebooks/19364
1862__34__Various__The Atlantic Monthly, Vol. IX., March, 1862., No. LIII._distribution_gutenberg.txt	1862	Various	The Atlantic Monthly, Vol. IX., March, 1862., No. LIII.		https://www.gutenberg.org/ebooks/12760
1900__1__Arthur M. Mann__The Boer in Peace and War_distribution_gutenberg.txt	1900	Arthur M. Mann	The Boer in Peace and War		https://www.gutenberg.org/ebooks/
1907__21__Mrs. Henry De La Pasture__Peter's Mother_distribution_gutenberg.txt	1907	Mrs. Henry De La Pasture	Peter ' s Mother		https://www.gutenberg.org/ebooks/10452
1859__2__Various__Notes and Queries, Issue No. 61, December 28, 1850_distribution_gutenberg.txt	1859	Various	Notes and Queries, Issue No. 61, December 28, 1850		https://www.gutenberg.org/ebooks/16404
1917__23__George Ethelbert Walsh__Bumper, The White Rabbit_distribution_gutenberg.txt	1917	George Ethelbert Walsh	Bumper, The White Rabbit		https://www.gutenberg.org/ebooks/18648
1911__3__Joseph Clayton__The Rise of the Democracy_distribution_gutenberg.txt	1911	Joseph Clayton	The Rise of the Democracy		https://www.gutenberg.org/ebooks/
1922__2__Alice Bradley__For Luncheon and Supper Guests_distribution_gutenberg.txt	1922	Alice Bradley	For Luncheon and Supper Guests		https://www.gutenberg.org/ebooks/10582
1906__20__George Stuart Fullerton__An Introduction to Philosophy_distribution_gutenberg.txt	1906	George Stuart Fullerton	An Introduction to Philosophy		https://www.gutenberg.org/ebooks/
1905__17__James Whitcomb Riley__Riley Love-Lyrics_distribution_gutenberg.txt	1905	James Whitcomb Riley	Riley Love-Lyrics		https://www.gutenberg.org/ebooks/16995
1907__11__W.A.P. Martin__The Awakening of China_distribution_gutenberg.txt	1907	W.A.P. Martin	The Awakening of China		https://www.gutenberg.org/ebooks/15125
1897__72__R. D. Blackmore__Dariel_distribution_gutenberg.txt	1897	R. D. Blackmore	Dariel		https://www.gutenberg.org/ebooks/42529
1848__4__Various__Punchinello, Vol. II., No. 33, November 12, 1870_distribution_gutenberg.txt	1848	Various	Punchinello, Vol. II., No. 33, November 12, 1870		https://www.gutenberg.org/ebooks/10105
1733__3__Isaac Newton__Observations upon the Prophecies of Daniel, and the Apocalypse of St. John_distribution_gutenberg.txt	1733	Isaac Newton	Observations upon the Prophecies of Daniel, and the Apocalypse of St. John		https://www.gutenberg.org/ebooks/16878
1853__6__Mary Ann H. T. Bigelow__The Kings and Queens of England with Other Poems_distribution_gutenberg.txt	1853	Mary Ann H. T. Bigelow	The Kings and Queens of England with Other Poems		https://www.gutenberg.org/ebooks/14955
1911__4__Rupert S. Holland__Historic Inventions_distribution_gutenberg.txt	1911	Rupert S. Holland	Historic Inventions		https://www.gutenberg.org/ebooks/42517
1876__5__Various__Punch, or the London Charivari, Vol. 152, June 20, 1917_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 152, June 20, 1917		https://www.gutenberg.org/ebooks/17629
1882__11__Charles Duke Yonge__The Constitutional History of England From 1760 to 1860_distribution_gutenberg.txt	1882	Charles Duke Yonge	The Constitutional History of England From 1760 to 1860		https://www.gutenberg.org/ebooks/10807
1892__10__G. W. Steevens__From Capetown to Ladysmith_distribution_gutenberg.txt	1892	G. W. Steevens	From Capetown to Ladysmith		https://www.gutenberg.org/ebooks/16337
1879__16__Anthony Trollope__An Eye for an Eye_distribution_gutenberg.txt	1879	Anthony Trollope	An Eye for an Eye		https://www.gutenberg.org/ebooks/
1911__28__Mary H. (Mary Helen) Fee__A Woman's Impression of the Philippines_distribution_gutenberg.txt	1911	Mary H. (Mary Helen) Fee	A Woman ' s Impression of the Philippines		https://www.gutenberg.org/ebooks/13392
1910__20__H.G. Wells__The Sleeper Awakes_distribution_gutenberg.txt	1910	H.G. Wells	The Sleeper Awakes		https://www.gutenberg.org/ebooks/12163
1914__5__Hermann Hagedorn__Makers of Madness_distribution_gutenberg.txt	1914	Hermann Hagedorn	Makers of Madness		https://www.gutenberg.org/ebooks/16636
1889__1__Mrs Molesworth__The Rectory Children_distribution_gutenberg.txt	1889	Mrs Molesworth	The Rectory Children		https://www.gutenberg.org/ebooks/18275
1915__1__Bret Harte__Salomy Jane_distribution_gutenberg.txt	1915	Bret Harte	Salomy Jane		https://www.gutenberg.org/ebooks/15192
1818__46__Tobias Smollett__The History of England in Three Volumes, Vol.II._distribution_gutenberg.txt	1818	Tobias Smollett	The History of England in Three Volumes, Vol.II.		https://www.gutenberg.org/ebooks/19217
1904__16__Francis Lynde__The Grafters_distribution_gutenberg.txt	1904	Francis Lynde	The Grafters		https://www.gutenberg.org/ebooks/11418
1830__47__James Fenimore Cooper__The Water-Witch or, The Skimmer of the Seas_distribution_gutenberg.txt	1830	James Fenimore Cooper	The Water-Witch or, The Skimmer of the Seas		https://www.gutenberg.org/ebooks/12445
1870__13__Isabella Beeton__Beeton's Book of Needlework_distribution_gutenberg.txt	1870	Isabella Beeton	Beeton ' s Book of Needlework		https://www.gutenberg.org/ebooks/15147
1922__27__T. W. Rolleston__The High Deeds of Finn and other Bardic Romances of Ancient Ireland_distribution_gutenberg.txt	1922	T. W. Rolleston	The High Deeds of Finn and other Bardic Romances of Ancient Ireland		https://www.gutenberg.org/ebooks/
1870__4__Various__Punchinello, Vol. II., No. 34, November 19, 1870_distribution_gutenberg.txt	1870	Various	Punchinello, Vol. II., No. 34, November 19, 1870		https://www.gutenberg.org/ebooks/10106
1875__3__Various__Notes & Queries 1850.01.12_distribution_gutenberg.txt	1875	Various	Notes & Queries 1850.01.12		https://www.gutenberg.org/ebooks/11653
1827__59__James Fenimore Cooper__The Red Rover_distribution_gutenberg.txt	1827	James Fenimore Cooper	The Red Rover		https://www.gutenberg.org/ebooks/11409
1918__1__Stella Benson__Twenty_distribution_gutenberg.txt	1918	Stella Benson	Twenty		https://www.gutenberg.org/ebooks/
1916__57__Henry Sheahan__A Volunteer Poilu_distribution_gutenberg.txt	1916	Henry Sheahan	A Volunteer Poilu		https://www.gutenberg.org/ebooks/12330
1904__18__E. Nesbit__Five Children and It_distribution_gutenberg.txt	1904	E. Nesbit	Five Children and It		https://www.gutenberg.org/ebooks/17314
1845__4__Various__Punch, or the London Charivari, Vol. 158, January 14, 1920_distribution_gutenberg.txt	1845	Various	Punch, or the London Charivari, Vol. 158, January 14, 1920		https://www.gutenberg.org/ebooks/
1911__4__James Baikie__The Sea-Kings of Crete_distribution_gutenberg.txt	1911	James Baikie	The Sea-Kings of Crete		https://www.gutenberg.org/ebooks/19328
1901__8__Andrew Lang__The Mystery of Mary Stuart_distribution_gutenberg.txt	1901	Andrew Lang	The Mystery of Mary Stuart		https://www.gutenberg.org/ebooks/42910
1918__4__Steele Mackaye__Representative Plays by American Dramatists: 1856-1911: Paul Kauvar; or, Anarchy_distribution_gutenberg.txt	1918	Steele Mackaye	Representative Plays by American Dramatists: 1856-1911: Paul Kauvar; or, Anarchy		https://www.gutenberg.org/ebooks/13006
1895__3__Various__Punch, Or The London Charivari, Vol. 100, May 23, 1891_distribution_gutenberg.txt	1895	Various	Punch, Or The London Charivari, Vol. 100, May 23, 1891		https://www.gutenberg.org/ebooks/13352
1905__16__Richard Hakluyt__The Principal Navigations, Voyages, Traffiques, and Discoveries of The English Nation, Vol. XII., America, Part I._distribution_gutenberg.txt	1905	Richard Hakluyt	The Principal Navigations, Voyages, Traffiques, and Discoveries of The English Nation, Vol. XII., America, Part I.		https://www.gutenberg.org/ebooks/13605
1890__10__J. Mclaren Cobban__Master of His Fate_distribution_gutenberg.txt	1890	J. Mclaren Cobban	Master of His Fate		https://www.gutenberg.org/ebooks/
1895__5__Jean Forsyth__The Making of Mary_distribution_gutenberg.txt	1895	Jean Forsyth	The Making of Mary		https://www.gutenberg.org/ebooks/19343
1919__141__Vicente Blasco Ibañez__Mare Nostrum (Our Sea)_distribution_gutenberg.txt	1919	Vicente Blasco Ibañez	Mare Nostrum (Our Sea)		https://www.gutenberg.org/ebooks/11697
1905__1__George W. T. Omond__Peeps At Many Lands: Belgium_distribution_gutenberg.txt	1905	George W. T. Omond	Peeps At Many Lands: Belgium		https://www.gutenberg.org/ebooks/19692
1876__4__Various__Punch, Or The London Charivari, Vol. 100. March 7, 1891._distribution_gutenberg.txt	1876	Various	Punch, Or The London Charivari, Vol. 100. March 7, 1891.		https://www.gutenberg.org/ebooks/13185
1869__14__Various__Different Girls_distribution_gutenberg.txt	1869	Various	Different Girls		https://www.gutenberg.org/ebooks/
1914__43__Temple Bailey__Contrary Mary_distribution_gutenberg.txt	1914	Temple Bailey	Contrary Mary		https://www.gutenberg.org/ebooks/
1766__3__James Elphinston__A Minniature ov Inglish Orthoggraphy_distribution_gutenberg.txt	1766	James Elphinston	A Minniature ov Inglish Orthoggraphy		https://www.gutenberg.org/ebooks/15901
1863__36__Various__Many Thoughts of Many Minds_distribution_gutenberg.txt	1863	Various	Many Thoughts of Many Minds		https://www.gutenberg.org/ebooks/17112
1824__34__John Franklin__Narrative of a Journey to the Shores of the Polar Sea, in the Years 1819-20-21-22, Volume 1_distribution_gutenberg.txt	1824	John Franklin	Narrative of a Journey to the Shores of the Polar Sea, in the Years 1819-20-21-22, Volume 1		https://www.gutenberg.org/ebooks/18979
1898__19__Mrs. J. Hoodless__Public School Domestic Science_distribution_gutenberg.txt	1898	Mrs. J. Hoodless	Public School Domestic Science		https://www.gutenberg.org/ebooks/18097
1904__8__John F. Runciman__Haydn_distribution_gutenberg.txt	1904	John F. Runciman	Haydn		https://www.gutenberg.org/ebooks/
1905__33__Amanda Minnie Douglas__A Little Girl in Old San Francisco_distribution_gutenberg.txt	1905	Amanda Minnie Douglas	A Little Girl in Old San Francisco		https://www.gutenberg.org/ebooks/
1916__13__Grace Wood__The Art of Interior Decoration_distribution_gutenberg.txt	1916	Grace Wood	The Art of Interior Decoration		https://www.gutenberg.org/ebooks/14298
1922__5__Ettie A. Rout__Safe Marriage_distribution_gutenberg.txt	1922	Ettie A. Rout	Safe Marriage		https://www.gutenberg.org/ebooks/16135
1761__18__The Reformed Presbytery__Act, Declaration, & Testimony for the Whole of our Covenanted Reformation, as Attained to, and Established in Britain and Ireland; Particularly Betwixt the Years 163_distribution_gutenberg.txt	1761	The Reformed Presbytery	Act, Declaration, & Testimony for the Whole of our Covenanted Reformation, as Attained to, and Established in Britain and Ireland; Particularly Betwixt the Years 1638 and 1649, Inclusive		https://www.gutenberg.org/ebooks/13200
1883__20__James Anthony Froude, Edward A. Freeman, William Ewart Gladstone, John Henry Newman and Leslie Stephen__Prose Masterpieces from Modern Essayists_distribution_gutenberg.txt	1883	James Anthony Froude, Edward A. Freeman, William Ewart Gladstone, John Henry Newman and Leslie Stephen	Prose Masterpieces from Modern Essayists		https://www.gutenberg.org/ebooks/18804
1889__6__Walter R. Cassels__A Reply to Dr. Lightfoot's Essays_distribution_gutenberg.txt	1889	Walter R. Cassels	A Reply to Dr. Lightfoot ' s Essays		https://www.gutenberg.org/ebooks/13433
1913__21__John Muir__The Story of My Boyhood and Youth_distribution_gutenberg.txt	1913	John Muir	The Story of My Boyhood and Youth		https://www.gutenberg.org/ebooks/
1862__44__Anthony Trollope__North America, Volume II (of 2)_distribution_gutenberg.txt	1862	Anthony Trollope	North America, Volume II (of 2)		https://www.gutenberg.org/ebooks/
1913__30__Philip H. Goepp__Symphonies and Their Meaning; Third Series, Modern Symphonies_distribution_gutenberg.txt	1913	Philip H. Goepp	Symphonies and Their Meaning; Third Series, Modern Symphonies		https://www.gutenberg.org/ebooks/
1894__19__Selected by Frederic Knowles__Cap and Gown_distribution_gutenberg.txt	1894	Selected by Frederic Knowles	Cap and Gown		https://www.gutenberg.org/ebooks/10596
1821__4__Hannah Webster Foster__The Coquette_distribution_gutenberg.txt	1821	Hannah Webster Foster	The Coquette		https://www.gutenberg.org/ebooks/12431
1870__21__Marc Monnier__The Wonders of Pompeii_distribution_gutenberg.txt	1870	Marc Monnier	The Wonders of Pompeii		https://www.gutenberg.org/ebooks/17290
1868__30__Alexander Bain__Moral Science; A Compendium of Ethics_distribution_gutenberg.txt	1868	Alexander Bain	Moral Science; A Compendium of Ethics		https://www.gutenberg.org/ebooks/
1906__25__Mary E. Wilkins-Freeman__'Doc.' Gordon_distribution_gutenberg.txt	1906	Mary E. Wilkins-Freeman	' Doc. '  Gordon		https://www.gutenberg.org/ebooks/15695
1873__5__John Stuart Mill__Autobiography_distribution_gutenberg.txt	1873	John Stuart Mill	Autobiography		https://www.gutenberg.org/ebooks/10378
1917__10__Juliette Adam__The Schemes of the Kaiser_distribution_gutenberg.txt	1917	Juliette Adam	The Schemes of the Kaiser		https://www.gutenberg.org/ebooks/
1909__17__James Branch Cabell__Chivalry_distribution_gutenberg.txt	1909	James Branch Cabell	Chivalry		https://www.gutenberg.org/ebooks/
1908__4__Sophie Jewett__The Pearl_distribution_gutenberg.txt	1908	Sophie Jewett	The Pearl		https://www.gutenberg.org/ebooks/13211
1858__11__Andrew Learmont Spedon__The Black-Sealed Letter_distribution_gutenberg.txt	1858	Andrew Learmont Spedon	The Black-Sealed Letter		https://www.gutenberg.org/ebooks/
1919__1__Various__Punch, Volume 156, 26 March 1919_distribution_gutenberg.txt	1919	Various	Punch, Volume 156, 26 March 1919		https://www.gutenberg.org/ebooks/11284
1913__59__George Santayana__Winds Of Doctrine_distribution_gutenberg.txt	1913	George Santayana	Winds Of Doctrine		https://www.gutenberg.org/ebooks/17771
1917__15__Frederic DeWitt Wells__The Man in Court_distribution_gutenberg.txt	1917	Frederic DeWitt Wells	The Man in Court		https://www.gutenberg.org/ebooks/
1867__11__Anne Manning__Jacques Bonneval_distribution_gutenberg.txt	1867	Anne Manning	Jacques Bonneval		https://www.gutenberg.org/ebooks/
1906__179__Mabel Osgood Wright__The Garden, You, and I_distribution_gutenberg.txt	1906	Mabel Osgood Wright	The Garden, You, and I		https://www.gutenberg.org/ebooks/17514
1885__16__Various__Scientific American Supplement, No. 508, September 26, 1885_distribution_gutenberg.txt	1885	Various	Scientific American Supplement, No. 508, September 26, 1885		https://www.gutenberg.org/ebooks/16792
1906__7__Robert Hamilton Mathews__The Wiradyuri and Other Languages of New South Wales_distribution_gutenberg.txt	1906	Robert Hamilton Mathews	The Wiradyuri and Other Languages of New South Wales		https://www.gutenberg.org/ebooks/18978
1876__5__Various__Punch, Or The London Charivari, Vol. 101. October 3rd, 1891_distribution_gutenberg.txt	1876	Various	Punch, Or The London Charivari, Vol. 101. October 3rd, 1891		https://www.gutenberg.org/ebooks/13995
1912__21__Frances Hodgson Burnett__Robin_distribution_gutenberg.txt	1912	Frances Hodgson Burnett	Robin		https://www.gutenberg.org/ebooks/18945
1922__62__Apsley Cherry-Garrard__The Worst Journey in the World, Volumes 1 and 2_distribution_gutenberg.txt	1922	Apsley Cherry-Garrard	The Worst Journey in the World, Volumes 1 and 2		https://www.gutenberg.org/ebooks/14363
1831__6__Thomas T Stoddart__The Death-Wake_distribution_gutenberg.txt	1831	Thomas T Stoddart	The Death-Wake		https://www.gutenberg.org/ebooks/16601
1874__0__Charles J. Barnes, et al.__New National First Reader_distribution_gutenberg.txt	1874	Charles J. Barnes, et al.	New National First Reader		https://www.gutenberg.org/ebooks/13853
1876__13__Various__Punch, or the London Charivari, Vol. 153, October 31, 1917_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 153, October 31, 1917		https://www.gutenberg.org/ebooks/11491
1916__0__Frank Stevens__Stonehenge_distribution_gutenberg.txt	1916	Frank Stevens	Stonehenge		https://www.gutenberg.org/ebooks/19130
1793__10__Epictetus__A Selection from the Discourses of Epictetus With the Encheiridion_distribution_gutenberg.txt	1793	Epictetus	A Selection from the Discourses of Epictetus With the Encheiridion		https://www.gutenberg.org/ebooks/10661
1876__3__Various__Punch, or the London Charivari, Vol. 152, March 7, 1917._distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 152, March 7, 1917.		https://www.gutenberg.org/ebooks/14966
1893__47__Ernest Dowson and Arthur Moore__A Comedy of Masks_distribution_gutenberg.txt	1893	Ernest Dowson and Arthur Moore	A Comedy of Masks		https://www.gutenberg.org/ebooks/
1905__3__Mortimer Menpes__Rembrandt_distribution_gutenberg.txt	1905	Mortimer Menpes	Rembrandt		https://www.gutenberg.org/ebooks/17215
1832__15__S. A. Ferrall__A Ramble of Six Thousand Miles through the United States of America_distribution_gutenberg.txt	1832	S. A. Ferrall	A Ramble of Six Thousand Miles through the United States of America		https://www.gutenberg.org/ebooks/
1880__14__Thomas Alfred Spalding__Elizabethan Demonology_distribution_gutenberg.txt	1880	Thomas Alfred Spalding	Elizabethan Demonology		https://www.gutenberg.org/ebooks/
1883__0__Various__The Great Round World and What Is Going On In It, Vol. 1, No. 47, September 30, 1897_distribution_gutenberg.txt	1883	Various	The Great Round World and What Is Going On In It, Vol. 1, No. 47, September 30, 1897		https://www.gutenberg.org/ebooks/16025
1916__24__J. H. Morgan__Leaves from a Field Note-Book_distribution_gutenberg.txt	1916	J. H. Morgan	Leaves from a Field Note-Book		https://www.gutenberg.org/ebooks/17978
1900__30__Ernst Haeckel__The Riddle of the Universe at the close of the nineteenth century_distribution_gutenberg.txt	1900	Ernst Haeckel	The Riddle of the Universe at the close of the nineteenth century		https://www.gutenberg.org/ebooks/42968
1915__6__Arthur Machen__The Angels of Mons_distribution_gutenberg.txt	1915	Arthur Machen	The Angels of Mons		https://www.gutenberg.org/ebooks/
1915__25__E. T. C. Werner__Myths and Legends of China_distribution_gutenberg.txt	1915	E. T. C. Werner	Myths and Legends of China		https://www.gutenberg.org/ebooks/15250
1882__27__Richard Dowling__The Duke's Sweetheart_distribution_gutenberg.txt	1882	Richard Dowling	The Duke ' s Sweetheart		https://www.gutenberg.org/ebooks/42599
1903__12__Charles King__A Daughter of the Sioux_distribution_gutenberg.txt	1903	Charles King	A Daughter of the Sioux		https://www.gutenberg.org/ebooks/19023
1856__21__Herman Melville__The Piazza Tales_distribution_gutenberg.txt	1856	Herman Melville	The Piazza Tales		https://www.gutenberg.org/ebooks/
1892__3__Various__Punch, or the London Charivari, Vol. 103, October 1, 1892_distribution_gutenberg.txt	1892	Various	Punch, or the London Charivari, Vol. 103, October 1, 1892		https://www.gutenberg.org/ebooks/
1899__3__A. Clutton-Brock__The Cathedral Church of York_distribution_gutenberg.txt	1899	A. Clutton-Brock	The Cathedral Church of York		https://www.gutenberg.org/ebooks/19420
1905__1__A. Neely Hall__The Boy Craftsman_distribution_gutenberg.txt	1905	A. Neely Hall	The Boy Craftsman		https://www.gutenberg.org/ebooks/42650
1877__12__T. S. Arthur__Grappling with the Monster_distribution_gutenberg.txt	1877	T. S. Arthur	Grappling with the Monster		https://www.gutenberg.org/ebooks/
1899__7__Louis Becke and Walter Jeffery__The Naval Pioneers of Australia_distribution_gutenberg.txt	1899	Louis Becke and Walter Jeffery	The Naval Pioneers of Australia		https://www.gutenberg.org/ebooks/12992
1859__20__Isabella Strange Trotter__First Impressions of the New World_distribution_gutenberg.txt	1859	Isabella Strange Trotter	First Impressions of the New World		https://www.gutenberg.org/ebooks/18634
1823__3__Various__Mirror of Literature, Amusement, and Instruction, No. 475_distribution_gutenberg.txt	1823	Various	Mirror of Literature, Amusement, and Instruction, No. 475		https://www.gutenberg.org/ebooks/13829
1824__30__Samuel Wilderspin__The Infant System_distribution_gutenberg.txt	1824	Samuel Wilderspin	The Infant System		https://www.gutenberg.org/ebooks/10985
