id	year	author	title	tags	link
1725__2__Various__Punch, or the London Charivari, Volume 107, August 11, 1894_distribution_gutenberg.txt	1725	Various	Punch, or the London Charivari, Volume 107, August 11, 1894		https://www.gutenberg.org/ebooks/42546
1917__5__Walter Kellogg Towers__Masters of Space_distribution_gutenberg.txt	1917	Walter Kellogg Towers	Masters of Space		https://www.gutenberg.org/ebooks/12375
1800__64__Maria Thompson Daviess__Rose of Old Harpeth_distribution_gutenberg.txt	1800	Maria Thompson Daviess	Rose of Old Harpeth		https://www.gutenberg.org/ebooks/15195
1908__9__Jonathan Swift__The Prose Works of Jonathan Swift, Vol. X._distribution_gutenberg.txt	1908	Jonathan Swift	The Prose Works of Jonathan Swift, Vol. X.		https://www.gutenberg.org/ebooks/13040
1872__65__William H. Sparks__The Memories of Fifty Years_distribution_gutenberg.txt	1872	William H. Sparks	The Memories of Fifty Years		https://www.gutenberg.org/ebooks/
1884__50__George Washington Cable__The Grandissimes_distribution_gutenberg.txt	1884	George Washington Cable	The Grandissimes		https://www.gutenberg.org/ebooks/12280
1842__3__Various__Punch, or the London Charivari, Vol. 1, October 16, 1841_distribution_gutenberg.txt	1842	Various	Punch, or the London Charivari, Vol. 1, October 16, 1841		https://www.gutenberg.org/ebooks/14932
1880__18__Alexander Lange Kielland__Garman and Worse_distribution_gutenberg.txt	1880	Alexander Lange Kielland	Garman and Worse		https://www.gutenberg.org/ebooks/
1862__13__Benjamin Wood__Fort Lafayette or, Love and Secession_distribution_gutenberg.txt	1862	Benjamin Wood	Fort Lafayette or, Love and Secession		https://www.gutenberg.org/ebooks/12452
1917__32__May Edginton__Married Life_distribution_gutenberg.txt	1917	May Edginton	Married Life		https://www.gutenberg.org/ebooks/
1921__10__George O. Draper__School, Church, and Home Games_distribution_gutenberg.txt	1921	George O. Draper	School, Church, and Home Games		https://www.gutenberg.org/ebooks/
1859__487__Mrs. Isabella Beeton__The Book of Household Management_distribution_gutenberg.txt	1859	Mrs. Isabella Beeton	The Book of Household Management		https://www.gutenberg.org/ebooks/
1909__5__Jerome B. Lavay__Disputed Handwriting_distribution_gutenberg.txt	1909	Jerome B. Lavay	Disputed Handwriting		https://www.gutenberg.org/ebooks/
1900__27__Inazo Nitobé__Bushido, the Soul of Japan_distribution_gutenberg.txt	1900	Inazo Nitobé	Bushido, the Soul of Japan		https://www.gutenberg.org/ebooks/12096
1915__68__Fay-Cooper Cole__Traditions of the Tinguian: A Study in Philippine Folk-Lore_distribution_gutenberg.txt	1915	Fay-Cooper Cole	Traditions of the Tinguian: A Study in Philippine Folk-Lore		https://www.gutenberg.org/ebooks/12545
1900__17__Erskine Childers__In the Ranks of the C.I.V._distribution_gutenberg.txt	1900	Erskine Childers	In the Ranks of the C.I.V.		https://www.gutenberg.org/ebooks/13235
1905__27__Alfred Lord Tennyson__The Suppressed Poems of Alfred Lord Tennyson_distribution_gutenberg.txt	1905	Alfred Lord Tennyson	The Suppressed Poems of Alfred Lord Tennyson		https://www.gutenberg.org/ebooks/14094
1906__45__George Gissing__The House of Cobwebs and Other Stories_distribution_gutenberg.txt	1906	George Gissing	The House of Cobwebs and Other Stories		https://www.gutenberg.org/ebooks/
1854__40__Robert Lynd__Old and New Masters_distribution_gutenberg.txt	1854	Robert Lynd	Old and New Masters		https://www.gutenberg.org/ebooks/12600
1832__5__Johann Wolfgang von Goethe__Iphigenia in Tauris_distribution_gutenberg.txt	1832	Johann Wolfgang von Goethe	Iphigenia in Tauris		https://www.gutenberg.org/ebooks/15850
1904__3__H. Belloc__Avril_distribution_gutenberg.txt	1904	H. Belloc	Avril		https://www.gutenberg.org/ebooks/18839
1896__57__Christina G. Rossetti__Poems_distribution_gutenberg.txt	1896	Christina G. Rossetti	Poems		https://www.gutenberg.org/ebooks/19188
1905__9__Frederick Upham Adams__John Henry Smith_distribution_gutenberg.txt	1905	Frederick Upham Adams	John Henry Smith		https://www.gutenberg.org/ebooks/15247
1876__4__Various__Punch, or the London Charivari, Vol. 159, September 29th, 1920_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Vol. 159, September 29th, 1920		https://www.gutenberg.org/ebooks/16673
1902__22__Charles Major__Dorothy Vernon of Haddon Hall_distribution_gutenberg.txt	1902	Charles Major	Dorothy Vernon of Haddon Hall		https://www.gutenberg.org/ebooks/14671
1883__38__George Willis Cooke__George Eliot; A Critical Study of Her Life, Writings & Philosophy_distribution_gutenberg.txt	1883	George Willis Cooke	George Eliot; A Critical Study of Her Life, Writings & Philosophy		https://www.gutenberg.org/ebooks/
1711__5__John Gay__The Present State of Wit (1711)_distribution_gutenberg.txt	1711	John Gay	The Present State of Wit (1711)		https://www.gutenberg.org/ebooks/14800
1901__35__William A. Quayle__A Hero and Some Other Folks_distribution_gutenberg.txt	1901	William A. Quayle	A Hero and Some Other Folks		https://www.gutenberg.org/ebooks/
1923__25__May Sinclair__The Three Sisters_distribution_gutenberg.txt	1923	May Sinclair	The Three Sisters		https://www.gutenberg.org/ebooks/
1903__13__Anonymous__An Englishwoman's Love-Letters_distribution_gutenberg.txt	1903	Anonymous	An Englishwoman ' s Love-Letters		https://www.gutenberg.org/ebooks/15941
1849__29__James Fenimore Cooper__The Sea Lions_distribution_gutenberg.txt	1849	James Fenimore Cooper	The Sea Lions		https://www.gutenberg.org/ebooks/10545
1864__0__A. Kempkey__Transactions of the American Society of Civil Engineers, Vol. LXX, Dec. 1910_distribution_gutenberg.txt	1864	A. Kempkey	Transactions of the American Society of Civil Engineers, Vol. LXX, Dec. 1910		https://www.gutenberg.org/ebooks/18748
1920__8__Bertrand Russell__The Practice and Theory of Bolshevism_distribution_gutenberg.txt	1920	Bertrand Russell	The Practice and Theory of Bolshevism		https://www.gutenberg.org/ebooks/17350
1870__6__Various__Punchinello, Volume 2, No. 37, December 10, 1870_distribution_gutenberg.txt	1870	Various	Punchinello, Volume 2, No. 37, December 10, 1870		https://www.gutenberg.org/ebooks/10544
1858__7__Various__The Book of Three Hundred Anecdotes_distribution_gutenberg.txt	1858	Various	The Book of Three Hundred Anecdotes		https://www.gutenberg.org/ebooks/15413
1916__16__Rudyard Kipling__Sea Warfare_distribution_gutenberg.txt	1916	Rudyard Kipling	Sea Warfare		https://www.gutenberg.org/ebooks/17689
1844__47__Leigh Hunt__Stories from the Italian Poets: With Lives of the Writers, Volume 1_distribution_gutenberg.txt	1844	Leigh Hunt	Stories from the Italian Poets: With Lives of the Writers, Volume 1		https://www.gutenberg.org/ebooks/10885
1884__9__Alfred J[ohn] Church__Roman life in the days of Cicero_distribution_gutenberg.txt	1884	Alfred J[ohn] Church	Roman life in the days of Cicero		https://www.gutenberg.org/ebooks/13481
1895__17__L. Mühlbach__The Youth of the Great Elector_distribution_gutenberg.txt	1895	L. Mühlbach	The Youth of the Great Elector		https://www.gutenberg.org/ebooks/13295
1876__8__Various__Punch or the London Charivari, Vol. 158, March 24, 1920._distribution_gutenberg.txt	1876	Various	Punch or the London Charivari, Vol. 158, March 24, 1920.		https://www.gutenberg.org/ebooks/15912
1914__6__Joseph Jacobs__The Story of Geographical Discovery_distribution_gutenberg.txt	1914	Joseph Jacobs	The Story of Geographical Discovery		https://www.gutenberg.org/ebooks/14291
1669__14__Christopher Merrett__A Short View of the Frauds and Abuses Committed by Apothecaries_distribution_gutenberg.txt	1669	Christopher Merrett	A Short View of the Frauds and Abuses Committed by Apothecaries		https://www.gutenberg.org/ebooks/15910
1866__34__Edward Robins__The Palmy Days of Nance Oldfield_distribution_gutenberg.txt	1866	Edward Robins	The Palmy Days of Nance Oldfield		https://www.gutenberg.org/ebooks/
1763__90__Jonathan Swift__Poems (Volume II.)_distribution_gutenberg.txt	1763	Jonathan Swift	Poems (Volume II.)		https://www.gutenberg.org/ebooks/13621
1837__4__Thomas Houston__The Life of James Renwick_distribution_gutenberg.txt	1837	Thomas Houston	The Life of James Renwick		https://www.gutenberg.org/ebooks/13781
1872__6__Joseph Sheridan LeFanu__Green Tea;  Mr. Justice Harbottle_distribution_gutenberg.txt	1872	Joseph Sheridan LeFanu	Green Tea;  Mr. Justice Harbottle		https://www.gutenberg.org/ebooks/11635
1874__10__Cecilia Cleveland__The Story of a Summer_distribution_gutenberg.txt	1874	Cecilia Cleveland	The Story of a Summer		https://www.gutenberg.org/ebooks/18297
1889__1__Anonymous__A Selection of Books published by Methuen and Co. Ltd., London, 36, Essex Street, W.C_distribution_gutenberg.txt	1889	Anonymous	A Selection of Books published by Methuen and Co. Ltd., London, 36, Essex Street, W.C		https://www.gutenberg.org/ebooks/17247
1895__5__Archibald Henry Sayce__Patriarchal Palestine_distribution_gutenberg.txt	1895	Archibald Henry Sayce	Patriarchal Palestine		https://www.gutenberg.org/ebooks/14405
1908__62__Robert Hugh Benson__The King's Achievement_distribution_gutenberg.txt	1908	Robert Hugh Benson	The King ' s Achievement		https://www.gutenberg.org/ebooks/16375
1914__10__Howard J. Chidley__Fifty-Two Story Talks To Boys And Girls_distribution_gutenberg.txt	1914	Howard J. Chidley	Fifty-Two Story Talks To Boys And Girls		https://www.gutenberg.org/ebooks/14188
1849__12__Various__Chambers's Edinburgh Journal, No. 432_distribution_gutenberg.txt	1849	Various	Chambers ' s Edinburgh Journal, No. 432		https://www.gutenberg.org/ebooks/17348
1857__30__Walter White__A July Holiday in Saxony, Bohemia, and Silesia_distribution_gutenberg.txt	1857	Walter White	A July Holiday in Saxony, Bohemia, and Silesia		https://www.gutenberg.org/ebooks/42539
1889__17__Laura Elizabeth Howe Richards__Queen Hildegarde_distribution_gutenberg.txt	1889	Laura Elizabeth Howe Richards	Queen Hildegarde		https://www.gutenberg.org/ebooks/16473
1901__9__Kirk Munroe__Under the Great Bear_distribution_gutenberg.txt	1901	Kirk Munroe	Under the Great Bear		https://www.gutenberg.org/ebooks/19235
1881__4__J.O. Dorsey, A.S. Gatschet, and S.R. Riggs__Illustration Of The Method Of Recording Indian Languages_distribution_gutenberg.txt	1881	J.O. Dorsey, A.S. Gatschet, and S.R. Riggs	Illustration Of The Method Of Recording Indian Languages		https://www.gutenberg.org/ebooks/17042
1900__15__Retold by Oliver Huckel__Parsifal_distribution_gutenberg.txt	1900	Retold by Oliver Huckel	Parsifal		https://www.gutenberg.org/ebooks/11633
1863__18__John Trowbridge__The Drummer Boy_distribution_gutenberg.txt	1863	John Trowbridge	The Drummer Boy		https://www.gutenberg.org/ebooks/19999
1905__25__E. Arnold Bennett__Sacred And Profane Love_distribution_gutenberg.txt	1905	E. Arnold Bennett	Sacred And Profane Love		https://www.gutenberg.org/ebooks/
1911__14__Max Marcin__The Substitute Prisoner_distribution_gutenberg.txt	1911	Max Marcin	The Substitute Prisoner		https://www.gutenberg.org/ebooks/
1919__10__Camille Saint-Saëns__Musical Memories_distribution_gutenberg.txt	1919	Camille Saint-Saëns	Musical Memories		https://www.gutenberg.org/ebooks/16459
1915__1__Henri Bergson__The Meaning of the War_distribution_gutenberg.txt	1915	Henri Bergson	The Meaning of the War		https://www.gutenberg.org/ebooks/17111
1916__28__Arthur Gleason and Helen Hayes Gleason__Golden Lads_distribution_gutenberg.txt	1916	Arthur Gleason and Helen Hayes Gleason	Golden Lads		https://www.gutenberg.org/ebooks/19131
1843__46__Robert Smith Surtees__Jorrocks' Jaunts and Jollities_distribution_gutenberg.txt	1843	Robert Smith Surtees	Jorrocks '  Jaunts and Jollities		https://www.gutenberg.org/ebooks/15387
1887__11__Helen Campbell__Women Wage-Earners_distribution_gutenberg.txt	1887	Helen Campbell	Women Wage-Earners		https://www.gutenberg.org/ebooks/15204
1900__6__Edward S. Ellis__Dewey and Other Naval Commanders_distribution_gutenberg.txt	1900	Edward S. Ellis	Dewey and Other Naval Commanders		https://www.gutenberg.org/ebooks/17253
1911__5__Gordon Home__Beautiful Britain--Cambridge_distribution_gutenberg.txt	1911	Gordon Home	Beautiful Britain--Cambridge		https://www.gutenberg.org/ebooks/
1890__12__Robert Browning__Browning's Shorter Poems_distribution_gutenberg.txt	1890	Robert Browning	Browning ' s Shorter Poems		https://www.gutenberg.org/ebooks/16376
1901__3__Estelle M. Hurll__Van Dyck_distribution_gutenberg.txt	1901	Estelle M. Hurll	Van Dyck		https://www.gutenberg.org/ebooks/19570
1867__32__H. S. Armstrong__Trifles for the Christmas Holidays_distribution_gutenberg.txt	1867	H. S. Armstrong	Trifles for the Christmas Holidays		https://www.gutenberg.org/ebooks/17562
1911__0__W.D. Sweeting__The Cathedral Church of Peterborough_distribution_gutenberg.txt	1911	W.D. Sweeting	The Cathedral Church of Peterborough		https://www.gutenberg.org/ebooks/13618
1907__8__George W. T. Omond__Bruges and West Flanders_distribution_gutenberg.txt	1907	George W. T. Omond	Bruges and West Flanders		https://www.gutenberg.org/ebooks/
1904__5__Herbert Cook__Giorgione_distribution_gutenberg.txt	1904	Herbert Cook	Giorgione		https://www.gutenberg.org/ebooks/12307
1862__44__Various__Atlantic Monthly, Vol. 10, No. 61, November, 1862_distribution_gutenberg.txt	1862	Various	Atlantic Monthly, Vol. 10, No. 61, November, 1862		https://www.gutenberg.org/ebooks/11158
1901__27__G. Maspero__History Of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 5 (of 12)_distribution_gutenberg.txt	1901	G. Maspero	History Of Egypt, Chaldæa, Syria, Babylonia, and Assyria, Volume 5 (of 12)		https://www.gutenberg.org/ebooks/17325
1841__9__Thaddeus Mason Harris__Biographical Memorials of James Oglethorpe_distribution_gutenberg.txt	1841	Thaddeus Mason Harris	Biographical Memorials of James Oglethorpe		https://www.gutenberg.org/ebooks/
1887__16__Frank Marzials__Life of Charles Dickens_distribution_gutenberg.txt	1887	Frank Marzials	Life of Charles Dickens		https://www.gutenberg.org/ebooks/
1897__0__Various__The Great Round World And What Is Going On In It, April 22, 1897,  Vol. 1, No. 24_distribution_gutenberg.txt	1897	Various	The Great Round World And What Is Going On In It, April 22, 1897,  Vol. 1, No. 24		https://www.gutenberg.org/ebooks/15471
1908__6__Emilia Elliott__Patricia_distribution_gutenberg.txt	1908	Emilia Elliott	Patricia		https://www.gutenberg.org/ebooks/
1878__10__William Black__Goldsmith_distribution_gutenberg.txt	1878	William Black	Goldsmith		https://www.gutenberg.org/ebooks/18917
1850__1__Various__Notes & Queries, No. 19, Saturday, March 9, 1850_distribution_gutenberg.txt	1850	Various	Notes & Queries, No. 19, Saturday, March 9, 1850		https://www.gutenberg.org/ebooks/13638
1854__11__Various__The War and Unity_distribution_gutenberg.txt	1854	Various	The War and Unity		https://www.gutenberg.org/ebooks/18905
1925__19__Clifford Whittingham Beers__A Mind That Found Itself_distribution_gutenberg.txt	1925	Clifford Whittingham Beers	A Mind That Found Itself		https://www.gutenberg.org/ebooks/11962
1904__3__Daniel A. Goodsell__The Things Which Remain_distribution_gutenberg.txt	1904	Daniel A. Goodsell	The Things Which Remain		https://www.gutenberg.org/ebooks/15861
1824__4__Various__The Mirror of Literature, Amusement, and Instruction, No. 472_distribution_gutenberg.txt	1824	Various	The Mirror of Literature, Amusement, and Instruction, No. 472		https://www.gutenberg.org/ebooks/12618
1916__14__Mrs. Humphry Ward__The War on All Fronts: England's Effort_distribution_gutenberg.txt	1916	Mrs. Humphry Ward	The War on All Fronts: England ' s Effort		https://www.gutenberg.org/ebooks/16089
1917__54__Lucy Violet Hodgkin__A Book of Quaker Saints_distribution_gutenberg.txt	1917	Lucy Violet Hodgkin	A Book of Quaker Saints		https://www.gutenberg.org/ebooks/
1920__48__John T. Slattery__Dante: "The Central Man of All the World"_distribution_gutenberg.txt	1920	John T. Slattery	Dante: "The Central Man of All the World"		https://www.gutenberg.org/ebooks/
1893__36__Lily Dougall__What Necessity Knows_distribution_gutenberg.txt	1893	Lily Dougall	What Necessity Knows		https://www.gutenberg.org/ebooks/
1850__0__Various__Notes & Queries, No. 22., Saturday, March 30, 1850_distribution_gutenberg.txt	1850	Various	Notes & Queries, No. 22., Saturday, March 30, 1850		https://www.gutenberg.org/ebooks/12198
1912__0__Joseph Clarence Hemmeon__The History of the British Post Office_distribution_gutenberg.txt	1912	Joseph Clarence Hemmeon	The History of the British Post Office		https://www.gutenberg.org/ebooks/42983
1910__6__Burton E. Stevenson__American Men of Action_distribution_gutenberg.txt	1910	Burton E. Stevenson	American Men of Action		https://www.gutenberg.org/ebooks/16508
1903__3__Annie Fellows-Johnston__The Story of the Red Cross as told to The Little Colonel_distribution_gutenberg.txt	1903	Annie Fellows-Johnston	The Story of the Red Cross as told to The Little Colonel		https://www.gutenberg.org/ebooks/17094
1918__5__Marguerite Bernard and Edith Serrell__Deer Godchild_distribution_gutenberg.txt	1918	Marguerite Bernard and Edith Serrell	Deer Godchild		https://www.gutenberg.org/ebooks/
1873__12__M. E. Braddon__Milly Darrell and Other Tales_distribution_gutenberg.txt	1873	M. E. Braddon	Milly Darrell and Other Tales		https://www.gutenberg.org/ebooks/17801
1914__0__F. Haverfield__Ancient Town-Planning_distribution_gutenberg.txt	1914	F. Haverfield	Ancient Town-Planning		https://www.gutenberg.org/ebooks/14189
1845__7__Various__Punch, or the London Charivari, Vol. 158, January 21st, 1920_distribution_gutenberg.txt	1845	Various	Punch, or the London Charivari, Vol. 158, January 21st, 1920		https://www.gutenberg.org/ebooks/16271
1910__0__E. B. Temple__Transactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 1910_distribution_gutenberg.txt	1910	E. B. Temple	Transactions of the American Society of Civil Engineers, Vol. LXVIII, Sept. 1910		https://www.gutenberg.org/ebooks/18012
1922__16__DuBose Heyward and Hervey Allen__Carolina Chansons_distribution_gutenberg.txt	1922	DuBose Heyward and Hervey Allen	Carolina Chansons		https://www.gutenberg.org/ebooks/
1910__14__Jacob A. Riis__Hero Tales of the Far North_distribution_gutenberg.txt	1910	Jacob A. Riis	Hero Tales of the Far North		https://www.gutenberg.org/ebooks/
1899__15__E. A. Wallis Budge__Egyptian Ideas of the Future Life_distribution_gutenberg.txt	1899	E. A. Wallis Budge	Egyptian Ideas of the Future Life		https://www.gutenberg.org/ebooks/11277
1918__21__Halsey Davidson__Navy Boys Behind the Big Guns_distribution_gutenberg.txt	1918	Halsey Davidson	Navy Boys Behind the Big Guns		https://www.gutenberg.org/ebooks/
1892__10__Mary E. Wilkins__Young Lucretia and Other Stories_distribution_gutenberg.txt	1892	Mary E. Wilkins	Young Lucretia and Other Stories		https://www.gutenberg.org/ebooks/
1904__21__Anne Warner__The Rejuvenation of Aunt Mary_distribution_gutenberg.txt	1904	Anne Warner	The Rejuvenation of Aunt Mary		https://www.gutenberg.org/ebooks/
1885__5__Various__Bay State Monthly, Vol. II. No. 5, February, 1885_distribution_gutenberg.txt	1885	Various	Bay State Monthly, Vol. II. No. 5, February, 1885		https://www.gutenberg.org/ebooks/14132
1916__3__Douglas W. Johnson__Plain Words From America_distribution_gutenberg.txt	1916	Douglas W. Johnson	Plain Words From America		https://www.gutenberg.org/ebooks/
1868__8__Various__Stories by American Authors, Volume 6_distribution_gutenberg.txt	1868	Various	Stories by American Authors, Volume 6		https://www.gutenberg.org/ebooks/11452
1858__15__De Witt C. Peters__The Life and Adventures of Kit Carson, the Nestor of the Rocky Mountains, from Facts Narrated by Himself_distribution_gutenberg.txt	1858	De Witt C. Peters	The Life and Adventures of Kit Carson, the Nestor of the Rocky Mountains, from Facts Narrated by Himself		https://www.gutenberg.org/ebooks/
1902__1__Methuen & Co.__A Selection of Books Published by Methuen & Co. September 1913_distribution_gutenberg.txt	1902	Methuen & Co.	A Selection of Books Published by Methuen & Co. September 1913		https://www.gutenberg.org/ebooks/42977
1870__35__Edward C. Taylor__Ted Strong in Montana_distribution_gutenberg.txt	1870	Edward C. Taylor	Ted Strong in Montana		https://www.gutenberg.org/ebooks/
1921__0__Ina Ten Eyck Firkins__Henrik Ibsen_distribution_gutenberg.txt	1921	Ina Ten Eyck Firkins	Henrik Ibsen		https://www.gutenberg.org/ebooks/
1895__24__F. Marion Crawford__Taquisara_distribution_gutenberg.txt	1895	F. Marion Crawford	Taquisara		https://www.gutenberg.org/ebooks/11050
1777__64__John Dryden__The Poetical Works of John Dryden, Vol II_distribution_gutenberg.txt	1777	John Dryden	The Poetical Works of John Dryden, Vol II		https://www.gutenberg.org/ebooks/11578
1836__26__Thomas K. Hervey__The Book of Christmas_distribution_gutenberg.txt	1836	Thomas K. Hervey	The Book of Christmas		https://www.gutenberg.org/ebooks/42622
1904__5__Lyon Gardiner Tyler__England in America, 1580-1652_distribution_gutenberg.txt	1904	Lyon Gardiner Tyler	England in America, 1580-1652		https://www.gutenberg.org/ebooks/16294
1910__67__Patricia Wentworth__A Marriage Under the Terror_distribution_gutenberg.txt	1910	Patricia Wentworth	A Marriage Under the Terror		https://www.gutenberg.org/ebooks/42520
1848__6__W. J. Dawson__The Empire of Love_distribution_gutenberg.txt	1848	W. J. Dawson	The Empire of Love		https://www.gutenberg.org/ebooks/19134
1851__9__Various__Punch, Or The London Charivari, Vol. 102, Feb. 20, 1892_distribution_gutenberg.txt	1851	Various	Punch, Or The London Charivari, Vol. 102, Feb. 20, 1892		https://www.gutenberg.org/ebooks/14321
1748__29__Various__Encyclopaedia Britannica, 11th Edition, Volume 4, Part 3_distribution_gutenberg.txt	1748	Various	Encyclopaedia Britannica, 11th Edition, Volume 4, Part 3		https://www.gutenberg.org/ebooks/19699
1909__12__Elinor Macartney Lane__Katrine_distribution_gutenberg.txt	1909	Elinor Macartney Lane	Katrine		https://www.gutenberg.org/ebooks/14263
1914__51__Woods Hutchinson__The Child's Day_distribution_gutenberg.txt	1914	Woods Hutchinson	The Child ' s Day		https://www.gutenberg.org/ebooks/18559
1874__16__Thomas Bailey Aldrich__An Old Town By The Sea_distribution_gutenberg.txt	1874	Thomas Bailey Aldrich	An Old Town By The Sea		https://www.gutenberg.org/ebooks/1861
1910__3__Sidney Heath__Winchester_distribution_gutenberg.txt	1910	Sidney Heath	Winchester		https://www.gutenberg.org/ebooks/15706
1870__10__L. Mühlbach__Queen Hortense_distribution_gutenberg.txt	1870	L. Mühlbach	Queen Hortense		https://www.gutenberg.org/ebooks/12019
1895__15__F. Hopkinson Smith__A Gentleman Vagabond and Some Others_distribution_gutenberg.txt	1895	F. Hopkinson Smith	A Gentleman Vagabond and Some Others		https://www.gutenberg.org/ebooks/14967
1927__15__John G. Neihardt__The River and I_distribution_gutenberg.txt	1927	John G. Neihardt	The River and I		https://www.gutenberg.org/ebooks/16793
1904__9__Horace Plunkett__Ireland In The New Century_distribution_gutenberg.txt	1904	Horace Plunkett	Ireland In The New Century		https://www.gutenberg.org/ebooks/14342
1928__19__Arthur Quiller-Couch__On the Art of Writing_distribution_gutenberg.txt	1928	Arthur Quiller-Couch	On the Art of Writing		https://www.gutenberg.org/ebooks/17470
1848__8__Various__Punchinello, Vol. 1, No. 18, July 30, 1870_distribution_gutenberg.txt	1848	Various	Punchinello, Vol. 1, No. 18, July 30, 1870		https://www.gutenberg.org/ebooks/10014
1883__42__Richard Francis Burton and Verney Lovett Cameron__To The Gold Coast for Gold, Vol. II_distribution_gutenberg.txt	1883	Richard Francis Burton and Verney Lovett Cameron	To The Gold Coast for Gold, Vol. II		https://www.gutenberg.org/ebooks/18506
1895__3__Mary Baker Eddy__Pulpit and Press (6th Edition)_distribution_gutenberg.txt	1895	Mary Baker Eddy	Pulpit and Press (6th Edition)		https://www.gutenberg.org/ebooks/
1886__39__Hattie Howard__Poems_distribution_gutenberg.txt	1886	Hattie Howard	Poems		https://www.gutenberg.org/ebooks/19109
1901__21__Elinor Glyn__The Visits of Elizabeth_distribution_gutenberg.txt	1901	Elinor Glyn	The Visits of Elizabeth		https://www.gutenberg.org/ebooks/10959
1837__26__John Ruskin__The Poetry of Architecture_distribution_gutenberg.txt	1837	John Ruskin	The Poetry of Architecture		https://www.gutenberg.org/ebooks/17774
1865__17__R. M. Ballantyne__Gascoyne, The Sandal Wood Trader_distribution_gutenberg.txt	1865	R. M. Ballantyne	Gascoyne, The Sandal Wood Trader		https://www.gutenberg.org/ebooks/15689
1816__29__Isabella  Graham__The Power of Faith_distribution_gutenberg.txt	1816	Isabella  Graham	The Power of Faith		https://www.gutenberg.org/ebooks/16276
1806__11__James Harrison__The Life of the Right Honourable Horatio Lord Viscount Nelson, Vol. I (of 2)_distribution_gutenberg.txt	1806	James Harrison	The Life of the Right Honourable Horatio Lord Viscount Nelson, Vol. I (of 2)		https://www.gutenberg.org/ebooks/16912
1914__41__Arnold Bennett__The Price of Love_distribution_gutenberg.txt	1914	Arnold Bennett	The Price of Love		https://www.gutenberg.org/ebooks/
1904__16__Irving Bacheller__Vergilius_distribution_gutenberg.txt	1904	Irving Bacheller	Vergilius		https://www.gutenberg.org/ebooks/16491
1889__40__Various__The Atlantic Monthly, Volume 5, No. 28, February, 1860_distribution_gutenberg.txt	1889	Various	The Atlantic Monthly, Volume 5, No. 28, February, 1860		https://www.gutenberg.org/ebooks/19995
1848__6__Benjamin Drake__Great Indian Chief of the West_distribution_gutenberg.txt	1848	Benjamin Drake	Great Indian Chief of the West		https://www.gutenberg.org/ebooks/18290
1900__23__Arnold Bennett__Buried Alive: A Tale of These Days_distribution_gutenberg.txt	1900	Arnold Bennett	Buried Alive: A Tale of These Days		https://www.gutenberg.org/ebooks/10911
1784__10__Various__The Shield_distribution_gutenberg.txt	1784	Various	The Shield		https://www.gutenberg.org/ebooks/
1919__12__Ralph Henry Barbour__Full-Back Foster_distribution_gutenberg.txt	1919	Ralph Henry Barbour	Full-Back Foster		https://www.gutenberg.org/ebooks/
1901__2__Orison Swett Marden__An Iron Will_distribution_gutenberg.txt	1901	Orison Swett Marden	An Iron Will		https://www.gutenberg.org/ebooks/13160
1871__15__Anonymous__One Day_distribution_gutenberg.txt	1871	Anonymous	One Day		https://www.gutenberg.org/ebooks/13776
1919__22__Hugh Walpole__The Prelude to Adventure_distribution_gutenberg.txt	1919	Hugh Walpole	The Prelude to Adventure		https://www.gutenberg.org/ebooks/19085
1921__25__Sir Valentine Chirol__India, Old and New_distribution_gutenberg.txt	1921	Sir Valentine Chirol	India, Old and New		https://www.gutenberg.org/ebooks/15586
1840__8__Various__Chambers's Edinburgh Journal, No. 435_distribution_gutenberg.txt	1840	Various	Chambers ' s Edinburgh Journal, No. 435		https://www.gutenberg.org/ebooks/18775
1924__30__Joseph A. Altsheler__The Texan Star_distribution_gutenberg.txt	1924	Joseph A. Altsheler	The Texan Star		https://www.gutenberg.org/ebooks/
1885__2__McLoughlin Bros.__Baseball ABC_distribution_gutenberg.txt	1885	McLoughlin Bros.	Baseball ABC		https://www.gutenberg.org/ebooks/19169
1876__7__Various__Punch, or the London Charivari, Volume 159, November 10, 1920_distribution_gutenberg.txt	1876	Various	Punch, or the London Charivari, Volume 159, November 10, 1920		https://www.gutenberg.org/ebooks/18114
1903__53__Marie Manning__Judith Of The Plains_distribution_gutenberg.txt	1903	Marie Manning	Judith Of The Plains		https://www.gutenberg.org/ebooks/
1910__13__William Henry Irwin__The House of Mystery_distribution_gutenberg.txt	1910	William Henry Irwin	The House of Mystery		https://www.gutenberg.org/ebooks/12678
1711__19__Francis Beaumont and John Fletcher__The False One_distribution_gutenberg.txt	1711	Francis Beaumont and John Fletcher	The False One		https://www.gutenberg.org/ebooks/
1918__14__George Henry Boker__Representative Plays by American Dramatists: 1856-1911: Francesca da Rimini_distribution_gutenberg.txt	1918	George Henry Boker	Representative Plays by American Dramatists: 1856-1911: Francesca da Rimini		https://www.gutenberg.org/ebooks/13005
1915__34__Various__New York Times, Current History, Vol 1, Issue 1_distribution_gutenberg.txt	1915	Various	New York Times, Current History, Vol 1, Issue 1		https://www.gutenberg.org/ebooks/13635
