id	year	author	title	link
kerc007voll04_01.nederlab.folia.txt	1869	pieter frans van kerckhoven	volledige werken. deel 3	https://www.dbnl.org/titels/titel.php?id=kerc007voll04
robb002roma02_01.nederlab.folia.txt	1915	herman robbers	de roman van bernard bandt	https://www.dbnl.org/titels/titel.php?id=robb002roma02
_haa004haar01_01.nederlab.folia.txt	1863	anoniem	de haarlemsche spoorwagen	https://www.dbnl.org/titels/titel.php?id=_haa004haar01
anth001uith01_01.nederlab.folia.txt	1874	gentil antheunis	uit het hart!	https://www.dbnl.org/titels/titel.php?id=anth001uith01
_jaa002181901_01.nederlab.folia.txt	1819	jaarboek van de maatschappij der nederlandse letterkunde [1801-1900]	jaarboek van de maatschappij der nederlandse letterkunde, 1819	https://www.dbnl.org/titels/titel.php?id=_jaa002181901
will028belg07_01.nederlab.folia.txt	1843	j.f. willems	belgisch museum voor de nederduitsche tael- en letterkunde en de geschiedenis des vaderlands. deel 7	https://www.dbnl.org/titels/titel.php?id=will028belg07
waze001vlaa01_01.nederlab.folia.txt	1881	 wazenaar	een vlaamsche jongen	https://www.dbnl.org/titels/titel.php?id=waze001vlaa01
_nee003192001_01.nederlab.folia.txt	1920	neerlandia	neerlandia. jaargang 24	https://www.dbnl.org/titels/titel.php?id=_nee003192001
_bea001beat12_01.nederlab.folia.txt	1870	anoniem	beatrijs. eine legende aus dem 14. jahrhundert	https://www.dbnl.org/titels/titel.php?id=_bea001beat12
albe003port01_01.nederlab.folia.txt	1876	j.a. alberdingk thijm	portretten van joost van den vondel	https://www.dbnl.org/titels/titel.php?id=albe003port01
cler016vana01_01.nederlab.folia.txt	1915	rené de clercq	van aarde en hemel	https://www.dbnl.org/titels/titel.php?id=cler016vana01
oost080kind01_01.nederlab.folia.txt	1883	w.f. oostveen	kinderlust en kinderleed	https://www.dbnl.org/titels/titel.php?id=oost080kind01
wijn029hand02_01.nederlab.folia.txt	1888	johan adam wijnne	handboek der algemeene geschiedenis	https://www.dbnl.org/titels/titel.php?id=wijn029hand02
hoff004oude01_01.nederlab.folia.txt	1852	a.h. hoffmann von fallersleben	oude vlaemsche liederen	https://www.dbnl.org/titels/titel.php?id=hoff004oude01
mees009zond01_01.nederlab.folia.txt	1912	johan de meester	de zonde in het deftige dorp	https://www.dbnl.org/titels/titel.php?id=mees009zond01
kraa007onst01_01.nederlab.folia.txt	1896-1914	r.g.k. kraan	ons tijdschrift 1896-1914	https://www.dbnl.org/titels/titel.php?id=kraa007onst01
wijn027arbe01_01.nederlab.folia.txt	1873	jan hendrik wijnen	de arbeid der kinderen in fabrieken	https://www.dbnl.org/titels/titel.php?id=wijn027arbe01
aa__001biog20_01.nederlab.folia.txt	1874	a.j. van der aa	biographisch woordenboek der nederlanden. deel 17. eerste stuk	https://www.dbnl.org/titels/titel.php?id=aa__001biog20
_die004191201_01.nederlab.folia.txt	1912	dietsche warande en belfort	dietsche warande en belfort. jaargang 1912	https://www.dbnl.org/titels/titel.php?id=_die004191201
_gro002190601_01.nederlab.folia.txt	1906	groot nederland	groot nederland. jaargang 4	https://www.dbnl.org/titels/titel.php?id=_gro002190601
bosb002brie01_01.nederlab.folia.txt	1913	a.l.g. bosboom-toussaint	brieven aan e.j. potgieter	https://www.dbnl.org/titels/titel.php?id=bosb002brie01
thij006voor01_01.nederlab.folia.txt	1906	theo thijssen	'voor mej. ida heyermans'	https://www.dbnl.org/titels/titel.php?id=thij006voor01
scha024mens02_01.nederlab.folia.txt	1894	h.j.a.m. schaepman	menschen en boeken. verspreide opstellen. deel 2	https://www.dbnl.org/titels/titel.php?id=scha024mens02
kost012broe01_01.nederlab.folia.txt	1919	maren koster	broertje's boek	https://www.dbnl.org/titels/titel.php?id=kost012broe01
_onz001191401_01.nederlab.folia.txt	1914	onze eeuw	onze eeuw. jaargang 14	https://www.dbnl.org/titels/titel.php?id=_onz001191401
deck032mens01_01.nederlab.folia.txt	1860-1870	a. decker	het menschelyke leven	https://www.dbnl.org/titels/titel.php?id=deck032mens01
craa001nieu01_01.nederlab.folia.txt	1888	jacobus craandijk	nieuwe wandelingen door nederland	https://www.dbnl.org/titels/titel.php?id=craa001nieu01
_hol009holl01_01.nederlab.folia.txt	1814	anoniem	de hollander zoo als 'er velen zijn, parodie op den hollander zoo als 'er meer zijn	https://www.dbnl.org/titels/titel.php?id=_hol009holl01
sche034verh01_01.nederlab.folia.txt	1917	arthur van schendel	verhalen	https://www.dbnl.org/titels/titel.php?id=sche034verh01
jehu001blin02_01.nederlab.folia.txt	1919	felicie jehu	blind zuske	https://www.dbnl.org/titels/titel.php?id=jehu001blin02
ebne001dath01_01.nederlab.folia.txt	ca. 1910-1920	pauli ebner	dat heerlijke kerstfeest!	https://www.dbnl.org/titels/titel.php?id=ebne001dath01
seip002inen01_01.nederlab.folia.txt	1887	emile seipgens	in en om het kleine stadje. limburgsche schetsen en novellen	https://www.dbnl.org/titels/titel.php?id=seip002inen01
