pub_place	publisher	create_date	author	identifiers	filename	editor	year	title	pub_date	head	id
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, janvier 1789.	14 13
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris , février 1789.	14 14
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, mars 1789.	14 15
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, 1752.	14 16
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, 1760. - ' ' -	14 17
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris , avril 1789.	14 18
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, mai 1789.	14 19
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, juin 1789.	14 20
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris , juillet 1789.	14 21
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, septembre 1789.	14 22
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, novembre 1780.:	14 23
Paris	Furne	1788-1789	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr14	Correspondance14.tei	Taschereau, Jules-Antoine; Chaudé, A.	1788	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 14	1829-1831	Paris, décembre 1789.	14 24
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Front Matter	15 1
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris , février 1790.	15 2
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, mars 1790.	15 3
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris , avril, 1790.	15 4
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, mai 1790.	15 5
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, juin 1790.	15 6
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, juillet 1790	15 7
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, le 14 juillet 1790, et	15 8
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris , août 1790.	15 9
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, septembre 1790.	15 10
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, octobre 1790.	15 11
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, novembre 1790.	15 12
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, décembre 1790.	15 13
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, 4 août 1750.	15 14
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, le 20 novembre 1750.	15 15
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	A Paris, 2 avril 1752,	15 16
Paris	Furne	1790-1790	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr15	Correspondance15.tei	Taschereau, Jules-Antoine; Chaudé, A.	1790	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 15	1829-1831	Paris, le 19 mars 1781.	15 17
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	Front Matter	16 1
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 15 Octobre 1754.	16 2
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er avril 1755.	16 3
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 15 avril 1755.	16 4
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 15 octobre 1755.	16 5
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, le 7 novembre 1755.	16 6
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 novembre 1755.	16 7
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er décembre 1755.	16 8
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er octobre 1755.	16 9
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 15 mars 1756.	16 10
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 15 avril 1756.	16 11
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er mai 1756.	16 12
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 15 juillet 1756.	16 13
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 août 1757.	16 14
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er novembre 1757.	16 15
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er décembre 1757.	16 16
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 juin 1758.	16 17
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 janvier 1759.	16 18
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 avril 1759.	16 19
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er juillet 1760	16 20
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er août 1762.	16 21
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 octobre 1755.	16 22
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er novembre 1762.	16 23
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 août 1763.	16 24
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 octobre 1764.	16 25
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er novembre 1764.	16 26
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 mai 1766.	16 27
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 janvier 1768.	16 28
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 février 1768.	16 29
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 1er octobre 1768.	16 30
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 1er janvier 1770.	16 31
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce Ier janvier 1772.	16 32
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris , ce 15 août 1772.	16 33
Paris	Furne	1829	Grimm, Friedrich Melchior (1723-1807)	GrimmCorr16	Correspondance16.tei	Taschereau, Jules-Antoine; Chaudé, A.	1829	Correspondance littéraire, philosophique et critique de Grimm et de Diderot depuis 1753 jusqu'en 1790. Tome 16	1829-1831	A Paris, ce 15 septembre 1772.	16 34
