id	title	year	sameAs	author	license	publisher	type	archive	link
bpt6k6153053w.txt	La Muse du soldat, chansons patriotiques, par E.-Aimé Gonnet,...	1831	https://data.bnf.fr/ark:/12148/bpt6k6153053w	Gonnet, E.-Aimé	Public domain	impr. de A. Henry (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6153053w
bpt6k6529053w.txt	Voyages dans les deux océans Atlantique et Pacifique, 1844 à 1847... par M. Eugène Delessert	1848	https://data.bnf.fr/ark:/12148/bpt6k6529053w	Delessert, Eugène (1819-1877)	Public domain	A. Franck (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6529053w
bpt6k9760137j.txt	Législation : 1e année : 1896-1897. Année 1 / Ecole spéciale militaire	1896-1897	https://data.bnf.fr/ark:/12148/bpt6k9760137j	École spéciale militaire de Saint-Cyr	Public domain	[s.n.][s.n.]	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9760137j
bpt6k96149672.txt	Oeuvres de Alphonse Daudet	1930	https://data.bnf.fr/ark:/12148/bpt6k96149672	Daudet, Alphonse (1840-1897)	Public domain	Librairie Alphonse Lemerre (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k96149672
bpt6k5849602q.txt	Catalogue d'une collection de tableaux... et quelques objets de curiosité dont la vente se fera pour cause du décès de M. Prousteau de Montlouis... 5 mai 1851... / [expert] Defer	1851	https://data.bnf.fr/ark:/12148/bpt6k5849602q		Public domain	impr. et lithogr. de Maulde et Renou (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5849602q
bpt6k57941957.txt	Marseille, Nîmes et ses environs en 1815, par Charles Durand,... 2e édition...	1818	https://data.bnf.fr/ark:/12148/bpt6k57941957	Durand, Charles (ancien procureur du roi)	Public domain	Plancher (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k57941957
bpt6k57059203.txt	"De verborum significatione : recueil alphabétique des définitions du titre XVI, livre L, du ""Digeste"" et de celles qui sont dispersées dans le ""Corps de droit"" et dans les ""Institutes"" de Gaius, avec l'indication des livres, titres, lois et paragraphes et le nom des jurisconsultes / par C. Quernest,..."	1851	https://data.bnf.fr/ark:/12148/bpt6k57059203	Quernest, Charles (1818-1894)	Public domain	Verdier (Rennes)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k57059203
bpt6k5723994b.txt	Le Château de la folie, par Paul Perret	1867	https://data.bnf.fr/ark:/12148/bpt6k5723994b	Perret, Paul (1830-1904)	Public domain	Michel-Lévy (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5723994b
bpt6k9812096j.txt	Catalogue des livres en feuilles qui se trouvent chez Delaplace, libraire et commissionnaire, à Paris, rue de Sorbonne, n° 376, payables comptant en numéraire, ou en mandats au cours du jour de leur réception.	1796-1797	https://data.bnf.fr/ark:/12148/bpt6k9812096j		Public domain	[Paris, Delaplace, 1796-1797]	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9812096j
bpt6k61161495.txt	Les fleurs de Mai, hymnes à Marie, par un de ses enfants	1857	https://data.bnf.fr/ark:/12148/bpt6k61161495		Public domain	imp. de Dupont (Périgueux)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k61161495
bpt6k6276277q.txt	Moyen de rétablir les finances et de les maintenir en bon état	1801	https://data.bnf.fr/ark:/12148/bpt6k6276277q		Public domain	impr. de Demonville (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6276277q
bpt6k1265784z.txt	Catalogue général officiel. Beaux-Arts. Exposition centennale de l'art français (1789-1889)	1889	https://data.bnf.fr/ark:/12148/bpt6k1265784z		Public domain	imp. de L. Danel (Lille)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k1265784z
bpt6k9691697f.txt	Six nouvelles nouvelles / traduites pour la première fois du chinois par le marquis d'Hervey-Saint-Denys,...	1892	https://data.bnf.fr/ark:/12148/bpt6k9691697f		Public domain	Maisonneuve et Larose (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9691697f
bpt6k56296819.txt	Consultation délibérée par M. Dufourmantelle,... sur le droit appartenant aux avoués de calculer l'émolument de copie des rôles des expéditions délivrées par les greffiers, avec une augmentation proportionnelle à l'augmentation du nombre des syllabes prescrites dans ces expéditions par la loi du 26 janvier 1892	1896	https://data.bnf.fr/ark:/12148/bpt6k56296819	Dufourmantelle, Paul	Public domain	impr. de Cerf (Versailles)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k56296819
bpt6k5821216b.txt	Claude et Marianne, par Henry Murger	1851	https://data.bnf.fr/ark:/12148/bpt6k5821216b	Murger, Henry (1822-1861)	Public domain	Méline, Cans et Cie (Bruxelles)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5821216b
bpt6k57878425.txt	Madame de Sévigné	1812	https://data.bnf.fr/ark:/12148/bpt6k57878425	Sévigné, Marie de Rabutin-Chantal (1626-1696 ; marquise de)	Public domain	Le Fuel (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k57878425
bpt6k5699009f.txt	Ma petite soeur, par Auguste Ricard. Volume 1	1839	https://data.bnf.fr/ark:/12148/bpt6k5699009f	Ricard, Auguste (1799-1841)	Public domain	C. Lachapelle (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5699009f
bpt6k6464082x.txt	Mort et funérailles de M. l'abbé Choiselat, curé de la Cathédrale de Saint Dié / [signé : A. S.]	1875	https://data.bnf.fr/ark:/12148/bpt6k6464082x	A. S.	Public domain	Impr. de Humbert (Saint-Dié)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6464082x
bpt6k61002323.txt	"Moyens de payer les dettes arriérées de l'État, ou réponse à la brochure de M. le duc de Gaëte, intitulée : ""Opinion préliminaire sur les finances"" ; par un ancien négociant"	1815	https://data.bnf.fr/ark:/12148/bpt6k61002323		Public domain	Mme Goulet ((Paris,))	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k61002323
bpt6k55237374.txt	Mémorandum historique pour servir à l'explication du tableau donné ci-après, opuscule destiné au Congrès scientifique réuni à la Rochelle en 1856. [Signé : Ponts-Asnières-La-Châtaigneraye.]	1856	https://data.bnf.fr/ark:/12148/bpt6k55237374	La Châtaigneraye, Jean-Baptiste-François-Auguste (1785-18..)	Public domain	impr. de Firmin-Didot frères (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k55237374
bpt6k65686382.txt	"Au coeur de l'Antarctique : expédition du ""Nimrod"" au Pôle sud / E. H. Shackleton ; traduction et... adaptation... par M. Charles Rabot..."	1910	https://data.bnf.fr/ark:/12148/bpt6k65686382	Shackleton, Ernest Henry (1874-1922)	Public domain	Hachette (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k65686382
bpt6k1242218r.txt	Catalogue de terres cuites, groupes, statuettes, bustes, 12 tableaux et 30 dessins, oeuvres de A. Carrier-Belleuse... / [expert] F. Jacob	1883	https://data.bnf.fr/ark:/12148/bpt6k1242218r		Public domain	[s.n.]	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k1242218r
bpt6k96169060.txt	La Botanique de J.-J. Rousseau, contenant tout ce qu'il a écrit sur cette science, l'exposition de la méthode botanique de M. de Jussieu ; la manière de former les herbiers, par M. Haüv	1802	https://data.bnf.fr/ark:/12148/bpt6k96169060	Haüy, René-Just (1743-1822)	Public domain	F. Louis (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k96169060
bpt6k97661271.txt	Étude sur les végétations adénoïdes du pharynx nasal : thèse présentée à la Faculté de médecine... / par J. Collet	1880	https://data.bnf.fr/ark:/12148/bpt6k97661271	Collet, J (Dr)	Public domain	Imprimerie nouvelle (Lyon)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k97661271
bpt6k6459386w.txt	Quelques mots sur Diane de Poitiers (Anet, le 25 Juin 1875) / [signé H. Dubreuil]	1876	https://data.bnf.fr/ark:/12148/bpt6k6459386w	Dubreuil, Henry (1848-1893)	Public domain	impr. de Durand frères (Chartres)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6459386w
bpt6k6119519b.txt	Chansons sérieuses, par Ferdinand Victor	1860	https://data.bnf.fr/ark:/12148/bpt6k6119519b	Lacadorais, Ferdinand-Victor (pseud. Ferdinand Victor)	Public domain	impr. de De Soye et Bouchet (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6119519b
bpt6k6121151z.txt	Fables offertes à l'enfance, par Mlle Cl. Filleul de Pétigny	1850	https://data.bnf.fr/ark:/12148/bpt6k6121151z	Filleul de Pétigny, Clara (1822-1878)	Public domain	A. Maugars (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6121151z
bpt6k6148002v.txt	Les Alchimistes du XIXe siècle... La Comédie en vers... Par J.-A. d'Escodeca de Boisse. [Lu... à la Société philotechnique.]	1860	https://data.bnf.fr/ark:/12148/bpt6k6148002v	Escodeca de Boisse, Jean-Arnaud d' (1802-1865)	Public domain	Ledoyen (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6148002v
bpt6k57756163.txt	Histoire de la Restauration. Edition 2,Tome 6 / par M. F.-P. Lubis,...	1848	https://data.bnf.fr/ark:/12148/bpt6k57756163	Lubis, F.-P.	Public domain	(Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k57756163
bpt6k64802692.txt	Esquisse de l'histoire de la médecine, depuis son origine jusqu'à l'année 1812 , servant d'introduction au Dictionnaire des sciences médicales ; par L.-J. Renauldin,...	1812	https://data.bnf.fr/ark:/12148/bpt6k64802692	Renauldin, Léopold Joseph (1775-1859)	Public domain	impr. de Le Normant (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k64802692
bpt6k5425270d.txt	Prépondérance de la France depuis l'avènement de l'empereur Napoléon III, par M. F.-M.-L. Rousson du Galteyrès,...	1857	https://data.bnf.fr/ark:/12148/bpt6k5425270d	Rousson Du Galteyrès, Louis-Ferdinand	Public domain	impr. de Soustelle (Nîmes)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5425270d
bpt6k9615938n.txt	Recherche des leucomaïnes dans la rate / par le Dr Émile-François-Joseph Morelle	1886	https://data.bnf.fr/ark:/12148/bpt6k9615938n	Morelle, Émile François Joseph (Dr)	Public domain	impr. de L. Danel (Lille)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9615938n
bpt6k5525128q.txt	La province de Québec et l'émigration européenne (Deuxième édition) / publié par ordre du gouvernement de la province de Québec	1873	https://data.bnf.fr/ark:/12148/bpt6k5525128q		Public domain	[s.n.] (Québec)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5525128q
bpt6k5435905h.txt	Le Congrès de 1860 ; par un Italien. (Signé : L. P.)	1860	https://data.bnf.fr/ark:/12148/bpt6k5435905h		Public domain	Impr. de Pfeffer et Puky (Genève)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5435905h
bpt6k9617238v.txt	Union des yachts français, société réunies du Yacht-club de France et de l'Union des yachts français. Congrès. Fascicule 6	1899	https://data.bnf.fr/ark:/12148/bpt6k9617238v		Public domain	(Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9617238v
bpt6k61161191.txt	Profession de foi d'un électeur du département de l'Orne	1817	https://data.bnf.fr/ark:/12148/bpt6k61161191		Public domain		monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k61161191
bpt6k12501167.txt	Catalogue des meubles et objets d'art, tableaux, bronzes, porcelaines, objets divers... / [expert] Le Maire-Demouy	1908	https://data.bnf.fr/ark:/12148/bpt6k12501167		Public domain	[s.n.] (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k12501167
bpt6k5400467h.txt	Actions de graces pour la convalescence de Sa Majesté	1744	https://data.bnf.fr/ark:/12148/bpt6k5400467h	J.b.g.	Public domain	[S.l., 1744?]	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5400467h
bpt6k57964754.txt	Considérations sur la liberté de la presse et réfutation de quelques-unes des apologies qu'on en a faites , par M. Jh. de T......	1814	https://data.bnf.fr/ark:/12148/bpt6k57964754		Public domain	chez les marchands de nouveautés (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k57964754
bpt6k54685833.txt	La mort de Badinguette et le Suicide d'Oreillard IV par???	1877	https://data.bnf.fr/ark:/12148/bpt6k54685833		Public domain	Gouzien (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k54685833
bpt6k56261807.txt	Madame de Montmorency, moeurs et caractères au XVIIe siècle, par Amédée Renée...	1858	https://data.bnf.fr/ark:/12148/bpt6k56261807	Renée, Amédée (1808-1859)	Public domain	Firmin-Didot frères, fils et Cie (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k56261807
bpt6k61800383.txt	Le Panthéon populaire illustré. 2e série, livraison 35, Andromaque : tragédie / Racine ; illustré par Pauquet ; [notice par Émile de La Bédollière]	1851	https://data.bnf.fr/ark:/12148/bpt6k61800383	Racine, Jean (1639-1699)	Public domain	(Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k61800383
bpt6k9611567r.txt	"Théorie de l'intérêt de l'argent, démontrée visiblement usuraire par les principes du droit naturel, de la théologie et de la politique, ou Réfutation d'un écrit intitulé : ""Théorie de l'intérêt de l'argent tirée des principes du droit naturel, de la théologie et de la politique, contre l'abus de l'imputation d'usure..."" Par M. Capmas,..."	1782	https://data.bnf.fr/ark:/12148/bpt6k9611567r	Capmas, Abbé (curé de St-Jacques de Montauban)	Public domain		monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9611567r
bpt6k5788570r.txt	Très-humble Lettre sur les affaires de l'Algérie à Mgr le duc d'Aumale ; par un colon	1846	https://data.bnf.fr/ark:/12148/bpt6k5788570r		Public domain	V.-A. Waille (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5788570r
bpt6k98000868.txt	Le Sarcome d'origine primitive intramusculaire (étude clinique)	1900	https://data.bnf.fr/ark:/12148/bpt6k98000868	Borie, Antoine	Public domain		monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k98000868
bpt6k5667889s.txt	Chronologie de la maison de Lastic / (par P. de Chazelles)	1856	https://data.bnf.fr/ark:/12148/bpt6k5667889s	Chazelles, Pierre-Léon Bérard de (1804-1876)	Public domain	I. Vidal (Saint-Flour)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5667889s
bpt6k6531955m.txt	Conscription des indigènes musulmans d'Algérie : rapport / [à la] Loge la Raison ; [par le] Fr ̤. Mendil Karsenty	1908	https://data.bnf.fr/ark:/12148/bpt6k6531955m	Loge Raison (Oran)	Public domain	Impr. Agullo (Oran)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6531955m
bpt6k5607048f.txt	Avec l'aide de Dieu, par F. Villars	1857	https://data.bnf.fr/ark:/12148/bpt6k5607048f	Villars, Fanny (18..-19.. ; romancière)	Public domain	Mégard (Rouen)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5607048f
bpt6k6467192k.txt	Allocution de Mgr l'évêque d'Angers [C.-É. Freppel] à la cérémonie de l'inauguration du monument de Mgr Angebault, le 16 janvier 1877	1877	https://data.bnf.fr/ark:/12148/bpt6k6467192k	Freppel, Charles-Émile (1827-1891)	Public domain	E. Barassé (Angers)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6467192k
bpt6k56119768.txt	Jacques Laffitte,...	1844	https://data.bnf.fr/ark:/12148/bpt6k56119768		Public domain	E. Cazel (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k56119768
bpt6k96916716.txt	Renan et ses critiques / Jacques Boulenger	1925	https://data.bnf.fr/ark:/12148/bpt6k96916716	Boulenger, Jacques (1879-1944)	Public domain	Éditions du Siècle (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k96916716
bpt6k56500262.txt	Contribution à l'étude des troubles vésicaux dans l'ataxie locomotrice / par Joseph Blanc,...	1908	https://data.bnf.fr/ark:/12148/bpt6k56500262	Blanc, Joseph (Dr)	Public domain	impr. de G. Firmin, Montane et Sicardi (Montpellier)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k56500262
bpt6k5623167f.txt	Chants à Saint Joseph	1874	https://data.bnf.fr/ark:/12148/bpt6k5623167f		Public domain	imp. de Forestié neveu (Montauban)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5623167f
bpt6k5783957q.txt	Complément de l'agenda Bertrand... pouvant servir pour les opérations d'avoir dans un livre-journal... par J.-F.-R. Bertrand,...	1859	https://data.bnf.fr/ark:/12148/bpt6k5783957q	Bertrand, J.-F.-R.	Public domain	l'auteur (Avignon)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5783957q
bpt6k5611695k.txt	Discours prononcé par le citoyen Turriès Napoléon, maire de la commune de Thoard... à ses administrés, le 16 avril 1848	1848	https://data.bnf.fr/ark:/12148/bpt6k5611695k	Turriès, Napoléon	Public domain	impr. de Repos (Digne)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5611695k
bpt6k57394458.txt	Théorie du Code pénal, par Chauveau, Adolphe... et Faustin Hélie,.... Edition 3,Tome 5	1837-1842	https://data.bnf.fr/ark:/12148/bpt6k57394458	Chauveau, Adolphe (1802-1868)	Public domain	E, Legrand et Descauriet (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k57394458
bpt6k9766203z.txt	Contribution à l'étude des articulations de la tête : thèse présentée à la Faculté de médecine... / par Edmond Iversenc,...	1890	https://data.bnf.fr/ark:/12148/bpt6k9766203z	Iversenc, Edmond	Public domain	Association typographique (Lyon)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9766203z
bpt6k5410613x.txt	La science et les lettres en Orient (2e éd.) / par J.-J. Ampère,... ; avec une préface par M. Barthélemy Saint-Hilaire ; (publié par Ch. Daremberg)	1867	https://data.bnf.fr/ark:/12148/bpt6k5410613x	Ampère, Jean-Jacques (1800-1864)	Public domain	Didier (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5410613x
bpt6k96622163.txt	Traité de l'éducation, du perfectionnement et des maladies des bêtes à laine (2e édition) / par E. Martin...	1835	https://data.bnf.fr/ark:/12148/bpt6k96622163	Martin, E (06)	Public domain	Rousselon (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k96622163
bpt6k5443171d.txt	Les biens de la famille d'Orléans, abrogation des décrets du 22 janvier 1852	1872	https://data.bnf.fr/ark:/12148/bpt6k5443171d		Public domain	Sauton (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5443171d
bpt6k56065928.txt	De la souveraineté nationale, par un ancien élève de l'École polytechnique. (20 octobre.)	1848	https://data.bnf.fr/ark:/12148/bpt6k56065928		Public domain	Impr. de F. Didot frères (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k56065928
bpt6k63703976.txt	Vie de Charles Thépot, aspirant de marine ; par l'abbé A. Barret,... (4 juin 1871.)	1871	https://data.bnf.fr/ark:/12148/bpt6k63703976	Barret, Auguste (Abbé)	Public domain	impr. de J.-B. Lefournier aîné (Brest)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k63703976
bpt6k12400386.txt	Catalogue de tableaux anciens... : succession Moreau Wolsey / [expert] Febvre	1869	https://data.bnf.fr/ark:/12148/bpt6k12400386		Public domain	impr. de Pillet fils aîné] ()	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k12400386
bpt6k65621038.txt	Leçons de géographie physique (3e édition, revue et augmentée...) / par Albert de Lapparent,...	1907	https://data.bnf.fr/ark:/12148/bpt6k65621038	Lapparent, Albert de (1839-1908)	Public domain	Masson (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k65621038
bpt6k9764791n.txt	Mémoire sur les procédés de boisement qui doivent être suivis en Sologne / par M. T. Poucin,...	1866	https://data.bnf.fr/ark:/12148/bpt6k9764791n	Poucin, Théodore	Public domain	impr. de E. Puget et Cie (Orléans)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9764791n
bpt6k5440291k.txt	Le Timbre des journaux ; par Tony Révillon	1870	https://data.bnf.fr/ark:/12148/bpt6k5440291k		Public domain	Lachaud (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5440291k
bpt6k61387717.txt	La Vapeur, par Ch. Fretin	1852	https://data.bnf.fr/ark:/12148/bpt6k61387717	Fretin, Charles	Public domain	impr. de Raveau (Nogent)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k61387717
bpt6k5530845c.txt	Le suffrage universel basé sur les corporations / par un paysan picard	1875	https://data.bnf.fr/ark:/12148/bpt6k5530845c		Public domain	Coutant (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5530845c
bpt6k649239.txt	De l'ame, et de son immortalité . Seconde partie	1751	https://data.bnf.fr/ark:/12148/bpt6k649239	Le Mascrier, Jean-Baptiste (1697-1760)	Public domain	A Londres [i.e. Paris, Briasson?]. M.DCC.LI	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k649239
bpt6k54215684.txt	Traité du choléra-morbus considéré sous les rapports physiologique, anatomico-pathologique, thérapeutique et hygiénique : contenant l'analyse critique de tout ce que les auteurs anciens et modernes ont écrit sur le choléra-morbus / par P.-A. Prost,...	1832	https://data.bnf.fr/ark:/12148/bpt6k54215684	Prost, Pierre-Antoine (1770-1832)	Public domain	l'auteur (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k54215684
bpt6k9659763c.txt	Histoire des loges et des chapitres de Niort / par Gustave Boissière,...	1915	https://data.bnf.fr/ark:/12148/bpt6k9659763c	Boissière, Gustave (1850-1927)	Public domain	impr. Vve J.-E. Watelet (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9659763c
bpt6k6464496b.txt	Description des antiques du Musée royal , commencée par feu M. le Chr Visconti ; continuée et augmentée de plusieurs tables par M. le Cte de Clarac, conservateur des antiques dudit musée	1820	https://data.bnf.fr/ark:/12148/bpt6k6464496b	Clarac, Frédéric de (1777-1847)	Public domain	impr. de Mme Hérissant le Doux (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6464496b
bpt6k65406277.txt	Atlas unique et singulier	1727	https://data.bnf.fr/ark:/12148/bpt6k65406277		Public domain	[Paris, 1727]	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k65406277
bpt6k96184932.txt	André Cornélis : texte définitif / Paul Bourget,... ; illustrations d'après les aquarelles de Starace	1905	https://data.bnf.fr/ark:/12148/bpt6k96184932	Bourget, Paul (1852-1935)	Public domain	A. Fayard (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k96184932
bpt6k5551071z.txt	La dyspepsie par hypersécrétion gastrique (maladie de Reichmann) / par L. Bouveret,... et E. Devic,...	1891	https://data.bnf.fr/ark:/12148/bpt6k5551071z	Devic, Eugène (1858-1930)	Public domain	J.-B. Baillière et fils (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5551071z
bpt6k9763108r.txt	Les voyages extraordinaires. , Les tribulations d'un Chinois en Chine / par Jules Verne ; [illustrations par Benett]	1902	https://data.bnf.fr/ark:/12148/bpt6k9763108r	Verne, Jules (1828-1905)	Public domain	J. Hetzel (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k9763108r
bpt6k6248019c.txt	Les bibliothèques populaires / par M. Jules Simon	1865	https://data.bnf.fr/ark:/12148/bpt6k6248019c	Simon, Jules (1814-1896)	Public domain	impr. de H. Storck (Lyon)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6248019c
bpt6k6100092p.txt	L'Épigamie des brigands, ou la Latromanie Satyre apologétiq'-antithétique de la rébellion dite Révolution de France	1792	https://data.bnf.fr/ark:/12148/bpt6k6100092p		Public domain		monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6100092p
bpt6k5460822z.txt	[Pétition au Sénat, pour demander l'institution d'un tribunal chargé de juger les rois après leur mort] / [signé V.-A. Chambonnau, 11 avril 1867]	1867	https://data.bnf.fr/ark:/12148/bpt6k5460822z	Chambonnau, V.-A. (18..?-18..?)	Public domain	impr. de G. Larnaudès (Moissac)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k5460822z
bpt6k65765747.txt	Catalogue des monuments exposés au musée gréco-romain d'Alexandrie / ville d'Alexandrie (Égypte) ; réd. par le command G. Botti,...	1900	https://data.bnf.fr/ark:/12148/bpt6k65765747	Alexandrie (Egypte)	Public domain	A. Mourès (Alexandrie)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k65765747
bpt6k6357376n.txt	Leçons sur la cellule, morphologie et reproduction, faites au Collège de France pendant le semestre d'hiver 1893-1894 / par L.-Félix Henneguy,... ; recueillies par Fabre-Domergue,... revues par le professeur...	1896	https://data.bnf.fr/ark:/12148/bpt6k6357376n	Henneguy, Louis Félix (1850-1928)	Public domain	G. Carré (Paris)	monographie imprimée	Bibliothèque nationale de France	https://gallica.bnf.fr/ark:/12148/bpt6k6357376n
