uri,label
http://vocab.getty.edu/aat/300162658,pozzolaancement
http://vocab.getty.edu/aat/300162658,cemento de puzolana
http://vocab.getty.edu/aat/300010418,slag cement
http://vocab.getty.edu/aat/300010418,slag cements
http://vocab.getty.edu/aat/300010418,"cement, slag"
http://vocab.getty.edu/aat/300010418,slakkencement
http://vocab.getty.edu/aat/300010418,Hüttenzement
http://vocab.getty.edu/aat/300010418,cemento de escorias
http://vocab.getty.edu/aat/300010418,cemento siderúrgico
http://vocab.getty.edu/aat/300010418,cemento de alto horno
http://vocab.getty.edu/aat/300014374,soil cement
http://vocab.getty.edu/aat/300014374,"cement, soil"
http://vocab.getty.edu/aat/300014374,soil-cement
http://vocab.getty.edu/aat/300014374,gestabiliseerd zand
http://vocab.getty.edu/aat/300014374,sol-ciment
http://vocab.getty.edu/aat/300014374,cemento de tierra
http://vocab.getty.edu/aat/300010419,sulfur cement
http://vocab.getty.edu/aat/300010419,sulfur cements
http://vocab.getty.edu/aat/300010419,"cements, sulfur"
http://vocab.getty.edu/aat/300010419,"cements, supersulphate"
http://vocab.getty.edu/aat/300010419,"cement, sulfur"
http://vocab.getty.edu/aat/300010419,"cement, supersulphate"
http://vocab.getty.edu/aat/300010419,lute (cement)
http://vocab.getty.edu/aat/300010419,lutes (cement)
http://vocab.getty.edu/aat/300010419,supersulphate cement
http://vocab.getty.edu/aat/300010419,supersulphate cements
http://vocab.getty.edu/aat/300010419,sulphur cement
http://vocab.getty.edu/aat/300010419,sulphur cements
http://vocab.getty.edu/aat/300010419,"cements, sulphur"
http://vocab.getty.edu/aat/300010419,"cement, sulphur"
http://vocab.getty.edu/aat/300010419,zwavelcement
http://vocab.getty.edu/aat/300010419,cemento de sulfuro
http://vocab.getty.edu/aat/300010419,cementos de sulfuro
http://vocab.getty.edu/aat/300010423,tabby (cement)
http://vocab.getty.edu/aat/300010423,schelpencement
http://vocab.getty.edu/aat/300010423,cemento tabí
http://vocab.getty.edu/aat/300010423,cemento atigrado
http://vocab.getty.edu/aat/300080058,black chalk
http://vocab.getty.edu/aat/300080058,"chalk, black"
http://vocab.getty.edu/aat/300080058,"chalk, Italian"
http://vocab.getty.edu/aat/300080058,Italian chalk
http://vocab.getty.edu/aat/300080058,黑堊
http://vocab.getty.edu/aat/300080058,hēi è
http://vocab.getty.edu/aat/300080058,hei e
http://vocab.getty.edu/aat/300080058,hei e
http://vocab.getty.edu/aat/300080058,zwart krijt
http://vocab.getty.edu/aat/300080058,craie noire
http://vocab.getty.edu/aat/300080058,sortkritt
http://vocab.getty.edu/aat/300080058,sortkritt
http://vocab.getty.edu/aat/300080058,creta negra
http://vocab.getty.edu/aat/300011731,precipitated chalk
http://vocab.getty.edu/aat/300011731,artificial calcium carbonate
http://vocab.getty.edu/aat/300011731,"calcium carbonate, artificial"
http://vocab.getty.edu/aat/300011731,"chalk, precipitated"
http://vocab.getty.edu/aat/300011731,沉澱白堊粉
http://vocab.getty.edu/aat/300011731,沉澱白堊
http://vocab.getty.edu/aat/300011731,chén diàn bái è fěn
http://vocab.getty.edu/aat/300011731,chen dian bai e fen
http://vocab.getty.edu/aat/300011731,ch'en tien pai e fen
http://vocab.getty.edu/aat/300011731,geprecipiteerd krijt
http://vocab.getty.edu/aat/300011731,creta precipitada
http://vocab.getty.edu/aat/300080064,red chalk
http://vocab.getty.edu/aat/300080064,"chalk, red"
http://vocab.getty.edu/aat/300080064,natural red chalk
http://vocab.getty.edu/aat/300080064,sanguine (red chalk)
http://vocab.getty.edu/aat/300080064,sanguine (red chalk)
http://vocab.getty.edu/aat/300080064,紅堊
http://vocab.getty.edu/aat/300080064,紅色白堊
http://vocab.getty.edu/aat/300080064,赭紅粉筆
http://vocab.getty.edu/aat/300080064,hóng è
http://vocab.getty.edu/aat/300080064,hong  e
http://vocab.getty.edu/aat/300080064,hung e
http://vocab.getty.edu/aat/300080064,rood krijt
http://vocab.getty.edu/aat/300080064,rødkritt
http://vocab.getty.edu/aat/300080064,rødkritt
http://vocab.getty.edu/aat/300080064,sanguina
http://vocab.getty.edu/aat/300015324,whiting (chalk)
http://vocab.getty.edu/aat/300015324,English white
http://vocab.getty.edu/aat/300015324,gilder's whiting
http://vocab.getty.edu/aat/300015324,Paris white
http://vocab.getty.edu/aat/300015324,"white, English"
http://vocab.getty.edu/aat/300015324,"white, gilder's"
http://vocab.getty.edu/aat/300015324,"white, Paris"
http://vocab.getty.edu/aat/300015324,白堊粉
http://vocab.getty.edu/aat/300015324,巴黎白
http://vocab.getty.edu/aat/300015324,英國白
http://vocab.getty.edu/aat/300015324,bái wù fěn
http://vocab.getty.edu/aat/300015324,bai e  fen
http://vocab.getty.edu/aat/300015324,pai e fen
http://vocab.getty.edu/aat/300015324,"witkalk (krijt, materiaal)"
http://vocab.getty.edu/aat/300015324,blanco de España
http://vocab.getty.edu/aat/300230251,bole (clay)
http://vocab.getty.edu/aat/300230251,bol
http://vocab.getty.edu/aat/300230251,bolus
http://vocab.getty.edu/aat/300230251,bolus
http://vocab.getty.edu/aat/300230251,黏土
http://vocab.getty.edu/aat/300230251,burnish clay
http://vocab.getty.edu/aat/300230251,gilder's burnishing clay
http://vocab.getty.edu/aat/300230251,gilder's clay
http://vocab.getty.edu/aat/300230251,poliment
http://vocab.getty.edu/aat/300230251,紅玄武土
http://vocab.getty.edu/aat/300230251,灰土
http://vocab.getty.edu/aat/300230251,hóng xuán wǔ tǔ
http://vocab.getty.edu/aat/300230251,hong xuan wu tu
http://vocab.getty.edu/aat/300230251,hung hsüan wu t'u
http://vocab.getty.edu/aat/300230251,bol de Armenia
http://vocab.getty.edu/aat/300010441,ball clay
http://vocab.getty.edu/aat/300010441,"clay, ball"
http://vocab.getty.edu/aat/300010441,球狀黏土
http://vocab.getty.edu/aat/300010441,球土
http://vocab.getty.edu/aat/300010441,qiú zhuàng nián tǔ
http://vocab.getty.edu/aat/300010441,qiu zhuang nian tu
http://vocab.getty.edu/aat/300010441,ch'iu chuang nien t'u
http://vocab.getty.edu/aat/300010441,porseleinaarde
http://vocab.getty.edu/aat/300010441,argile plastique
http://vocab.getty.edu/aat/300010441,arcilla grasa
http://vocab.getty.edu/aat/300235507,ceramic (material)
http://vocab.getty.edu/aat/300235507,ceramic material
http://vocab.getty.edu/aat/300235507,"material, ceramic"
http://vocab.getty.edu/aat/300235507,陶瓷 (材料)
http://vocab.getty.edu/aat/300235507,táo cí
http://vocab.getty.edu/aat/300235507,tao ci
http://vocab.getty.edu/aat/300235507,t'ao tz'u
http://vocab.getty.edu/aat/300235507,keramisch (materiaal)
http://vocab.getty.edu/aat/300235507,céramique (material)
http://vocab.getty.edu/aat/300235507,ceramica
http://vocab.getty.edu/aat/300235507,cerâmica
http://vocab.getty.edu/aat/300235507,keramikk
http://vocab.getty.edu/aat/300235507,keramikk
http://vocab.getty.edu/aat/300235507,ladrilho cerâmico
http://vocab.getty.edu/aat/300235507,cerámica (material)
http://vocab.getty.edu/aat/300010463,brick (clay material)
http://vocab.getty.edu/aat/300010463,bricks (clay material)
http://vocab.getty.edu/aat/300010463,磚
http://vocab.getty.edu/aat/300010463,baksteen
http://vocab.getty.edu/aat/300010463,ladrillo
http://vocab.getty.edu/aat/300010463,zhuān
http://vocab.getty.edu/aat/300010463,xamitl
http://vocab.getty.edu/aat/300010463,zhuan
http://vocab.getty.edu/aat/300010463,brique
http://vocab.getty.edu/aat/300010463,xamjtl
http://vocab.getty.edu/aat/300010463,chuan
http://vocab.getty.edu/aat/300010463,tijolos
http://vocab.getty.edu/aat/300010463,tetl
http://vocab.getty.edu/aat/300010463,tijolo
http://vocab.getty.edu/aat/300010463,bakstenen
http://vocab.getty.edu/aat/300010463,blok
http://vocab.getty.edu/aat/300010463,ladrillos
http://vocab.getty.edu/aat/300010463,ladriyoh
http://vocab.getty.edu/aat/300010675,Coade stone
http://vocab.getty.edu/aat/300010675,"stone, Coade"
http://vocab.getty.edu/aat/300010675,coade stone
http://vocab.getty.edu/aat/300010675,coade stone
http://vocab.getty.edu/aat/300010675,柯德石料
http://vocab.getty.edu/aat/300010675,ke de shi liao
http://vocab.getty.edu/aat/300010675,kē dé shí liào
http://vocab.getty.edu/aat/300010675,k'o te shih liao
http://vocab.getty.edu/aat/300010675,piedra Coade
http://vocab.getty.edu/aat/300010457,fireclay (clay)
http://vocab.getty.edu/aat/300010457,"clay, refractory"
http://vocab.getty.edu/aat/300010457,fire clay (clay)
http://vocab.getty.edu/aat/300010457,refractory clay
http://vocab.getty.edu/aat/300010457,fire-clay (clay)
http://vocab.getty.edu/aat/300010457,耐火泥
http://vocab.getty.edu/aat/300010457,耐火黏土
http://vocab.getty.edu/aat/300010457,nài huǒ ní
http://vocab.getty.edu/aat/300010457,nai huo ni
http://vocab.getty.edu/aat/300010457,nai huo ni
http://vocab.getty.edu/aat/300010457,vuurvaste klei
http://vocab.getty.edu/aat/300010457,arcilla refractaria
http://vocab.getty.edu/aat/300010442,banco (clay)
http://vocab.getty.edu/aat/300010442,banco (material)
http://vocab.getty.edu/aat/300010442,banco
http://vocab.getty.edu/aat/300010453,potter's clay
http://vocab.getty.edu/aat/300010453,"clay, potter's"
http://vocab.getty.edu/aat/300010453,"earth, potter's"
http://vocab.getty.edu/aat/300010453,potter's earth
http://vocab.getty.edu/aat/300010453,陶土
http://vocab.getty.edu/aat/300010453,táo tǔ
http://vocab.getty.edu/aat/300010453,tao tu
http://vocab.getty.edu/aat/300010453,t'ao t'u
http://vocab.getty.edu/aat/300010453,pottenbakkersklei (materiaal naar functie)
http://vocab.getty.edu/aat/300010453,arcilla de alfarero
http://vocab.getty.edu/aat/300010443,catlinite
http://vocab.getty.edu/aat/300010443,pipestone
http://vocab.getty.edu/aat/300010443,catliniet
http://vocab.getty.edu/aat/300010443,arcilla roja
http://vocab.getty.edu/aat/300010735,cob (clay mixture material)
http://vocab.getty.edu/aat/300010735,cob
http://vocab.getty.edu/aat/300010735,柴泥灰墁
http://vocab.getty.edu/aat/300010735,草泥黏土
http://vocab.getty.edu/aat/300010735,草泥
http://vocab.getty.edu/aat/300010735,chái ní huī màn
http://vocab.getty.edu/aat/300010735,chai ni hui man
http://vocab.getty.edu/aat/300010735,ch'ai ni hui man
http://vocab.getty.edu/aat/300010735,klei met stro (kleiproduct)
http://vocab.getty.edu/aat/300010735,ladrillo crudo
http://vocab.getty.edu/aat/300448599,cement-stabilized clay
http://vocab.getty.edu/aat/300448599,cement stabilized clay
http://vocab.getty.edu/aat/300264869,grog
http://vocab.getty.edu/aat/300264869,grog
http://vocab.getty.edu/aat/300264869,fire-clay (grog)
http://vocab.getty.edu/aat/300264869,fire clay (grog)
http://vocab.getty.edu/aat/300264869,chamotte
http://vocab.getty.edu/aat/300264869,黏土熟料
http://vocab.getty.edu/aat/300264869,熟料
http://vocab.getty.edu/aat/300264869,nián tǔ shóu liào
http://vocab.getty.edu/aat/300264869,nian tu shou liao
http://vocab.getty.edu/aat/300264869,nien t'u shou liao
http://vocab.getty.edu/aat/300264869,chamotte-leire
http://vocab.getty.edu/aat/300264869,chamotte-leire
http://vocab.getty.edu/aat/300210312,fuller's earth
http://vocab.getty.edu/aat/300210312,漂白土
http://vocab.getty.edu/aat/300210312,piào bái tǔ
http://vocab.getty.edu/aat/300210312,piao bai tu
http://vocab.getty.edu/aat/300210312,p'iao pai t'u
http://vocab.getty.edu/aat/300210312,vollersaarde
http://vocab.getty.edu/aat/300210312,tierra de batán
http://vocab.getty.edu/aat/300010669,terracotta
http://vocab.getty.edu/aat/300010669,terracotta (clay material)
http://vocab.getty.edu/aat/300010669,terracotta (argilla)
http://vocab.getty.edu/aat/300010669,terra cotta (clay material)
http://vocab.getty.edu/aat/300010669,terra-cotta (clay material)
http://vocab.getty.edu/aat/300010669,赤陶
http://vocab.getty.edu/aat/300010669,赤陶土
http://vocab.getty.edu/aat/300010669,chì táo
http://vocab.getty.edu/aat/300010669,chi tao
http://vocab.getty.edu/aat/300010669,ch'ih t'ao
http://vocab.getty.edu/aat/300010669,terrakotta
http://vocab.getty.edu/aat/300010669,terrakotta
http://vocab.getty.edu/aat/300010669,terracota (clay material)
http://vocab.getty.edu/aat/300010630,torchis
http://vocab.getty.edu/aat/300010630,torchis
http://vocab.getty.edu/aat/300010630,torchis
http://vocab.getty.edu/aat/300010630,泥巴混凝土
http://vocab.getty.edu/aat/300010630,柴泥
http://vocab.getty.edu/aat/300010630,ní bā hùn níng tǔ
http://vocab.getty.edu/aat/300010630,ni ba hun ning tu
http://vocab.getty.edu/aat/300010630,ni pa hun ning t'u
http://vocab.getty.edu/aat/300444205,gault
http://vocab.getty.edu/aat/300444205,gault clay
http://vocab.getty.edu/aat/300444205,Gault clay
http://vocab.getty.edu/aat/300010445,kaolin
http://vocab.getty.edu/aat/300010445,kaolin
http://vocab.getty.edu/aat/300010445,高嶺土
http://vocab.getty.edu/aat/300010445,kaoline
http://vocab.getty.edu/aat/300010445,gāo lǐng tǔ
http://vocab.getty.edu/aat/300010445,China clay
http://vocab.getty.edu/aat/300010445,China-clay
http://vocab.getty.edu/aat/300010445,gao ling tu
http://vocab.getty.edu/aat/300010445,kao ling t'u
http://vocab.getty.edu/aat/300010445,Devonshire clay
http://vocab.getty.edu/aat/300010445,瓷土
http://vocab.getty.edu/aat/300010445,白陶土
http://vocab.getty.edu/aat/300010445,kaolien (klei naar samenstelling)
http://vocab.getty.edu/aat/300010445,caolín
http://vocab.getty.edu/aat/300010449,malm
http://vocab.getty.edu/aat/300010449,mam (clay)
http://vocab.getty.edu/aat/300010449,zachte kalkzandsteen
http://vocab.getty.edu/aat/300010449,imitación de magra
http://vocab.getty.edu/aat/300010449,imitación de marga
http://vocab.getty.edu/aat/300010451,marl
http://vocab.getty.edu/aat/300010451,calcareous clay
http://vocab.getty.edu/aat/300010451,"clay, calcareous"
http://vocab.getty.edu/aat/300010451,泥灰
http://vocab.getty.edu/aat/300010451,石灰泥
http://vocab.getty.edu/aat/300010451,ní huī
http://vocab.getty.edu/aat/300010451,ni hui
http://vocab.getty.edu/aat/300010451,ni hui
http://vocab.getty.edu/aat/300010451,mergel
http://vocab.getty.edu/aat/300010451,arcilla magra
http://vocab.getty.edu/aat/300444203,native clay
http://vocab.getty.edu/aat/300444203,"clay, native"
http://vocab.getty.edu/aat/300180681,pipe clay
http://vocab.getty.edu/aat/300180681,"clay, pipe"
http://vocab.getty.edu/aat/300180681,pipe-clay
http://vocab.getty.edu/aat/300180681,terre de pipe
http://vocab.getty.edu/aat/300180681,terre de pipe
http://vocab.getty.edu/aat/300180681,terre-de-pipe
http://vocab.getty.edu/aat/300180681,terre-de-pipe
http://vocab.getty.edu/aat/300180681,pijpaarde
http://vocab.getty.edu/aat/300180681,terre à pipe
http://vocab.getty.edu/aat/300180681,arcilla plástica
http://vocab.getty.edu/aat/300180681,blanquizar
http://vocab.getty.edu/aat/300010459,engobe
http://vocab.getty.edu/aat/300010459,slip (clay)
http://vocab.getty.edu/aat/300010459,slips (clays)
http://vocab.getty.edu/aat/300010459,"clay, slip"
http://vocab.getty.edu/aat/300010459,slip clay
http://vocab.getty.edu/aat/300010459,ingobbio
http://vocab.getty.edu/aat/300010459,engobe (klei)
http://vocab.getty.edu/aat/300010459,pasta líquida
http://vocab.getty.edu/aat/300375530,terre de Lorraine
http://vocab.getty.edu/aat/300375530,terre de Lorraine
http://vocab.getty.edu/aat/300375530,Terre de Lorraine
http://vocab.getty.edu/aat/300375530,terre-de-Lorraine
http://vocab.getty.edu/aat/300375530,Lorraine clay
http://vocab.getty.edu/aat/300375530,洛林黏土
http://vocab.getty.edu/aat/300375530,羅瑞恩黏土
http://vocab.getty.edu/aat/300375530,luò lín nián tǔ
http://vocab.getty.edu/aat/300375530,luo lin nian tu
http://vocab.getty.edu/aat/300375530,lo lin nien t'u
http://vocab.getty.edu/aat/300404797,unfired clay
http://vocab.getty.edu/aat/300404797,"clay, unfired"
http://vocab.getty.edu/aat/300404797,ongebakken klei
http://vocab.getty.edu/aat/300010741,béton
http://vocab.getty.edu/aat/300010741,beton (specifieke samenstelling)
http://vocab.getty.edu/aat/300010741,hormigón de cemento
http://vocab.getty.edu/aat/300010741,betón
http://vocab.getty.edu/aat/300010741,hormigón armado
http://vocab.getty.edu/aat/300010756,insulating concrete
http://vocab.getty.edu/aat/300010756,"concrete, insulating"
http://vocab.getty.edu/aat/300010756,isolatiebeton
http://vocab.getty.edu/aat/300010756,béton isolant
http://vocab.getty.edu/aat/300010756,hormigón aislante
http://vocab.getty.edu/aat/300010760,air-entrained concrete
http://vocab.getty.edu/aat/300010760,air entrained concrete
http://vocab.getty.edu/aat/300010760,"concrete, air-entrained"
http://vocab.getty.edu/aat/300010760,aerated concrete
http://vocab.getty.edu/aat/300010760,"concrete, aerated"
http://vocab.getty.edu/aat/300010760,cellular concrete
http://vocab.getty.edu/aat/300010760,"concrete, cellular"
http://vocab.getty.edu/aat/300010760,伴沫混凝土
http://vocab.getty.edu/aat/300010760,bàn mò hǔn níng tǔ
http://vocab.getty.edu/aat/300010760,ban mo hun ning tu
http://vocab.getty.edu/aat/300010760,pan mo hun ning t'u
http://vocab.getty.edu/aat/300010760,luchthoudend beton
http://vocab.getty.edu/aat/300010760,hormigón celular
http://vocab.getty.edu/aat/300010760,hormigón con aire ocluido
http://vocab.getty.edu/aat/300010777,expansive concrete
http://vocab.getty.edu/aat/300010777,expansive concretes
http://vocab.getty.edu/aat/300010777,"concrete, expanding"
http://vocab.getty.edu/aat/300010777,"concrete, expansive"
http://vocab.getty.edu/aat/300010777,"concrete, self-stressing"
http://vocab.getty.edu/aat/300010777,"concretes, expanding"
http://vocab.getty.edu/aat/300010777,"concretes, expansive"
http://vocab.getty.edu/aat/300010777,"concrete, shrinkage-compensating"
http://vocab.getty.edu/aat/300010777,"concretes, self-stressing"
http://vocab.getty.edu/aat/300010777,expanding concrete
http://vocab.getty.edu/aat/300010777,expanding concretes
http://vocab.getty.edu/aat/300010777,expansive-cement concrete
http://vocab.getty.edu/aat/300010777,expansive-cement concretes
http://vocab.getty.edu/aat/300010777,self-stressing concrete
http://vocab.getty.edu/aat/300010777,self-stressing concretes
http://vocab.getty.edu/aat/300010777,shrinkage-compensating concrete
http://vocab.getty.edu/aat/300010777,shrinkage-compensating concretes
http://vocab.getty.edu/aat/300010777,expansief beton
http://vocab.getty.edu/aat/300010777,hormigón expansivo
http://vocab.getty.edu/aat/300010777,hormigones expansivos
http://vocab.getty.edu/aat/300010739,asphalt concrete
http://vocab.getty.edu/aat/300010739,asphaltic concrete
http://vocab.getty.edu/aat/300010739,"concrete, asphalt"
http://vocab.getty.edu/aat/300010739,blacktop
http://vocab.getty.edu/aat/300010739,asphalt (asphalt concrete)
http://vocab.getty.edu/aat/300010739,asfaltbeton
http://vocab.getty.edu/aat/300010739,hormigón asfáltico
http://vocab.getty.edu/aat/300010739,hormigón de asfalto
http://vocab.getty.edu/aat/300010742,cinder concrete
http://vocab.getty.edu/aat/300010742,"concrete, cinder"
http://vocab.getty.edu/aat/300010742,slakkenbeton
http://vocab.getty.edu/aat/300010742,hormigón de cenizas
http://vocab.getty.edu/aat/300240021,cast-in-place concrete
http://vocab.getty.edu/aat/300240021,cast concrete
http://vocab.getty.edu/aat/300240021,cast-in-place
http://vocab.getty.edu/aat/300240021,"concrete, cast"
http://vocab.getty.edu/aat/300240021,"concrete, cast-in-place"
http://vocab.getty.edu/aat/300240021,"concrete, poured-in-place"
http://vocab.getty.edu/aat/300240021,poured-in-place concrete
http://vocab.getty.edu/aat/300240021,ter plekke gestort beton
http://vocab.getty.edu/aat/300240021,concreto moldado
http://vocab.getty.edu/aat/300240021,"hormigón moldeado ""in situ"""
http://vocab.getty.edu/aat/300240021,fundido in situ
http://vocab.getty.edu/aat/300010780,heat-resistant concrete
http://vocab.getty.edu/aat/300010780,heat-resistant concretes
http://vocab.getty.edu/aat/300010780,"concrete, heat resistant"
http://vocab.getty.edu/aat/300010780,"concrete, heat-resistant"
http://vocab.getty.edu/aat/300010780,"concretes, heat resistant"
http://vocab.getty.edu/aat/300010780,"concretes, heat-resistant"
http://vocab.getty.edu/aat/300010780,heat resistant concrete
http://vocab.getty.edu/aat/300010780,heat resistant concretes
http://vocab.getty.edu/aat/300010780,hittebestendig beton
http://vocab.getty.edu/aat/300010780,hormigón termoresistente
http://vocab.getty.edu/aat/300010780,hormigones termoresistentes
http://vocab.getty.edu/aat/300010743,colloidal concrete
http://vocab.getty.edu/aat/300010743,"concrete, colloidal"
http://vocab.getty.edu/aat/300010743,colloïdaal beton
http://vocab.getty.edu/aat/300010743,hormigón coloidal
http://vocab.getty.edu/aat/300133118,foamed concrete
http://vocab.getty.edu/aat/300133118,foamed concretes
http://vocab.getty.edu/aat/300133118,"concrete, foamed"
http://vocab.getty.edu/aat/300133118,foam concrete
http://vocab.getty.edu/aat/300133118,foam concretes
http://vocab.getty.edu/aat/300133118,schuimbeton
http://vocab.getty.edu/aat/300133118,béton-mousse
http://vocab.getty.edu/aat/300133118,béton expansé
http://vocab.getty.edu/aat/300133118,hormigón espumado
http://vocab.getty.edu/aat/300387519,high performance concrete
http://vocab.getty.edu/aat/300387519,"concrete, high performance"
http://vocab.getty.edu/aat/300387519,HPC (concrete)
http://vocab.getty.edu/aat/300387519,hogesterktebeton
http://vocab.getty.edu/aat/300010744,cyclopean concrete
http://vocab.getty.edu/aat/300010744,cyclopean concretes
http://vocab.getty.edu/aat/300010744,"concrete, cyclopean"
http://vocab.getty.edu/aat/300010744,"concretes, cyclopean"
http://vocab.getty.edu/aat/300010744,cyclopenbeton
http://vocab.getty.edu/aat/300010744,hormigón ciclópeo
http://vocab.getty.edu/aat/300010744,hormigónes ciclópeos
http://vocab.getty.edu/aat/300010767,gunite
http://vocab.getty.edu/aat/300010767,"concrete, sprayed"
http://vocab.getty.edu/aat/300010767,guncrete
http://vocab.getty.edu/aat/300010767,shotcrete
http://vocab.getty.edu/aat/300010767,sprayed concrete
http://vocab.getty.edu/aat/300010767,spuitbeton
http://vocab.getty.edu/aat/300010767,hormigón bombeado
http://vocab.getty.edu/aat/300010767,gunita
http://vocab.getty.edu/aat/300010783,no-fines concrete
http://vocab.getty.edu/aat/300010783,"concrete, no-fines"
http://vocab.getty.edu/aat/300010783,no fines concrete
http://vocab.getty.edu/aat/300010783,open beton
http://vocab.getty.edu/aat/300010783,hormigón sin arena
http://vocab.getty.edu/aat/300010748,lime concrete
http://vocab.getty.edu/aat/300010748,"concrete, lime"
http://vocab.getty.edu/aat/300010748,kalkbeton
http://vocab.getty.edu/aat/300010748,béton de chaux
http://vocab.getty.edu/aat/300010748,kalk
http://vocab.getty.edu/aat/300010748,kalk
http://vocab.getty.edu/aat/300010748,hormigón de cal
http://vocab.getty.edu/aat/300010771,precast concrete
http://vocab.getty.edu/aat/300010771,"concrete, precast"
http://vocab.getty.edu/aat/300010771,pre-cast concrete
http://vocab.getty.edu/aat/300010771,"concrete, pre-cast"
http://vocab.getty.edu/aat/300010771,voorgestort beton
http://vocab.getty.edu/aat/300010771,concreto pré-moldado
http://vocab.getty.edu/aat/300010771,hormigón prefabricado
http://vocab.getty.edu/aat/300010784,normal-weight concrete
http://vocab.getty.edu/aat/300010784,"concrete, normal-weight"
http://vocab.getty.edu/aat/300010784,normal weight concrete
http://vocab.getty.edu/aat/300010784,normaal beton
http://vocab.getty.edu/aat/300010784,hormigón de peso normal
http://vocab.getty.edu/aat/300010749,polymer-impregnated concrete
http://vocab.getty.edu/aat/300010749,"concrete, plastic"
http://vocab.getty.edu/aat/300010749,"concrete, polymer-impregnated"
http://vocab.getty.edu/aat/300010749,"concrete, resin"
http://vocab.getty.edu/aat/300010749,plastic concrete
http://vocab.getty.edu/aat/300010749,polymer concrete
http://vocab.getty.edu/aat/300010749,resin concrete
http://vocab.getty.edu/aat/300010749,polymeer-geïmpregneerd beton
http://vocab.getty.edu/aat/300010749,plastbetong
http://vocab.getty.edu/aat/300010749,plastbetong
http://vocab.getty.edu/aat/300010749,hormigón impregnado de polímeros
http://vocab.getty.edu/aat/300010772,prestressed concrete
http://vocab.getty.edu/aat/300010772,"concrete, prestressed"
http://vocab.getty.edu/aat/300010772,pre-stressed concrete
http://vocab.getty.edu/aat/300010772,"concrete, pre-stressed"
http://vocab.getty.edu/aat/300010772,voorgespannen beton
http://vocab.getty.edu/aat/300010772,hormigón pretensado
http://vocab.getty.edu/aat/300380308,self-consolidating concrete
http://vocab.getty.edu/aat/300380308,"concrete, self-consolidating"
http://vocab.getty.edu/aat/300380308,self-compacting concrete
http://vocab.getty.edu/aat/300380308,SCC
http://vocab.getty.edu/aat/300380308,zelfverdichtend beton
http://vocab.getty.edu/aat/300444196,poured concrete
http://vocab.getty.edu/aat/300444196,"concrete, poured"
http://vocab.getty.edu/aat/300010774,ready-mixed concrete
http://vocab.getty.edu/aat/300010774,"concrete, ready-mixed"
http://vocab.getty.edu/aat/300010774,transportbeton
http://vocab.getty.edu/aat/300010774,hormigón preamasado
http://vocab.getty.edu/aat/300010774,hormigón mezclado en fábrica
http://vocab.getty.edu/aat/300010786,sulfate-resistant concrete
http://vocab.getty.edu/aat/300010786,"concrete, sulfate-resistant"
http://vocab.getty.edu/aat/300010786,sulfate resistant concrete
http://vocab.getty.edu/aat/300010786,sulfate-resisting concrete
http://vocab.getty.edu/aat/300010786,sulphate resistant concrete
http://vocab.getty.edu/aat/300010786,sulphate-resistant concrete
http://vocab.getty.edu/aat/300010786,"concrete, sulphate-resistant"
http://vocab.getty.edu/aat/300010786,抗硫酸鹽混凝土
http://vocab.getty.edu/aat/300010786,kàng liú suān yán hùn níng tǔ
http://vocab.getty.edu/aat/300010786,kang liu suan yan hun ning tu
http://vocab.getty.edu/aat/300010786,k'ang liu suan yan hun ning t'u
http://vocab.getty.edu/aat/300010786,sulfaatbestendig beton
http://vocab.getty.edu/aat/300010786,hormigón resistente al sulfato
http://vocab.getty.edu/aat/300010753,rubble concrete
http://vocab.getty.edu/aat/300010753,"concrete, rubble"
http://vocab.getty.edu/aat/300010753,breuksteenbeton
http://vocab.getty.edu/aat/300010753,hormigón de mampuestos
http://vocab.getty.edu/aat/300010775,reinforced concrete
http://vocab.getty.edu/aat/300010775,reinforced concretes
http://vocab.getty.edu/aat/300010775,"concrete, reinforced"
http://vocab.getty.edu/aat/300010775,"concretes, reinforced"
http://vocab.getty.edu/aat/300010775,hormigón armado
http://vocab.getty.edu/aat/300010775,ferro concrete
http://vocab.getty.edu/aat/300010775,ferro-concrete
http://vocab.getty.edu/aat/300010775,ferroconcrete
http://vocab.getty.edu/aat/300010775,ferro concretes
http://vocab.getty.edu/aat/300010775,ferroconcretes
http://vocab.getty.edu/aat/300010775,steel concrete
http://vocab.getty.edu/aat/300010775,steel concretes
http://vocab.getty.edu/aat/300010775,béton armé
http://vocab.getty.edu/aat/300010775,béton armé
http://vocab.getty.edu/aat/300010775,reinforced cement concrete
http://vocab.getty.edu/aat/300010775,RCC
http://vocab.getty.edu/aat/300010775,鋼筋混凝土
http://vocab.getty.edu/aat/300010775,鋼筋水泥
http://vocab.getty.edu/aat/300010775,gāng jīn hǔn níng tǔ
http://vocab.getty.edu/aat/300010775,gang jin hun ning tu
http://vocab.getty.edu/aat/300010775,kang chin hun ning t'u
http://vocab.getty.edu/aat/300010775,gewapend beton
http://vocab.getty.edu/aat/300010775,bétons armées
http://vocab.getty.edu/aat/300010775,concreto armado
http://vocab.getty.edu/aat/300010775,betão armado
http://vocab.getty.edu/aat/300010775,cimento armado
http://vocab.getty.edu/aat/300010775,hormigones armados
http://vocab.getty.edu/aat/300010754,slag concrete
http://vocab.getty.edu/aat/300010754,"concrete, slag"
http://vocab.getty.edu/aat/300010754,slakkenbeton
