id	year	author	title	filename	link
1942__Eredia_Filippo__Nuovi_orizzonti_della_meteorologia.txt	1942	Eredia, Filippo	Nuovi orizzonti della meteorologia
1968__Marinetti_Filippo_Tommaso__Gli_Indomabili.txt	1968	Marinetti, Filippo Tommaso	Gli Indomabili
1841__Sacchi_Defendente__La_pianta_dei_sospiri.txt	1841	Sacchi, Defendente	La pianta dei sospiri
1885__Goethe_Johann_Wolfgang_von__Principii_di_filosofia_zoologica_e_anatomia_comparata.txt	1885	Goethe, Johann Wolfgang: von	Principii di filosofia zoologica e anatomia comparata
1901__Contessa_Lara__LInnamorata.txt	1901	Contessa Lara	L'Innamorata
1626__Grassi_Orazio_alias_Lothario_Sarsi__Ratio_ponderum_librae_et_simbellae_in_qua_quid_Lotharij_Sarsij_libra_astronomica_quidque_Galilei_Gal.txt	1626	Grassi, Orazio (alias Lothario Sarsi)	Ratio ponderum librae et simbellae: in qua quid è Lotharij Sarsij libra astronomica, quidque è Galilei Galilei simbellatore, de cometis statuendum sit, ... proponitur. Auctore eodem Lothario Sarsio Sigensano
1811__Lavater_Johann_Caspar__Il_Lavater_delle_donne_o_sia_Larte_di_conoscere_le_femmine_dalla_loro_fisionomia.txt	1811	Lavater, Johann Caspar	Il Lavater delle donne, o sia L'arte di conoscere le femmine dalla loro fisionomia
1916__Neera_Anna_Radius_Zuccari__Un_nido.txt	1916	Neera (Anna Radius Zuccari)	Un nido
1955__Goldoni_Carlo__La_castalda.txt	1955	Goldoni, Carlo	La castalda
1892__Poe_Edgar_Allan__Poesie_di_Edgar_Poe.txt	1892	Poe, Edgar Allan	Poesie di Edgar Poe
1989__Saluzzo_Roero_Diodata__Novelle.txt	1989	Saluzzo Roero, Diodata	Novelle
2009__DAfro_Pelagio_Giuseppe_DEmilio_Arturo_Fabra_Roberto_Fogliardi_Alessandro_Papini__I_ciccioni_esplosivi.txt	2009	D’Afro, Pelagio (Giuseppe D’Emilio, Arturo Fabra, Roberto Fogliardi, Alessandro Papini)	I ciccioni esplosivi
1966__Artom_Emanuele__Diari_gennaio_1940febbraio_1944.txt	1966	Artom, Emanuele	Diari: gennaio 1940-febbraio 1944
1896__Marchesa_Colombi_alias_Maria_Antonietta_Torriani_TorelliViollier__Cara_Speranza.txt	1896	Marchesa Colombi (alias Maria Antonietta Torriani Torelli-Viollier)	Cara Speranza
1985__Morselli_Enrico__Carlo_Darwin.txt	1985	Morselli, Enrico	Carlo Darwin
1928__Tolstoj_Lev_Nikolaevi__Risurrezione.txt	1928	Tolstoj, Lev Nikolaevič	Risurrezione
2001____Messa_di_requiem.txt	2001		Messa di requiem
1911__Baudelaire_Charles__La_Fanfarlo_e_Il_giovane_incantatore.txt	1911	Baudelaire, Charles	La Fanfarlo e Il giovane incantatore
1894__Serao_Matilde__Le_amanti_La_grande_fiamma_Tramontando_il_sole_Lamante_sciocca_Sogno_di_una_notte_destate.txt	1894	Serao, Matilde	Le amanti : La grande fiamma, Tramontando il sole, L'amante sciocca, Sogno di una notte d'estate
1992__Capuana_Luigi__Il_raccontafiabe_Seguito_al_Cera_una_volta.txt	1992	Capuana, Luigi	Il raccontafiabe. Seguito al «C'era una volta...»
1926__Invernizio_Carolina__Il_bacio_duna_morta.txt	1926	Invernizio, Carolina	Il bacio d'una morta
1923__Serao_Matilde__Nel_paese_di_Ges_ricordi_di_un_viaggio_in_Palestina.txt	1923	Serao, Matilde	Nel paese di Gesù : ricordi di un viaggio in Palestina
1812__Gervasoni_Carlo__Nuova_teoria_di_musica_ricavata_dalla_odierna_pratica.txt	1812	Gervasoni, Carlo	Nuova teoria di musica ricavata dalla odierna pratica
2003__Diamante_Patrizia__Lultimo_colpo_di_Horst_Fantazzini.txt	2003	Diamante, Patrizia	L'ultimo colpo di Horst Fantazzini
1974__Faldella_Giovanni__Donna_Folgore.txt	1974	Faldella, Giovanni	Donna Folgore
1883__Marchesa_Colombi_alias_Maria_Antonietta_Torriani_TorelliViollier__Senzamore.txt	1883	Marchesa Colombi (alias Maria Antonietta Torriani Torelli-Viollier)	Senz'amore
1925__Guglielminetti_Amalia__Anime_allo_specchio.txt	1925	Guglielminetti, Amalia	Anime allo specchio
1897__Fiorini_Vittorio__I_Francesi_in_Italia_17961815_conferenza_tenuta_a_Firenze_nel_1896.txt	1897	Fiorini, Vittorio	I Francesi in Italia (1796-1815) (conferenza tenuta a Firenze nel 1896)
1933__Guicciardini_Francesco__Discorsi_politici.txt	1933	Guicciardini, Francesco	Discorsi politici
1872__Amari_Michele__Storia_dei_musulmani_di_Sicilia_Volume_3_parte_2.txt	1872	Amari, Michele	Storia dei musulmani di Sicilia. Volume 3, parte 2
1908__Zuccoli_Luciano__Lamore_di_Loredana.txt	1908	Zuccoli, Luciano	L'amore di Loredana
1934____Le_mille_e_una_notte_Novelle_arabe.txt	1934		Le mille e una notte : Novelle arabe
1884__De_Amicis_Edmondo__Novelle.txt	1884	De Amicis, Edmondo	Novelle
1806__Tiraboschi_Girolamo__Storia_della_letteratura_italiana_del_cav_Abate_Girolamo_Tiraboschi_Tomo_3_Parte_2_Dalla_caduta_dell.txt	1806	Tiraboschi, Girolamo	Storia della letteratura italiana del cav. Abate Girolamo Tiraboschi – Tomo 3. – Parte 2:
1993__Guicciardini_Francesco__Memorie_di_famiglia.txt	1993	Guicciardini, Francesco	Memorie di famiglia
1896__Rapisardi_Mario__Africa_Orrenda.txt	1896	Rapisardi, Mario	Africa Orrenda
1920__Graf_Arturo__Foscolo_Manzoni_Leopardi_saggi_di_Arturo_Graf_aggiuntovi_Preraffaelliti_simbolisti_ed_esteti_e_Lette.txt	1920	Graf, Arturo	Foscolo, Manzoni, Leopardi / saggi di Arturo Graf ; aggiuntovi Preraffaelliti, simbolisti ed esteti e Letteratura dell'avvenire
2008__Wu_Ming__Previsioni_del_tempo.txt	2008	Wu Ming	Previsioni del tempo
1588__Aretino_Pietro__La_Talanta.txt	1588	Aretino, Pietro	La Talanta
1890__Cavallotti_Felice__Lea.txt	1890	Cavallotti, Felice	Lea
1862__Monteverde_Cesare__I_demagoghi_o_i_misteri_di_Livorno.txt	1862	Monteverde, Cesare	I demagoghi o i misteri di Livorno
1947__Metastasio_Pietro__La_pace_fra_le_tre_dee.txt	1947	Metastasio, Pietro	La pace fra le tre dee
1882__Colonna_Vittoria_Stampa_Gaspara_Gmbara_Veronica__Rime_di_tre_gentildonne_del_secolo_16.txt	1882	Colonna, Vittoria - Stampa Gaspara - Gàmbara Veronica	Rime di tre gentildonne del secolo 16.
1850__Piola_Gabrio__Lettere_scientifiche_di_Evasio_ad_Uranio.txt	1850	Piola, Gabrio	Lettere scientifiche di Evasio ad Uranio
1370__William_Shakespeare__Tutto_bene_quel_che_finisce_bene.txt	1370	William Shakespeare	Tutto è bene quel che finisce bene
1893__Rossi_Adolfo__Nel_paese_dei_dollari_Tre_anni_a_NewYork.txt	1893	Rossi, Adolfo	Nel paese dei dollari (Tre anni a New-York)
1919__Di_Giacomo_Salvatore__Novelle_Napolitane.txt	1919	Di Giacomo, Salvatore	Novelle Napolitane
1822__Giannone_Pietro__Istoria_civile_del_Regno_di_Napoli_volume_quarto.txt	1822	Giannone Pietro	Istoria civile del Regno di Napoli, volume quarto
1983__Tozzi_Federigo__Il_podere.txt	1983	Tozzi, Federigo	Il podere
1923__Mosca_Gaetano__Elementi_di_scienza_politica.txt	1923	Mosca, Gaetano	Elementi di scienza politica
1910__Moneta_Ernesto_Teodoro__Lopera_delle_societ_della_pace_dalla_loro_origine_ad_oggi.txt	1910	Moneta, Ernesto Teodoro	L'opera delle società della pace dalla loro origine ad oggi
1940__Moretti_Foggia_della_Rovere_Amalia__Parla_il_Dottor_Amal_su_piante_medicinali.txt	1940	Moretti Foggia della Rovere, Amalia	Parla il Dottor Amal su piante medicinali
1838__Botta_Carlo__Storia_dItalia_dal_1789_al_1814_Tomo_III.txt	1838	Botta, Carlo	Storia d'Italia dal 1789 al 1814. Tomo III
1876__anonimo__Antiquarie_Prospettiche_Romane_composte_per_prospettivo_milanese_dipintore.txt	1876	anonimo	Antiquarie Prospettiche Romane composte per prospettivo milanese dipintore
1907__Gregorovius_Ferdinand__Passeggiate_per_lItalia_vol_2.txt	1907	Gregorovius, Ferdinand	Passeggiate per l'Italia, vol. 2
1909__Benelli_Sem__La_cena_delle_beffe.txt	1909	Benelli, Sem	La cena delle beffe
1962__Volterra_Vito__I_fisici_italiani_e_le_ricerche_di_Faraday.txt	1962	Volterra, Vito	I fisici italiani e le ricerche di Faraday
1944__Yambo_Novelli_Enrico__Viaggi_e_avventure_attraverso_il_Tempo_e_lo_Spazio.txt	1944	Yambo (Novelli, Enrico)	Viaggi e avventure attraverso il Tempo e lo Spazio
1934__Formichi_Carlo_18711943__Il_Nepal.txt	1934	Formichi, Carlo <1871-1943>	Il Nepal
1974__Guicciardini_Francesco__Storie_fiorentine_dal_1378_al_1509.txt	1974	Guicciardini, Francesco	Storie fiorentine dal 1378 al 1509
1918__Ghersi_Italo__Ricettario_domestico_enciclopedia_moderna_per_la_casa.txt	1918	Ghersi, Italo	Ricettario domestico : enciclopedia moderna per la casa
1917__Bolza_Giorgio__Il_dovere_di_resistere.txt	1917	Bolza, Giorgio	Il dovere di resistere
1757__Domenico_di_Giovanni_detto_il_Burchiello_Firenze_1404_Roma_1449__SONETTI.txt	1757	Domenico di Giovanni, detto il Burchiello (Firenze 1404 - Roma 1449),	SONETTI
1829__Renier_Michiel_Giustina__Origine_delle_feste_veneziane_vol_VI.txt	1829	Renier Michiel, Giustina	Origine delle feste veneziane (vol. VI)
1874__Cavallotti_Felice__Alcibiade_la_critica_e_il_secolo_di_Pericle.txt	1874	Cavallotti, Felice	Alcibiade, la critica e il secolo di Pericle
1960__Danti_Vincenzo_1530_1576__Trattato_delle_perfette_proporzioni.txt	1960	Danti, Vincenzo (1530 - 1576)	Trattato delle perfette proporzioni
1979__Ferrari_Paolo__Goldoni_e_le_sue_sedici_commedie_nuove.txt	1979	Ferrari, Paolo	Goldoni e le sue sedici commedie nuove
1920__Ughetti_Giovanni_Battista_18521930__L_arte_di_riposare_consigli_di_un_vecchio_medico.txt	1920	Ughetti, Giovanni Battista <1852-1930>	L' arte di riposare : consigli di un vecchio medico
1904__Barrili_Anton_Giulio__Il_ponte_del_paradiso.txt	1904	Barrili, Anton Giulio	Il ponte del paradiso
1842__Swift_Jonathan__Viaggi_di_Gulliver_nelle_lontane_regioni.txt	1842	Swift, Jonathan	Viaggi di Gulliver nelle lontane regioni
1953__Gherardi_Gherardo__Ombre_cinesi.txt	1953	Gherardi, Gherardo	Ombre cinesi
1988__Plato__Il_convito.txt	1988	Plato	Il convito
1990__Lao_Tzu__La_regola_celeste.txt	1990	Lao Tzu	La regola celeste
1994__Novaro_Mario__Murmuri_ed_echi.txt	1994	Novaro, Mario	Murmuri ed echi
1949__Levi_David__Ahasvero_nellIsola_del_diavolo_versi_preceduti_da_uno_studio_su_lebraismo_e_la_rivoluzione_francese.txt	1949	Levi, David	Ahasvero nell'Isola del diavolo : versi ; preceduti da uno studio su l'ebraismo e la rivoluzione francese
1971__Rusca_Max_G_Parmeggiani_Tano__Scappa_scappa_galantuomo.txt	1971	Rusca, Max G. - Parmeggiani, Tano	Scappa scappa galantuomo
1956__Salgari_Emilio__Capitan_Tempesta_romanzo_davventure.txt	1956	Salgari, Emilio	Capitan Tempesta : romanzo d'avventure
1947__Metastasio_Pietro__Le_grazie_vendicate.txt	1947	Metastasio, Pietro	Le grazie vendicate
1999__Pallavicini_Piersandro__Riviste_anni_90_laltro_spazio_della_nuova_narrativa.txt	1999	Pallavicini, Piersandro	Riviste anni '90 : l'altro spazio della nuova narrativa
1932__Benco_Silvio__Volfango_Goethe.txt	1932	Benco, Silvio	Volfango Goethe
1860__Anonimo__Un_Autodaf_in_Bologna_il_5_novembre_1618.txt	1860	Anonimo	Un Auto-da-fè in Bologna il 5 novembre 1618
1960__Goethe_Johann_Wolfgang_von__Le_affinit_elettive.txt	1960	Goethe, Johann Wolfgang : von	Le affinità elettive
1815__Tempio_Domenico__Operi_di_Duminicu_Tempiu_catanisi_Tomu_1.txt	1815	Tempio, Domenico	Operi di Duminicu Tempiu catanisi. Tomu 1.
1842____L_imperiale_e_reale_Galleria_Pitti_Vol_3.txt	1842		L' imperiale e reale Galleria Pitti. Vol. 3
1912__Pascoli_Giovanni__Sotto_il_velame.txt	1912	Pascoli, Giovanni	Sotto il velame
1988__Plato__Il_Fedone.txt	1988	Plato	Il Fedone
1979__Torelli_Achille__I_mariti.txt	1979	Torelli, Achille	I mariti
1947__Metastasio_Pietro__Galatea.txt	1947	Metastasio, Pietro	Galatea
1909__Francesco_De_Sanctis__Schopenhauer_e_Leopardi.txt	1909	Francesco De Sanctis	Schopenhauer e Leopardi
1893__Serao_Matilde__Il_romanzo_della_fanciulla.txt	1893	Serao, Matilde	Il romanzo della fanciulla
1897__Capuana_Luigi__Fausto_Bragia_e_altre_novelle.txt	1897	Capuana, Luigi	Fausto Bragia e altre novelle
1955__Goldoni_Carlo__La_Pupilla.txt	1955	Goldoni, Carlo	La pupilla
1860__Villa_Antonio__Osservazioni_zoologiche_durante_lecclisse_parziale_di_sole_del_18.txt	1860	Villa, Antonio	Osservazioni zoologiche durante l'ecclisse parziale di sole del 18
1909__Barrili_Anton_Giulio__Il_prato_maledetto_storia_del_X_secolo.txt	1909	Barrili, Anton Giulio	Il prato maledetto : storia del X secolo
1920__Cummins_Mary_Susan__Il_lampionaio.txt	1920	Cummins, Mary Susan	Il lampionaio
1908__Wells_Herbert_George__La_visita_meravigliosa.txt	1908	Wells, Herbert George	La visita meravigliosa
1973__Alberti_Leon_Battista__Elementi_di_pittura.txt	1973	Alberti, Leon Battista	Elementi di pittura
1994__Salgari_Emilio__I_Pirati_della_Malesia.txt	1994	Salgari Emilio	I Pirati della Malesia
1929__Randi_Oscar__I_popoli_balcanici.txt	1929	Randi, Oscar	I popoli balcanici
1910__Serao_Matilde__La_conquista_di_Roma.txt	1910	Serao, Matilde	La conquista di Roma
1960__Chesterton_Gilbert_Keith__Losteria_volante.txt	1960	Chesterton, Gilbert Keith	L'osteria volante
2005__Antoccia_Luca__Le_remore_e_il_Titanic_vite_precarie_a_scuola.txt	2005	Antoccia, Luca	Le remore e il Titanic : vite precarie a scuola
1932__Orestano_Francesco__La_personalit_eticoreligiosa_di_Giorgio_Washington.txt	1932	Orestano, Francesco	La personalità etico-religiosa di Giorgio Washington
1925__Tartufari_Clarice__Il_miracolo.txt	1925	Tartufari, Clarice	Il miracolo
1785__Anonimo__Supplica_degli_Stampatori_e_Libraj_dItalia_al_Papa_Pio_VI_Per_il.txt	1785	Anonimo	Supplica degli Stampatori e Libraj d'Italia al Papa Pio VI. Per il
1957__Cattaneo_Carlo__Considerazioni_sul_1848.txt	1957	Cattaneo, Carlo	Considerazioni sul 1848
1875__Blaserna_Pietro__La_teoria_del_suono_nei_suoi_rapporti_colla_musica.txt	1875	Blaserna, Pietro	La teoria del suono nei suoi rapporti colla musica
1913__Nettlau_Max__La_responsabilit_e_la_solidariet_nella_lotta_operaia.txt	1913	Nettlau, Max	La responsabilità e la solidarietà nella lotta operaia
1980__Marugi_Giovanni_Leonardo__Capricci_sulla_jettatura.txt	1980	Marugi, Giovanni Leonardo	Capricci sulla jettatura
1599__Guarini_Battista__Il_pastor_fido.txt	1599	Guarini, Battista	Il pastor fido
1861__autori_vari__La_vita_italiana_nel_Risorgimento_18311846.txt	1861	autori vari	La vita italiana nel Risorgimento : 1831-1846
1945__Valera_Paolo__Il_cinquantenario_note_per_la_ricostruzione.txt	1945	Valera, Paolo	Il cinquantenario : note per la ricostruzione
1922__Zola_mile__Parigi.txt	1922	Zola, Émile	Parigi
1993__Leopardi_Giacomo__Storia_di_unanima_memorie.txt	1993	Leopardi, Giacomo	Storia di un'anima : memorie
1955__Goldoni_Carlo__Il_Moliere.txt	1955	Goldoni, Carlo	Il Moliere
1996__Grazia_Deledda__Lospite.txt	1996	Grazia Deledda	L'ospite
1961__Lawrence_David_Herbert__La_coccinella.txt	1961	Lawrence, David Herbert	La coccinella
1983__Mussolini_Benito__Cos_il_fascismo.txt	1983	Mussolini, Benito	Cos’è il fascismo
1977__Firenzuola_Agnolo__Discacciamento_de_le_nuove_lettere_inutilmente_aggiunte_ne_la_lingua_toscana.txt	1977	Firenzuola, Agnolo	Discacciamento de le nuove lettere, inutilmente aggiunte ne la lingua toscana
1911__Pinza_Giovanni__Il_vestiario_e_la_acconciatura_delle_donne_nei_tempi_omerici.txt	1911	Pinza, Giovanni	Il vestiario e la acconciatura delle donne nei tempi omerici
1975__Rajna_Pio__Le_fonti_dellOrlando_Furioso.txt	1975	Rajna, Pio	Le fonti dell'Orlando Furioso
1950__Joyce_James__Stefano_eroe.txt	1950	Joyce, James	Stefano eroe
1955__Goldoni_Carlo__Il_medico_olandese.txt	1955	Goldoni, Carlo	Il medico olandese
1920__Pascarella_Cesare__Prose_18801890.txt	1920	Pascarella, Cesare	Prose (1880-1890)
1941__Spaventa_Filippi_Silvio__Carlo_Dickens.txt	1941	Spaventa Filippi, Silvio	Carlo Dickens
1907__Rostand_Edmond__Cirano_di_Bergerac.txt	1907	Rostand, Edmond	Cirano di Bergerac
1996__Capuana_Luigi__Profumo.txt	1996	Capuana, Luigi	Profumo
1960__Shakespeare_William__La_commedia_degli_equivoci.txt	1960	Shakespeare, William	La commedia degli equivoci
1970__EmilianiGiudici_Paolo__Beppe_Arpia.txt	1970	Emiliani-Giudici, Paolo	Beppe Arpia
1916__Albert_Charles__Al_di_sotto_della_mischia.txt	1916	Albert, Charles	Al di sotto della mischia
1955__Goldoni_Carlo__Lo_speziale.txt	1955	Goldoni, Carlo	Lo speziale
1928__Podest_Luigi__LUno.txt	1928	Podestà, Luigi	L'Uno
1942__Borgese_Maria__Quelli_che_vennero_prima.txt	1942	Borgese, Maria	Quelli che vennero prima
1960__Shakespeare_William__Romeo_e_Giulietta.txt	1960	Shakespeare, William	Romeo e Giulietta
1907__Theuriet_Andr__Peccato_mortale.txt	1907	Theuriet, André	Peccato mortale
1893__Brofferio_Angelo_18461894__Per_lo_spiritismo.txt	1893	Brofferio, Angelo <1846-1894>	Per lo spiritismo
1811__Amati_Giovan_Battista__Breve_saggio_del_dottor_fisico_Giovan_Battista_Amati_sul_vajuolo_vaccino_ritrovato_in_bocca_di_Falco.txt	1811	Amati, Giovan Battista	Breve saggio del dottor fisico Giovan Battista Amati sul vajuolo vaccino ritrovato in bocca di Falco Villaggio di Palermo nel mese di aprile del 1811
1980__Alberti_Leon_Battista__Ludi_matematici.txt	1980	Alberti, Leon Battista	Ludi matematici
1824__Gibbon_Edward__Storia_della_decadenza_e_rovina_dellImpero_Romano_volume_sesto.txt	1824	Gibbon, Edward	Storia della decadenza e rovina dell'Impero Romano, volume sesto
1909__Antonio_Fogazzaro__Piccolo_mondo_moderno.txt	1909	Antonio Fogazzaro	Piccolo mondo moderno
1934__Zanella_Giacomo__Liriche_ricca_scelta_Giacomo_Zanella_con_introduzione_e_note_di_M_Lupo_Gentile.txt	1934	Zanella, Giacomo	Liriche : ricca scelta / Giacomo Zanella ; con introduzione e note di M. Lupo Gentile
2009__Colorni_Eugenio__Scritti.txt	2009	Colorni, Eugenio	Scritti
1894__De_Marchi_Emilio__I_nostri_figliuoli.txt	1894	De Marchi, Emilio	I nostri figliuoli
1931__Melville_Herman__Typee_Unavventura_nelle_isole_Marchesi.txt	1931	Melville, Herman	Typee: Un'avventura nelle isole Marchesi
1757__Cenni_Angelo_detto_Il_Risoluto_1531_c_1575__Sonetti.txt	1757	Cenni, Angelo detto Il Risoluto (1531 c. - 1575)	Sonetti
1998__Agabiti_Augusto__Ipazia.txt	1998	Agabiti, Augusto	Ipazia
1946__Alfieri_Vittorio__Rosmunda.txt	1946	Alfieri, Vittorio	Rosmunda
1996__Gramsci_Antonio__Passato_e_presente.txt	1996	Gramsci, Antonio	Passato e presente
1872__Petruccelli_della_Gattina_Ferdinando__Le_notti_degli_emigrati_a_Londra.txt	1872	Petruccelli della Gattina, Ferdinando	Le notti degli emigrati a Londra
1913__Cyrano_de_Bergerac_Hector_Savinien_de__Il_pedante_gabbato_ed_altri_scritti_comici.txt	1913	Cyrano de Bergerac, Hector Savinien : de	Il pedante gabbato ed altri scritti comici
1947__Metastasio_Pietro__Lasilo_damore.txt	1947	Metastasio, Pietro	L'asilo d'amore
1887__Cantoni_Giovanni__Il_sistema_filosofico_di_Carlo_Cattaneo.txt	1887	Cantoni, Giovanni	Il sistema filosofico di Carlo Cattaneo
1925__Rensi_Giuseppe__Realismo.txt	1925	Rensi, Giuseppe	Realismo
1954__Metastasio_Pietro__Achille_in_Sciro.txt	1954	Metastasio, Pietro	Achille in Sciro
2001__Antonelli_Luigi__Il_convegno.txt	2001	Antonelli, Luigi	Il convegno
1871__Anonimo__I_Nuovi_Misteri_del_Chiostro_Napoletano.txt	1871	Anonimo	I Nuovi Misteri del Chiostro Napoletano
1955__Goldoni_Carlo__Il_conte_Caramella.txt	1955	Goldoni, Carlo	Il conte Caramella
1801__Pagani_Agostino__Ragguaglio_della_vaccina_in_Friuli_nellanno_1801.txt	1801	Pagani, Agostino	Ragguaglio della vaccina in Friuli nell’anno 1801
1911__Guerrini_Olindo__Brandelli.txt	1911	Guerrini, Olindo	Brandelli
1930__Turgenev_Ivan_Sergeevi__Padri_e_figli.txt	1930	Turgenev, Ivan Sergeevič	Padri e figli
1861__Mazzini_Giuseppe__La_questione_italiana_e_i_repubblicani.txt	1861	Mazzini, Giuseppe	La questione italiana e i repubblicani
1927__Cavallotti_Felice__Il_cantico_dei_cantici_I_pezzenti.txt	1927	Cavallotti, Felice	Il cantico dei cantici ; I pezzenti
1914__Ibsen_Henrik__Poesie_complete.txt	1914	Ibsen, Henrik	Poesie complete
1615__Castelli_Benedetto__Risposta_alle_opposizioni_del_s_Lodouico_delle_Colombe_e_del_s_Vincenzio_di_Grazia_contro_al_trattat.txt	1615	Castelli, Benedetto	Risposta alle opposizioni del s. Lodouico delle Colombe e del s. Vincenzio di Grazia, contro al trattato del sig. Galileo Galilei, delle cose che stanno sù l'acqua, ò che in quella si muouono. ... Nella quale si contengono molte considerazioni filosofiche remote dalle vulgate opinioni.
1970__Sacchetti_Franco__Il_Trecentonovelle.txt	1970	Sacchetti, Franco	Il Trecentonovelle
1937__Fugassa_Arrigo__Tre_bocci_di_rosa.txt	1937	Fugassa, Arrigo	Tre bocci di rosa
1906__Carocci_Guido__Il_Valdarno_da_Firenze_al_mare.txt	1906	Carocci, Guido	Il Valdarno da Firenze al mare
1838__Botta_Carlo__Storia_dItalia_dal_1789_al_1814_Tomo_VI.txt	1838	Botta, Carlo	Storia d'Italia dal 1789 al 1814. Tomo VI
1891__Serao_Matilde__Piccolo_romanzo.txt	1891	Serao, Matilde	Piccolo romanzo
1937__Gogol_Nikolaj_Vasilevi__Tarass_Bulba_Il_pastrano.txt	1937	Gogol, Nikolaj Vasilevič	Tarass Bulba - Il pastrano
1962__Volterra_Vito__Energia_nei_fenomeni_elastici_ereditarii.txt	1962	Volterra, Vito	Energia nei fenomeni elastici ereditarii
1912__Abba_Giuseppe_Cesare__Ritratti_e_profili.txt	1912	Abba, Giuseppe Cesare	Ritratti e profili
1946__Alfieri_Vittorio__Oreste.txt	1946	Alfieri, Vittorio	Oreste
1977__Imbriani_Vittorio__Il_vivicomburio_e_altre_novelle.txt	1977	Imbriani, Vittorio	Il vivicomburio e altre novelle
1979__Nota_Alberto__La_fiera.txt	1979	Nota, Alberto	La fiera
1955__Goldoni_Carlo__Arcifanfano_re_dei_matti.txt	1955	Goldoni, Carlo	Arcifanfano re dei matti
1993__Coleridge_Samuel_Taylor__La_leggenda_del_vecchio_marinaro.txt	1993	Coleridge, Samuel Taylor	La leggenda del vecchio marinaro
1837__Montanelli_Giovanni__Liriche.txt	1837	Montanelli, Giovanni	Liriche
1996__Deledda_Grazia__La_casa_del_poeta.txt	1996	Deledda, Grazia	La casa del poeta
1906__Del_Lungo_Isidoro__La_donna_fiorentina_del_buon_tempo_antico.txt	1906	Del Lungo, Isidoro	La donna fiorentina del buon tempo antico
1992__Capuana_Luigi__Tutte_le_fiabe.txt	1992	Capuana, Luigi	Tutte le fiabe
1890__Goldoni_Carlo__Il_bugiardo.txt	1890	Goldoni, Carlo	Il bugiardo
1954__Metastasio_Pietro__Catone_in_Utica.txt	1954	Metastasio, Pietro	Catone in Utica
1978__Alighieri_Dante__Monarchia.txt	1978	Alighieri, Dante	Monarchia
1816__Badia_y_Leblich_Domingo__Viaggi_di_Ali_Bey_elAbbassi_in_Africa_ed_in_Asia_dallanno_1803_a_tutto_il_1807_Tomo_3.txt	1816	Badia y Leblich, Domingo	Viaggi di Ali Bey el-Abbassi in Africa ed in Asia dall'anno 1803 a tutto il 1807 – Tomo 3
1799__Scrofani_Saverio__Viaggio_in_Grecia_di_Saverio_Scrofani_siciliano_fatto_nellanno_1794_1795.txt	1799	Scrofani, Saverio	Viaggio in Grecia di Saverio Scrofani siciliano fatto nell'anno 1794, 1795
1862__Lucianus__Opere_di_Luciano.txt	1862	Lucianus	Opere di Luciano
1948__Kropotkin_Petr_Alekseevic__La_conquista_del_pane.txt	1948	Kropotkin, Petr Alekseevic	La conquista del pane
1822__Giannone_Pietro__Istoria_civile_del_Regno_di_Napoli_volume_settimo.txt	1822	Giannone Pietro	Istoria civile del Regno di Napoli, volume settimo
1955__Goldoni_Carlo__La_guerra.txt	1955	Goldoni, Carlo	La guerra
1919__De_Roberto_Federico__Al_rombo_del_cannone.txt	1919	De Roberto, Federico	Al rombo del cannone
1943__Fraccacreta_Umberto__Amore_e_terra.txt	1943	Fraccacreta, Umberto	Amore e terra
1857__Meli_Giovanni__Lorigini_di_lu_munnu.txt	1857	Meli, Giovanni	L'origini di lu munnu
1892__Donaver_Federico__La_storia_di_Colombo_narrata_alla_giovent_ed_al_popolo.txt	1892	Donaver, Federico	La storia di Colombo narrata alla gioventù ed al popolo
1955__Goldoni_Carlo__La_diavolessa.txt	1955	Goldoni, Carlo	La diavolessa
1955__Goldoni_Carlo__Lamante_di_s_medesimo.txt	1955	Goldoni, Carlo	L'amante di sé medesimo
1882__Salimbene_da_Parma__Cronaca_di_fra_Salimbene_parmigiano_dellordine_dei_Minori_volume_primo.txt	1882	Salimbene : da Parma	Cronaca di fra Salimbene parmigiano dell'ordine dei Minori, volume primo
1982__Longus_Sophista__Gli_amori_pastorali_di_Dafni_e_di_Cloe.txt	1982	Longus : Sophista	Gli amori pastorali di Dafni e di Cloe
1976__Salgari_Emilio__Le_due_tigri.txt	1976	Salgari, Emilio	Le due tigri
1973__Alberti_Leon_Battista__Deifira.txt	1973	Alberti, Leon Battista	Deifira
1992__Vassallo_Luigi_Arnaldo__Gli_invisibili.txt	1992	Vassallo, Luigi Arnaldo	Gli invisibili
1827__Botta_Carlo__Storia_della_guerra_della_indipendenza_degli_Stati_Uniti_di_America_volume_quarto.txt	1827	Botta, Carlo	Storia della guerra della indipendenza degli Stati Uniti di America, volume quarto
1877__Fanfani_Pietro__Una_fattora_toscana_e_il_modo_di_fare_lolio_Con_la_descrizione_di_usanze_e_di_nozze_contadine_e_un_e.txt	1877	Fanfani, Pietro	Una fattoría toscana e il modo di fare l’olio – Con la descrizione di usanze e di nozze contadine e un esercizio lessicografico
1942__Sobrero_Mario__Di_padre_in_figlio.txt	1942	Sobrero, Mario	Di padre in figlio
1905__Barrili_Anton_Giulio__Il_ritratto_del_diavolo_romanzo.txt	1905	Barrili, Anton Giulio	Il ritratto del diavolo : romanzo
