id	year	author	title	filename	link
1965__Hawthorne_Nathaniel__La_lettera_scarlatta.txt	1965	Hawthorne, Nathaniel	La lettera scarlatta
1883__Poe_Edgar_Allan__Racconti_straordinari.txt	1883	Poe, Edgar Allan	Racconti straordinari
1894__Savi_Lopez_Maria__Leggende_del_mare.txt	1894	Savi Lopez, Maria	Leggende del mare
1781__Verri_Pietro__Discorsi_del_conte_Pietro_Verri_dellInstituto_delle_Scienze_di_Bologna_sullindole_del_piacere_e_del_.txt	1781	Verri, Pietro	Discorsi del conte Pietro Verri dell'Instituto delle Scienze di Bologna sull'indole del piacere e del dolore; sulla felicità; e sulla economia politica riveduti ed accresciuti dall'autore
1933__Bordenave_Maria_Teresa__Santa_MariaBernarda_Bernadetta_Soubirous_delle_Suore_della_Carit_e_dellIstruzione_Cristiana_di_Never.txt	1933	Bordenave, Maria Teresa	Santa Maria-Bernarda (Bernadetta Soubirous) delle Suore della Carità e dell’Istruzione Cristiana di Nevers
1914__Yeats_William_Butler__Tragedie_irlandesi.txt	1914	Yeats, William Butler	Tragedie irlandesi
1984__Cerro_Maria_Benedetta__Licenza_di_viaggio.txt	1984	Cerro, Maria Benedetta	Licenza di viaggio
1881__Graf_Arturo__La_leggenda_dellamore.txt	1881	Graf, Arturo	La leggenda dell'amore
1370__William_Shakespeare__Misura_per_misura.txt	1370	William Shakespeare	Misura per misura
1963__Tommaseo_Niccol__Fede_e_bellezza.txt	1963	Tommaseo, Niccolò	Fede e bellezza
1918__Zuccoli_Luciano__Per_la_sua_bocca.txt	1918	Zuccoli, Luciano	Per la sua bocca
1902__Farinelli_Arturo__Dante_e_Margherita_di_Navarra.txt	1902	Farinelli, Arturo	Dante e Margherita di Navarra
1982__Garibaldi_Giuseppe__Clelia_il_governo_dei_preti_romanzo_storico_politico.txt	1982	Garibaldi, Giuseppe	Clelia, il governo dei preti: romanzo storico politico
1886__Caccianiga_Antonio__La_famiglia_Bonifazio.txt	1886	Caccianiga, Antonio	La famiglia Bonifazio
2003__Chelli_Gaetano_Carlo__Racconti_dellApuano.txt	2003	Chelli, Gaetano Carlo	Racconti dell'Apuano
1911__Bracco_Roberto__Uno_degli_onesti.txt	1911	Bracco, Roberto	Uno degli onesti
1862__Petruccelli_della_Gattina_Ferdinando__I_moribondi_del_Palazzo_Carignano.txt	1862	Petruccelli della Gattina, Ferdinando	I moribondi del Palazzo Carignano
1995__Aretino_Pietro__Orlandino_o_di_Orlandino.txt	1995	Aretino, Pietro	"Orlandino" (o "di Orlandino")
1902__Hugo_Victor__Lotte_sociali.txt	1902	Hugo, Victor	Lotte sociali
1923__Neera_alias_Anna_Radius_Zuccari__Vecchie_catene.txt	1923	Neera (alias Anna Radius Zuccari)	Vecchie catene
1975__Parini_Giuseppe__Le_Odi.txt	1975	Parini, Giuseppe	Le Odi
1928__Cena_Giovanni__Gli_Ammonitori.txt	1928	Cena, Giovanni	Gli Ammonitori
1907__Gentile_Giovanni__Giordano_Bruno_nella_storia_della_cultura.txt	1907	Gentile, Giovanni	Giordano Bruno nella storia della cultura
1860__Nievo_Ippolito__Il_barone_di_Nicastro.txt	1860	Nievo, Ippolito	Il barone di Nicastro
1922__DAmbra_Lucio__Il_trampolino_per_le_stelle.txt	1922	D'Ambra, Lucio	Il trampolino per le stelle
1923__Bracco_Roberto__Maternit.txt	1923	Bracco, Roberto	Maternità
1856__Azeglio_Massimo_d__Ettore_Fieramosca_o_la_disfida_di.txt	1856	Azeglio, Massimo : d'	Ettore Fieramosca o la disfida di
1966__Berneri_Giuseppe__Il_Meo_Patacca_ovvero_Roma_in_feste_ne.txt	1966	Berneri, Giuseppe	Il Meo Patacca, ovvero Roma in feste ne
1869__De_Amicis_Edmondo__Marocco.txt	1869	De Amicis, Edmondo	Marocco
1971__Machiavelli_Niccol__Discorsi_sopra_la_prima_Deca_di_Tito_Livio.txt	1971	Machiavelli, Niccolò	Discorsi sopra la prima Deca di Tito Livio
1863__Monnier_Marco__La_camorra_notizie_storiche_raccolte_e_documentate.txt	1863	Monnier, Marco	La camorra, notizie storiche raccolte e documentate
1933__Levi_Adolfo_18781948__Il_problema_dellerrore_nella_filosofia_di_B_Spinoza.txt	1933	Levi, Adolfo <1878-1948>	Il problema dell'errore nella filosofia di B. Spinoza
1877__Balbo_Cesare__Novelle.txt	1877	Balbo, Cesare	Novelle
1911__Anile_Antonino__Vigilie_di_scienza_e_di_vita.txt	1911	Anile, Antonino	Vigilie di scienza e di vita
1973__Bacigalupo_Niccol__Eneide_ricordi_di_un_reduce_troiano_in_dialetto_genovese.txt	1973	Bacigalupo, Niccolò	Eneide: ricordi di un reduce troiano in dialetto genovese
1968__Magalotti_Lorenzo__Relazioni_di_viaggio_in_Inghilterra_Francia_e_Svezia.txt	1968	Magalotti, Lorenzo	Relazioni di viaggio in Inghilterra, Francia e Svezia
1922__Beltramelli_Antonio__Il_Cavalier_Mostardo.txt	1922	Beltramelli, Antonio	Il Cavalier Mostardo
1910__Pascal_Teodoro__Importanza_e_risultati_degli_incrociamenti_in_avicoltura.txt	1910	Pascal, Teodoro	Importanza e risultati degli incrociamenti in avicoltura
1955__Goldoni_Carlo__Monsieur_Petiton.txt	1955	Goldoni, Carlo	Monsieur Petiton
1768__Burnaby_Andrew__Osservazioni_dun_viaggiatore_inglese.txt	1768	Burnaby, Andrew	Osservazioni d'un viaggiatore inglese
1985__ArtusiPellegrino__La_scienza_in_cucina_e_larte_di_mangiar_bene.txt	1985	Artusi,Pellegrino	La scienza in cucina e l'arte di mangiar bene
1955__Goldoni_Carlo__La_donna_di_maneggio.txt	1955	Goldoni, Carlo	La donna di maneggio
1920__Volterra_Vito__Saggi_scientifici.txt	1920	Volterra, Vito	Saggi scientifici
1918__Adami_Giuseppe__Il_tabarro.txt	1918	Adami, Giuseppe	Il tabarro
1973__Capuana_Luigi__Serena.txt	1973	Capuana, Luigi	Serena
1913__Zavattero_Domenico__La_bancarotta_di_un_atteggiamento.txt	1913	Zavattero, Domenico	La bancarotta di un atteggiamento
1870____I_viaggi_di_Gio_da_Mandavilla_volume_1.txt	1870		I viaggi di Gio. da Mandavilla, volume 1
1983__Pascoli_Giovanni__Canti_di_Castelvecchio.txt	1983	Pascoli, Giovanni	Canti di Castelvecchio
1993__Boiardo_Matteo_Maria__Tarocchi.txt	1993		
1742__Homerus__Odissea.txt	1742	Homerus	Odissea
1995__Synge_John_Millington__Le_isole_Aran.txt	1995	Synge, John Millington	Le isole Aran
1988__Gaetano_Volpi__Del_furore_daver_libri.txt	1988	Gaetano Volpi	Del furore d'aver libri.
1953__Goethe_Johann_Wolfgang_von__La_missione_teatrale_di_Guglielmo_Meister.txt	1953	Goethe, Johann Wolfgang : von	La missione teatrale di Guglielmo Meister
1977__Zena_Remigio_alias_Gaspare_Invrea__Confessione_postuma_quattro_storie_dellaltro_mondo.txt	1977	Zena, Remigio (alias Gaspare Invrea)	Confessione postuma : quattro storie dell'altro mondo
1955__Goldoni_Carlo__La_conversazione.txt	1955	Goldoni, Carlo	La conversazione
1920__Praga_Marco__La_moglie_ideale.txt	1920	Praga, Marco	La moglie ideale
1953__Fogazzaro_Antonio__Il_santo.txt	1953	Fogazzaro, Antonio	Il santo
1935__Goldoni_Carlo__Il_burbero_benefico.txt	1935	Goldoni, Carlo	Il burbero benefico
1974__Micanzio_Fulgenzio__Vita_del_padre_Paolo.txt	1974	Micanzio, Fulgenzio	Vita del padre Paolo
1984__Misasi_Nicola__Lassedio_di_Amantea.txt	1984	Misasi, Nicola	L'assedio di Amantea
1969__Praga_Emilio__Tavolozza.txt	1969	Praga, Emilio	Tavolozza
1996__Sperani_Bruno_alias_Beatrice_Speraz__La_fabbrica.txt	1996	Sperani, Bruno (alias Beatrice Speraz)	La fabbrica
1995__Pirandello_Luigi__La_nuova_colonia.txt	1995	Pirandello, Luigi	La nuova colonia
1966__Verga_Giovanni__Teatro.txt	1966	Verga, Giovanni	Teatro
1872__Dalmasso_Angelo__Unit_e_federalismo.txt	1872	Dalmasso, Angelo	Unità e federalismo
1863__Venosta_Felice__I_toscani_a_Curtatone_e_a_Montanara.txt	1863	Venosta, Felice	I toscani a Curtatone e a Montanara
1887__Carrera_Valentino__Capitale_e_mano_dopera.txt	1887	Carrera, Valentino	Capitale e mano d'opera
1925__De_Amicis_Edmondo__Il_soldato_Poggio.txt	1925	De Amicis, Edmondo	Il soldato Poggio
1841__Canina_Luigi__Descrizione_dellantico_Tusculo.txt	1841	Canina, Luigi	Descrizione dell'antico Tusculo
1850__Mazzini_Giuseppe__Pio_IX_Lettera_di_Giuseppe_Mazzini_al_clero_italiano.txt	1850	Mazzini, Giuseppe	Pio IX. Lettera di Giuseppe Mazzini al clero italiano
1890__Galilei_Galileo__Le_opere_di_Galileo_Galilei_edizione_nazionale_sotto_gli_auspici_di_Sua_Maest_il_Re_dItalia_volume_1.txt	1890	Galilei, Galileo	Le opere di Galileo Galilei : edizione nazionale sotto gli auspici di Sua Maestà il Re d'Italia – volume 1
1920__Antonelli_Luigi__La_fiaba_dei_tre_maghi.txt	1920	Antonelli, Luigi	La fiaba dei tre maghi
1909__Gregorovius_Ferdinand__Passeggiate_per_lItalia_vol_4.txt	1909	Gregorovius, Ferdinand	Passeggiate per l'Italia, vol. 4
1993__Leonardo_da_Vinci__Aforismi_novelle_e_profezie.txt	1993	Leonardo da Vinci	Aforismi, novelle e profezie
1880__Manucci_Filippo_Mannutio_Lucense__Te_Maurum_Laudamus.txt	1880	Manucci, Filippo (Mannutio Lucense)	Te Maurum Laudamus
1971__Tarchetti_Iginio_Ugo__Fosca.txt	1971	Tarchetti, Iginio Ugo	Fosca
1909__Borgese_Maria__I_canti_dellalba_e_della_sera.txt	1909	Borgese, Maria	I canti dell’alba e della sera
1499__Colonna_Francesco__Hypnerotomachia_Poliphili_ubi_humana_omnia_non_nisi_somnium_esse_docet_Atque_obiter_plurima_scitu_sa.txt	1499	Colonna, Francesco	Hypnerotomachia Poliphili, ubi humana omnia non nisi somnium esse docet. Atque obiter plurima scitu sane quam digna commemorat.
1936__Salgari_Emilio__Il_brick_maledetto.txt	1936	Salgari, Emilio	Il brick maledetto
1942__Adami_Giuseppe__Il_romanzo_della_vita_di_Giacomo_Puccini.txt	1942	Adami, Giuseppe	Il romanzo della vita di Giacomo Puccini
1982__Rosa_Giovanna__Il_mito_della_capitale_morale.txt	1982	Rosa, Giovanna	Il mito della capitale morale
1902__Anonimo__Vita_delitti_arresto_e_condanna_del_famigerato_brigante_Giuseppe_Musolino_detto_il_bandito_dAspromon.txt	1902	Anonimo	Vita, delitti, arresto e condanna del famigerato brigante Giuseppe Musolino, detto il bandito d'Aspromonte
1620__Guiducci_Mario__Lettera_al_MRP_Tarquinio_Galluzzi_della_Compagnia_di_Giesu_Di_Mario_Guiducci_Nella_quale_si_giustifi.txt	1620	Guiducci, Mario	Lettera al M.R.P. Tarquinio Galluzzi della Compagnia di Giesu. Di Mario Guiducci. Nella quale si giustifica dell'imputazion dategli da Lottario Sarsi Sigensano nella Libra astronomica, e filosofica
1922__Cherubini_Eugenio__Pinocchio_in_Affrica_Libro_per_i_ragazzi.txt	1922	Cherubini, Eugenio	Pinocchio in Affrica : Libro per i ragazzi
1918__Boccaccio_Giovanni__Il_comento_alla_Divina_Commedia_e_gli_altri_scritti_intorno_a_Dante.txt	1918	Boccaccio, Giovanni	Il comento alla Divina Commedia e gli altri scritti intorno a Dante
1942__Farinelli_Arturo__Il_mio_insegnamento_universitario.txt	1942	Farinelli, Arturo	Il mio insegnamento universitario
1966__Valera_Paolo__I_cannoni_di_Bava_Beccaris.txt	1966	Valera, Paolo	I cannoni di Bava Beccaris
1914__Serena_Augusto__Fra_lamore_e_la_morte.txt	1914	Serena, Augusto	Fra l'amore e la morte
1995__Lao_Tzu__Tao_Te_Ching.txt	1995	Lao Tzu	Tao Te Ching
1909__Rovetta_Gerolamo__Casta_diva.txt	1909	Rovetta, Gerolamo	Casta diva
1908__Pirandello_Luigi__Arte_e_scienza_saggi.txt	1908	Pirandello, Luigi	Arte e scienza : saggi
1955__Goldoni_Carlo__La_donna_di_governo.txt	1955	Goldoni, Carlo	La donna di governo
1940__Negri_Ada__Le_strade.txt	1940	Negri, Ada	Le strade
1856__Monti_Achille__Odi.txt	1856	Monti, Achille	Odi
2012__Reghini_Arturo__La_restituzione_della_geometria_pitagorica.txt	2012	Reghini, Arturo	La restituzione della geometria pitagorica
1936__De_Angelis_Augusto__Lamante_di_Cesare.txt	1936	De Angelis, Augusto	L'amante di Cesare
1972__Malatesta_Errico__Fra_contadini_dialogo_sullanarchia.txt	1972	Malatesta, Errico	Fra contadini : dialogo sull'anarchia
1628__Basile_Domenico__Il_pastor_fido_in_lingua_napolitana.txt	1628	Basile, Domenico	Il pastor fido : in lingua napolitana
1955__Goldoni_Carlo__Il_vecchio_bizzarro.txt	1955	Goldoni, Carlo	Il vecchio bizzarro
1966__SalgariEmilio__La_Regina_dei_Caraibi.txt	1966	Salgari,Emilio	La Regina dei Caraibi
1924__Cuoco_Vincenzo__Platone_in_Italia.txt	1924	Cuoco, Vincenzo	Platone in Italia
1809__Tiraboschi_Girolamo__Storia_della_letteratura_italiana_del_cav_Abate_Girolamo_Tiraboschi_Tomo_6_Parte_3_Dallanno_MCCCC_fi.txt	1809	Tiraboschi, Girolamo	Storia della letteratura italiana del cav. Abate Girolamo Tiraboschi – Tomo 6. – Parte 3:
1884__Fanciullacci_Gino__Lo_spiritismo_risposta_a_dei_discorsi_fatti_da_un_pastore_evangelico_in_Firenze.txt	1884	Fanciullacci, Gino	Lo spiritismo, risposta a dei discorsi fatti da un pastore evangelico in Firenze
1905__Vannicola_Giuseppe__De_profundis_clamavi_ad_te.txt	1905	Vannicola, Giuseppe	De profundis clamavi ad te
1891__Benaglio_CastellaniFantoni_Ines__Vita_mondana.txt	1891	Benaglio Castellani-Fantoni, Ines	Vita mondana
1827__Botta_Carlo__Storia_della_guerra_della_indipendenza_degli_Stati_Uniti_di_America.txt	1827	Botta, Carlo	Storia della guerra della indipendenza degli Stati Uniti di America
1915__autori_vari__Rimatori_siculotoscani_del_dugento.txt	1915	autori vari	Rimatori siculo-toscani del dugento
1908__Maeterlinck_Maurice__Pelleas_e_Melisanda.txt	1908	Maeterlinck, Maurice	Pelleas e Melisanda
1885__Darwin_Erasmus__Dellistinto.txt	1885	Darwin, Erasmus	Dell'istinto
1956__Grande_Luigi__Diritto_allozio.txt	1956	Grande, Luigi	Diritto all'ozio
1828__Scrofani_Saverio__Memorie_di_pubblica_economia.txt	1828	Scrofani, Saverio	Memorie di pubblica economia
1983__Mussolini_Benito__Lo_stato_fascista.txt	1983	Mussolini, Benito	Lo stato fascista
1987__Verga_Giovanni__Cavalleria_rusticana.txt	1987	Verga, Giovanni	Cavalleria rusticana
1925__Gioberti_Vincenzo__Del_primato_morale_e_civile_degli_italiani_vol2.txt	1925	Gioberti, Vincenzo	Del primato morale e civile degli italiani vol.2
1927__Guglielminetti_Amalia__Il_pigiama_del_moralista.txt	1927	Guglielminetti, Amalia	Il pigiama del moralista
1883__Guerrazzi_Francesco_Domenico__Pasquale_Paoli_ossia_La_rotta_di_Ponte_Nuovo.txt	1883	Guerrazzi, Francesco Domenico	Pasquale Paoli, ossia La rotta di Ponte Nuovo
2001__Antonelli_Luigi__La_casa_dei_fanciulli.txt	2001	Antonelli, Luigi	La casa dei fanciulli
1991__Svevo_Italo__Lassassinio_di_Via_Belpoggio.txt	1991	Svevo, Italo	L'assassinio di Via Belpoggio
1945__Gori_Pietro__In_difesa_di_Sante_Caserio.txt	1945	Gori, Pietro	In difesa di Sante Caserio
1999__Savonarola_Girolamo__La_difesa_per_le_donne.txt	1999	Savonarola, Girolamo	
1910__Bodrero_Emilio__Eraclito_testimonianze_e_frammenti.txt	1910	Bodrero, Emilio	Eraclito: testimonianze e frammenti
1918__Guglielminetti_Amalia__Lamante_ignoto.txt	1918	Guglielminetti, Amalia	L'amante ignoto
1931__Ortolani_Sergio__Il_teschio_di_Onsilo.txt	1931	Ortolani, Sergio	Il teschio di Onèsilo
1988__Alighieri_Dante__Convivio.txt	1988	Alighieri, Dante	Convivio
1973__Curiel_Eugenio__Scritti_19351945_Vol_1.txt	1973	Curiel, Eugenio	Scritti 1935-1945. Vol. 1
1912__Pacini_Domenico__La_radiazione_penetrante_alla_superficie_ed_in_seno_alle_acque.txt	1912	Pacini, Domenico	La radiazione penetrante alla superficie ed in seno alle acque
1955__Goldoni_Carlo__I_bagni_di_Abano.txt	1955	Goldoni, Carlo	I bagni di Abano
1925__Gioberti_Vincenzo__Del_primato_morale_e_civile_degli_italiani_vol_1.txt	1925	Gioberti, Vincenzo	Del primato morale e civile degli italiani vol. 1
1870__Alessandro_Manzoni__Del_romanzo_storico_e_in_genere_de_i.txt	1870	Alessandro Manzoni	Del romanzo storico e, in genere, de i componimenti misti di storia e
2010__Agaraff_Paolo__Il_quinto_cilindro.txt	2010	Agaraff, Paolo	Il quinto cilindro
1863__Venosta_Felice__Il_martirio_di_Brescia_narrazione_documentata.txt	1863	Venosta, Felice	Il martirio di Brescia : narrazione documentata
1912__Accademia_degli_Intronati__Glingannati.txt	1912	Accademia degli Intronati	Gl'ingannati
1898__Mul_Bertlo_Giovanni__La_rivoluzione_del_1848_e_la_provincia_di_Caltanissetta.txt	1898	Mulè Bertòlo, Giovanni	La rivoluzione del 1848 e la provincia di Caltanissetta
1866__Bandi_Giuseppe__Da_Custoza_in_Croazia_Memorie_dun_prigioniero.txt	1866	Bandi, Giuseppe	Da Custoza in Croazia. Memorie d'un prigioniero
1912__Folengo_Teofilo__La_umanit_del_figliuolo_di_Dio.txt	1912	Folengo, Teofilo	La umanità del figliuolo di Dio
1921__Tagore_Rabindranath__Il_re_della_camera_buia.txt	1921	Tagore, Rabindranath	Il re della camera buia
1902__Dadone_Carlo__Come_presi_moglie_autobiografia_di_un_exghiottone.txt	1902	Dadone, Carlo	Come presi moglie: autobiografia di un ex-ghiottone
1823__Algarotti_Francesco__Viaggi_di_Russia.txt	1823	Algarotti, Francesco	Viaggi di Russia
1960__Volterra_Vito__Sulle_equazioni_alle_derivate_funzionali.txt	1960	Volterra, Vito	Sulle equazioni alle derivate funzionali
1993__Svevo_Italo_Ettore_Schmitz__Una_burla_riuscita.txt	1993	Svevo, Italo (Ettore Schmitz)	Una burla riuscita
1966__Alberti_Leon_Battista__Profugiorum_ab_rumna_libri_III.txt	1966	Alberti, Leon Battista	Profugiorum ab ærumna libri III
1904__Aroldi_Cesare_Enrico__Lorigine_delluomo_secondo_la_teoria_dellevoluzione.txt	1904	Aroldi, Cesare Enrico	L'origine dell'uomo secondo la teoria dell'evoluzione
1798__Scrofani_Saverio__Relazione_su_lo_stato_attuale_dellagricoltura_e_del_commercio_della_Morea.txt	1798	Scrofani, Saverio	Relazione su lo stato attuale dell’agricoltura e del commercio della Morea
1877__Rovani_Giuseppe__Manfredo_Palavicino_o_I_francesi_e_gli_sforzeschi_storia_italiana_raccontata_da_Giuseppe_Rovani.txt	1877	Rovani, Giuseppe	Manfredo Palavicino, o, I francesi e gli sforzeschi : storia italiana / raccontata da Giuseppe Rovani
1843__Amari_Michele__La_guerra_del_Vespro_siciliano_o_Un_periodo_delle_istorie_siciliane.txt	1843	Amari, Michele	La guerra del Vespro siciliano, o Un periodo delle istorie siciliane
1995__UNESCO__Il_manifesto_UNESCO_sulle_Biblioteche_Pubbliche.txt	1995	UNESCO	Il manifesto UNESCO sulle Biblioteche Pubbliche
1907__DAnnunzio_Gabriele__Pi_che_lamore.txt	1907	D'Annunzio, Gabriele	Più che l'amore
1918__Albertazzi_Adolfo__Il_diavolo_nellampolla.txt	1918	Albertazzi, Adolfo	Il diavolo nell'ampolla
1877__Ombriani_Vittorio__La_novellaja_fiorentina.txt	1877	Ombriani, Vittorio	La novellaja fiorentina
1920__Deledda_Grazia__Naufraghi_in_porto.txt	1920	Deledda, Grazia	Naufraghi in porto
1881__Beltrame_Giovanni__Il_Fiume_bianco_e_i_Denka.txt	1881	Beltrame, Giovanni	Il Fiume bianco e i Dénka
1919__Lazzeri_Gerolamo__Mario_Mariani.txt	1919	Lazzeri, Gerolamo	Mario Mariani
1955__Goldoni_Carlo__La_moglie_saggia.txt	1955	Goldoni, Carlo	La moglie saggia
1894__Merlini_Domenico__Saggio_di_ricerche_sulla_satira_contro_il_villano.txt	1894	Merlini, Domenico	Saggio di ricerche sulla satira contro il villano
1963__Pukin_Aleksandr_Sergeevi__Novelle_del_defunto_Ivan_Petrovi_Bjelkin.txt	1963	Puškin, Aleksandr Sergeevič	Novelle del defunto Ivan Petrovič Bjelkin
1945__Juvalta_Erminio__Il_vecchio_e_il_nuovo_problema_della_morale.txt	1945	Juvalta, Erminio	Il vecchio e il nuovo problema della morale
1914__Balbo_Cesare__Della_storia_dItalia_dalle_origini_fino_ai_nostri_giorni_sommario.txt	1914	Balbo, Cesare	Della storia d'Italia dalle origini fino ai nostri giorni : sommario
1904__Schwarz_Lina__Il_libro_dei_bimbi.txt	1904	Schwarz, Lina	Il libro dei bimbi
1905__Dumas_Alexandre_pre__Lavvelenatrice.txt	1905	Dumas, Alexandre [père]	L'avvelenatrice
1824__Gibbon_Edward__Storia_della_decadenza_e_rovina_dellImpero_Romano_volume_terzo.txt	1824	Gibbon, Edward	Storia della decadenza e rovina dell'Impero Romano, volume terzo
1904__Castelnuovo_Enrico__Le_nozze_doro.txt	1904	Castelnuovo, Enrico	Le nozze d'oro
1805__Tiraboschi_Girolamo__Storia_della_letteratura_italiana_del_cav_Abate_Girolamo_Tiraboschi_Tomo_1_Parte_2_Dalla_letteratura.txt	1805	Tiraboschi, Girolamo	Storia della letteratura italiana del cav. Abate Girolamo Tiraboschi – Tomo 1. – Parte 2:
1858__Amari_Michele__Storia_dei_musulmani_di_Sicilia_volume_2.txt	1858	Amari, Michele	Storia dei musulmani di Sicilia - volume 2
2006__Drigo_Paola__Finestre_sul_fiume.txt	2006	Drigo, Paola	Finestre sul fiume
2002__Colorni_Eugenio__Due_errori_Un_amore.txt	2002	Colorni, Eugenio	Due errori – Un amore
1995__DAnnunzio_Gabriele__Alcione.txt	1995	D’Annunzio, Gabriele	Alcione
1992__Berneri_Camillo__Novelle.txt	1992	Berneri, Camillo	Novelle
1992__Ariosto_Ludovico__Orlando_furioso.txt	1992	Ariosto, Ludovico	Orlando furioso
1838__Botta_Carlo__Storia_dItalia_dal_1789_al_1814_Tomo_I.txt	1838	Botta, Carlo	Storia d'Italia dal 1789 al 1814. Tomo I
1838__Botta_Carlo__Storia_dItalia_dal_1789_al_1814_Tomo_V.txt	1838	Botta, Carlo	Storia d'Italia dal 1789 al 1814. Tomo V
1973__Castelvetro_Giacomo__Brieve_racconto_di_tutte_le_radici_di_tutte_lerbe_e_di_tutti_i_frutti_che_crudi_o_cotti_in_Italia_si.txt	1973	Castelvetro, Giacomo	Brieve racconto di tutte le radici, di tutte l'erbe e di tutti i frutti che crudi o cotti in Italia si mangiano
1876__Tigri_Giuseppe__Selvaggia_de_Vergiolesi.txt	1876	Tigri, Giuseppe	Selvaggia de' Vergiolesi
1994__Pirandello_Luigi__Donna_Mimma.txt	1994	Pirandello, Luigi	Donna Mimma
1979__Giraud_Giovanni__Laio_nellimbarazzo.txt	1979	Giraud, Giovanni	L'aio nell'imbarazzo
1899__Valera_Paolo__Dal_Cellulare_al_Finalborgo.txt	1899	Valera, Paolo	Dal Cellulare al Finalborgo
1993__Mantegazza_Paolo__Elogio_della_vecchiaia.txt	1993	Mantegazza, Paolo	Elogio della vecchiaia
1942__Savarese_Nino__La_massaria.txt	1942	Savarese, Nino	La massaria
1908__Pellizzari_Achille__Memorie_antiche_e_visioni_moderne.txt	1908	Pellizzari, Achille	Memorie antiche e visioni moderne
1902__Chiesa_Pietro__La_vispa_Teresa.txt	1902	Chiesa, Pietro	La vispa Teresa
1993__Bovio_Libero__Scritti_vari.txt	1993	Bovio, Libero	Scritti vari
1917__Proudhon_Pierre_Joseph__Epistolario.txt	1917	Proudhon, Pierre Joseph	Epistolario
1826__Lavater_Johann_Caspar__Il_Lavater_portatile_o_sia_Compendio_dellarte_di_conoscere_gli_uomini_dai_tratti_del_volto.txt	1826	Lavater, Johann Caspar	Il Lavater portatile o sia Compendio dell'arte di conoscere gli uomini dai tratti del volto
1863__Stefanoni_Luigi__Giuseppe_Mazzini_Notizie_storiche.txt	1863	Stefanoni, Luigi	Giuseppe Mazzini: Notizie storiche
1911__Fabiani_Guido__18611911_Cinquantanni_di_vita_nazionale_ricordati_ai_fanciulli.txt	1911	Fabiani, Guido	1861-1911 : Cinquant’anni di vita nazionale ricordati ai fanciulli
1992__Collodi_Carlo__I_racconti_delle_fate.txt	1992	Collodi, Carlo	I racconti delle fate
1949__Capuana_Luigi__Scurpiddu.txt	1949	Capuana, Luigi	Scurpiddu
1942__Campana_Dino_1885_1932__Inediti.txt	1942	Campana, Dino (1885 - 1932)	Inediti
1942__Iberti_Carlo__Tre_miliardi_nella_baia_di_Vigo.txt	1942	Iberti, Carlo	Tre miliardi nella baia di Vigo
1976__Grandi_Achille__I_cattolici_e_lunit_sindacale_Scritti_e_discorsi.txt	1976	Grandi, Achille	I cattolici e l’unità sindacale. Scritti e discorsi
1983__Rinaldini_Emiliano__Il_sigillo_del_sangue.txt	1983	Rinaldini, Emiliano	Il sigillo del sangue
1790__Vitruvius_Pollio__Larchitettura_di_Marco_Vitruvio_Pollione_tradotta_e_comentata_dal_marchese_Berardo_Galiani.txt	1790	Vitruvius Pollio	L’architettura di Marco Vitruvio Pollione tradotta e comentata dal marchese Berardo Galiani
1990__Camillo_Boito__Il_maestro_di_setticlavio.txt	1990	Camillo Boito	Il maestro di setticlavio
1902__Reclus_Elise__Nuova_geografia_universale_la_Terra_e_gli_uomini_Volume_5_parte_seconda_LItalia.txt	1902	Reclus, Elisée	Nuova geografia universale : la Terra e gli uomini. Volume 5, parte seconda - L'Italia
1995__De_Amicis_Edmondo__Cinematografo_cerebrale.txt	1995	De Amicis, Edmondo	Cinematografo cerebrale
1875__Abba_Giuseppe_Cesare_18381910__Le_rive_della_Bormida_nel_1794.txt	1875	Abba, Giuseppe Cesare <1838-1910>	Le rive della Bormida nel 1794
1742__Machiavelli_Niccol__Mandragola.txt	1742	Machiavelli, Niccolò	Mandragola
1880__Marchesa_Colombi_alias_Maria_Antonietta_Torriani_TorelliViollier__La_cartella_n_4.txt	1880	Marchesa Colombi (alias Maria Antonietta Torriani Torelli-Viollier)	La cartella n. 4
1894__Tartufari_Clarice__Versi_nuovi.txt	1894	Tartufari, Clarice	Versi nuovi
1930__Chesterton_Gilbert_Keith__La_saggezza_di_padre_Brown.txt	1930	Chesterton, Gilbert Keith	La saggezza di padre Brown
1941__Capparoni_Pietro__Lazzaro_Spallanzani.txt	1941	Capparoni, Pietro	Lazzaro Spallanzani
1913__Benelli_Sem__Il_Mantellaccio.txt	1913	Benelli, Sem	Il Mantellaccio
1896__Barrili_Anton_Giulio__Galatea.txt	1896	Barrili, Anton Giulio	Galatea
1913__Steno_Flavia__Cos_mi_pare_chiose_cosette_e_cose.txt	1913	Steno, Flavia	Così mi pare : chiose, cosette e cose
1944__Mazzini_Giuseppe__I_Fratelli_Bandiera.txt	1944	Mazzini, Giuseppe	I Fratelli Bandiera
1692__Viviani_Vincenzo__Al_serenissimo_principe_di_Toscana_Formazione_e_misura_di_tutti_i_cieli_con_la_struttura_e_quadratur.txt	1692	Viviani Vincenzo	Al serenissimo principe di Toscana, Formazione, e misura di tutti i cieli : con la struttura, e quadratura esatta dell'intero, e delle parti di un nuouo cielo ammirabile, e di uno degli antichi delle volte regolari degli architetti. Curiosa esercitazione matematica di V. V., ultimo scolare del Galileo
